flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-28,scheduled,,Wick,Europe/London,WIC,EGPC,,,,2026-07-28T08:30:00+00:00,2026-07-28T08:30:00+00:00,,,,Reykjavik Domestic,Atlantic/Reykjavik,RKV,BIRK,,,,2026-07-28T10:49:00+00:00,10.0,,,,,empty,,,,,,,,,,48B484,,,,,,,
2026-07-28,scheduled,,Francisco Reyes,Asia/Manila,USU,RPVV,,,,2026-07-28T15:40:00+00:00,2026-07-28T15:40:00+00:00,,,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,1,,,2026-07-28T17:20:00+00:00,,,,,,Cebgo,DG,SRQ,6067,DG6067,SRQ6067,,,,,,,,,,,,
2026-07-28,scheduled,,Quetta,Asia/Karachi,UET,OPQT,,,,2026-07-28T12:25:00+00:00,2026-07-28T12:25:00+00:00,,,,Islamabad International,Asia/Karachi,ISB,OPIS,,,,2026-07-28T13:50:00+00:00,,,,,,Fly Jinnah,9P,FJL,857,9P857,FJL857,,,,,,,,,,,,
2026-07-28,scheduled,,Quetta,Asia/Karachi,UET,OPQT,,,,2026-07-28T11:00:00+00:00,2026-07-28T11:00:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,2,,4,2026-07-28T12:30:00+00:00,,,,,,flydubai,FZ,FDB,346,FZ346,FDB346,,,,,,,,,,,,
2026-07-28,scheduled,,Quetta,Asia/Karachi,UET,OPQT,,,,2026-07-28T11:00:00+00:00,2026-07-28T11:00:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,2,,4,2026-07-28T12:30:00+00:00,,,,,,Emirates,EK,UAE,2119,EK2119,UAE2119,,,,,,,flydubai,fz,fdb,346,fz346,fdb346
2026-07-28,scheduled,,Trang,Asia/Bangkok,TST,VTST,,,,2026-07-28T14:55:00+00:00,2026-07-28T14:55:00+00:00,,,,Don Muang,Asia/Bangkok,DMK,VTBD,2,,,2026-07-28T16:20:00+00:00,,,,,,Nok Air,DD,NOK,593,DD593,NOK593,,,,,,,,,,,,
2026-07-28,scheduled,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,,,2026-07-28T01:05:00+00:00,2026-07-28T01:05:00+00:00,,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-29T04:45:00+00:00,18.0,,,,,China Airlines,CI,CAL,3,CI3,CAL3,,,,,89901C,,,,,,,
2026-07-28,scheduled,,San Francisco International,America/Los_Angeles,SFO,KSFO,INTL,,,2026-07-28T01:00:00+00:00,2026-07-28T01:00:00+00:00,,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-29T04:40:00+00:00,24.0,,,,,EVA Air,BR,EVA,27,BR27,EVA27,,,,,,,,,,,,
2026-07-28,scheduled,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,G2,,2026-07-28T00:55:00+00:00,2026-07-28T00:55:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-29T05:55:00+00:00,24.0,,,,,United Airlines,UA,UAL,189,UA189,UAL189,,,,,A2B501,,,,,,,
2026-07-28,scheduled,,San Francisco International,America/Los_Angeles,SFO,KSFO,3,E5,,2026-07-28T00:50:00+00:00,2026-07-28T00:50:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,1,B10,11,2026-07-28T07:16:00+00:00,20.0,,,,,United Airlines,UA,UAL,1850,UA1850,UAL1850,,,,,A0B7B8,,,,,,,
