flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-09,scheduled,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,,,2026-07-08T21:00:00+00:00,,,,,,AlphaSky,AS,JAG,7218,AS7218,JAG7218,starlux,jx,sjx,12,jx12,sjx12,,,,,
2026-07-09,scheduled,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-09T02:35:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9001,CF9001,CYZ9001,,,,,,,,,,,
2026-07-09,scheduled,,,Yiwu,Asia/Shanghai,YIW,ZSYW,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2026-07-09T02:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,213,CF213,CYZ213,,,,,,,,,,,
2026-07-09,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-09T01:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9033,CF9033,CYZ9033,,,,,,,,,,,
2026-07-09,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,330,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-07-09T05:10:00+00:00,,,,,,AirAsia,AK,AXM,151,AK151,AXM151,,,,,,,,,,,750492
2026-07-09,scheduled,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,,,2026-07-08T21:00:00+00:00,,,,,,STARLUX,JX,SJX,12,JX12,SJX12,,,,,,,,,,,
2026-07-09,scheduled,,,Truk,Pacific/Chuuk,TKK,PTKK,,,,2026-07-09T01:40:00+00:00,2026-07-09T01:40:00+00:00,,,,Guam International,Pacific/Guam,GUM,PGUM,,6,,2026-07-09T03:13:00+00:00,,,,,,United Airlines,UA,UAL,3015,UA3015,UAL3015,,,,,,,,,,,A3A084
2026-07-09,scheduled,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-09T01:55:00+00:00,,,,,,SF Airlines,O3,CSS,7013,O37013,CSS7013,,,,,,,,,,,
2026-07-09,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,6,2026-07-09T01:10:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,107,ZH107,CSZ107,,,,,,,,,,,
2026-07-09,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,F,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,2,2026-07-09T01:15:00+00:00,,,,,,Donghai Airlines,DZ,EPA,6259,DZ6259,EPA6259,,,,,,,,,,,
2026-07-09,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Kastrup,Europe/Copenhagen,CPH,EKCH,3,,,2026-07-09T07:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,352,SQ352,SIA352,,,,,,,,,,,
2026-07-09,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,,,2026-07-09T06:45:00+00:00,,,,,,Singapore Airlines,SQ,SIA,328,SQ328,SIA328,,,,,,,,,,,
2026-07-09,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-09T02:20:00+00:00,,,,,,SF Airlines,O3,CSS,7651,O37651,CSS7651,,,,,,,,,,,
2026-07-09,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,G136,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,I,5,2,2026-07-09T15:45:00+00:00,,,,,,China Eastern Airlines,MU,CES,779,MU779,CES779,,,,,,,,,,,780F3D
2026-07-09,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,D75,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,2,2026-07-09T04:45:00+00:00,,,,,,Emirates,EK,UAE,303,EK303,UAE303,,,,,,,,,,,
2026-07-09,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,,,,2026-07-08T21:05:00+00:00,10.0,,,,,China Southern Airlines,CZ,CSN,2513,CZ2513,CSN2513,,,,,,,,,,,
2026-07-09,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-09T06:25:00+00:00,,,,,,Singapore Airlines,SQ,SIA,801,SQ801,SIA801,,,,,,,,,,,
2026-07-09,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,I,4,3,2026-07-09T16:30:00+00:00,,,,,,Air China,CA,CCA,783,CA783,CCA783,,,,,,,,,,,
2026-07-09,scheduled,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,,,,2026-07-09T01:20:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9068,CF9068,CYZ9068,,,,,,,,,,,
2026-07-09,scheduled,,,Chu-Bu Centrair International (Central Japan International),Asia/Tokyo,NGO,RJGG,,,,2026-07-09T00:40:00+00:00,2026-07-09T00:40:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-07-09T02:10:00+00:00,,,,,,Japan Airlines,JL,JTL,6783,JL6783,JTL6783,,,,,,,,,,,
2026-07-09,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-09T00:05:00+00:00,2026-07-09T00:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,,,2026-07-09T10:05:00+00:00,,,,,,Philippine Airlines,PR,PAL,221,PR221,PAL221,,,,,,,,,,,
2026-07-09,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-07-09T00:45:00+00:00,2026-07-09T00:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-09T01:57:00+00:00,,,,,,National Jet Express,WO,JTE,7488,WO7488,JTE7488,,,,,,,,,,,7C4320
