flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-09-06,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,9,,2026-09-06T16:00:00+00:00,2026-09-06T16:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-09-06T18:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,9761,SC9761,CDG9761,shenzhen airlines,zh,csz,8533,zh8533,csz8533,,,,780D00,,
2026-09-06,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,9,,2026-09-06T16:00:00+00:00,2026-09-06T16:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-09-06T18:05:00+00:00,,,,,,Juneyao Air,HO,DKH,5016,HO5016,DKH5016,shenzhen airlines,zh,csz,8533,zh8533,csz8533,,,,780D00,,
2026-09-06,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,22,,2026-09-06T15:55:00+00:00,2026-09-06T15:55:00+00:00,,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-09-06T19:05:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1863,CZ1863,CSN1863,ruili airlines,dr,rlh,6551,dr6551,rlh6551,,,,780FA2,,
2026-09-06,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,15,,2026-09-06T15:50:00+00:00,2026-09-06T15:50:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,67,2026-09-06T18:15:00+00:00,,,,,,Shandong Airlines,SC,CDG,9430,SC9430,CDG9430,shenzhen airlines,zh,csz,9826,zh9826,csz9826,,,,7812E8,,
2026-09-06,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-09-06T12:10:00+00:00,2026-09-06T12:10:00+00:00,,2026-09-06T12:10:00+00:00,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-09-06T13:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1591,3U1591,CSC1591,china southern airlines,cz,csn,6291,cz6291,csn6291,,,,782087,,
2026-09-06,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-09-06T12:00:00+00:00,2026-09-06T12:00:00+00:00,,2026-09-06T12:00:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-06T14:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1041,3U1041,CSC1041,china southern airlines,cz,csn,3137,cz3137,csn3137,,,,,,
2026-09-06,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,53,,2026-09-06T12:00:00+00:00,2026-09-06T12:00:00+00:00,,2026-09-06T12:16:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-06T14:10:00+00:00,16.0,,,,,Shandong Airlines,SC,CDG,9240,SC9240,CDG9240,shenzhen airlines,zh,csz,9330,zh9330,csz9330,,,,,,
2026-09-06,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,53,,2026-09-06T12:00:00+00:00,2026-09-06T12:00:00+00:00,,2026-09-06T12:16:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-06T14:10:00+00:00,16.0,,,,,Air China,CA,CCA,7960,CA7960,CCA7960,shenzhen airlines,zh,csz,9330,zh9330,csz9330,,,,,,
2026-09-06,cancelled,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,,,2026-09-06T11:25:00+00:00,2026-09-06T11:25:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-06T14:20:00+00:00,,,,,,Hainan Airlines,HU,CHH,7869,HU7869,CHH7869,,,,,,,,,,,,
2026-09-06,scheduled,,Krasnojarsk,Asia/Krasnoyarsk,KJA,UNKL,1,,,2026-09-06T08:10:00+00:00,2026-09-06T08:10:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-09-06T16:05:00+00:00,,,,,,Rossiya,FV,SDM,5753,FV5753,SDM5753,,,,,,,,,,151DE2,,
2026-09-06,scheduled,,Frederic Chopin,Europe/Warsaw,WAW,EPWA,,,,2026-09-06T08:55:00+00:00,2026-09-06T08:55:00+00:00,,,,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,N,,,2026-09-06T12:10:00+00:00,,,,,,Enter Air,E4,ENT,7903,E47903,ENT7903,,,,,,,,,,4892C9,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Thai Airways,TG,THA,5962,TG5962,THA5962,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5417,SQ5417,SIA5417,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Qatar Airways,QR,QTR,4424,QR4424,QTR4424,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Malaysia Airlines,MH,MAS,4895,MH4895,MAS4895,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Etihad Airways,EY,ETD,7614,EY7614,ETD7614,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Emirates,EK,UAE,4418,EK4418,UAE4418,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,Cathay Pacific,CX,CPA,6505,CX6505,CPA6505,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,China Airlines,CI,CAL,9717,CI9717,CAL9717,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,A8,,2026-09-06T10:10:00+00:00,2026-09-06T10:10:00+00:00,,2026-09-06T10:10:00+00:00,,Koh Samui,Asia/Bangkok,USM,VTSM,,,,2026-09-06T11:40:00+00:00,,,,,,EVA Air,BR,EVA,3881,BR3881,EVA3881,bangkok airways,pg,bkp,127,pg127,bkp127,,,,,,
2026-09-06,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-09-06T12:35:00+00:00,2026-09-06T12:35:00+00:00,,,,Townsville International,Australia/Brisbane,TSV,YBTL,,,,2026-09-06T14:09:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,,,,,,7C7773,,
2026-09-06,scheduled,,Townsville International,Australia/Brisbane,TSV,YBTL,,,,2026-09-06T18:00:00+00:00,2026-09-06T18:00:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-09-06T19:25:00+00:00,,,,,,empty,,,,,,,,,,,,,,,7C3817,,
2026-09-06,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,204,,2026-09-06T14:30:00+00:00,2026-09-06T14:30:00+00:00,,2026-09-06T14:30:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-06T17:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4181,ZH4181,CSZ4181,air china,ca,cca,2811,ca2811,cca2811,,,,,,
2026-09-06,scheduled,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,206,,2026-09-06T14:05:00+00:00,2026-09-06T14:05:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,1,2026-09-06T16:15:00+00:00,,,,,,Tibet Airlines,TV,TBA,3291,TV3291,TBA3291,shandong airlines,sc,cdg,7941,sc7941,cdg7941,,,,780743,,
