flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-12,scheduled,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-12T02:35:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9001,CF9001,CYZ9001,,,,,,,,,,,
2026-07-12,scheduled,,,Yiwu,Asia/Shanghai,YIW,ZSYW,,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-07-12T02:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,287,CF287,CYZ287,,,,,,,,,,,
2026-07-12,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-12T01:35:00+00:00,2026-07-12T01:35:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-07-12T00:55:00+00:00,,,,,,Chengdu Airlines,EU,UEA,2732,EU2732,UEA2732,,,,,,,,,,,
2026-07-12,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-12T01:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9033,CF9033,CYZ9033,,,,,,,,,,,
2026-07-12,scheduled,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,INTL,,,2026-07-11T21:00:00+00:00,,,,,,STARLUX,JX,SJX,12,JX12,SJX12,,,,,,,,,,,
2026-07-12,scheduled,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,INTL,,,2026-07-11T21:00:00+00:00,,,,,,AlphaSky,AS,JAG,7218,AS7218,JAG7218,,starlux,jx,sjx,12,jx12,sjx12,,,,
2026-07-12,scheduled,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-12T01:55:00+00:00,,,,,,SF Airlines,O3,CSS,7013,O37013,CSS7013,,,,,,,,,,,
2026-07-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,F,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-07-12T01:15:00+00:00,,,,,,Donghai Airlines,DZ,EPA,6261,DZ6261,EPA6261,,,,,,,,,,,
2026-07-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,F,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,1,,,2026-07-12T01:15:00+00:00,,,,,,Donghai Airlines,DZ,EPA,6259,DZ6259,EPA6259,,,,,,,,,,,
2026-07-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-12T00:05:00+00:00,2026-07-12T00:05:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,,7,2026-07-12T01:10:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,107,ZH107,CSZ107,,,,,,,,,,,
