flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T14:35:00+00:00,2026-07-11T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-11T15:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,3221,MU3221,CES3221,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AE,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T14:35:00+00:00,2026-07-11T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-11T15:55:00+00:00,,,,,,Xiamen Air,MF,CXA,4639,MF4639,CXA4639,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AE,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T14:35:00+00:00,2026-07-11T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-07-11T15:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4751,CZ4751,CSN4751,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AE,,
2026-07-11,scheduled,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,,,2026-07-11T13:35:00+00:00,2026-07-11T13:35:00+00:00,,,,Yogyakarta International Airport,,YIA,WAHI,,,,2026-07-11T14:50:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8786,GA8786,GIA8786,citilink,qg,ctv,778,qg778,ctv778,,,,8A03AF,,
2026-07-11,scheduled,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-07-11T14:45:00+00:00,2026-07-11T14:45:00+00:00,,,,Sihanoukville,Asia/Phnom_Penh,KOS,VDSV,,,,2026-07-11T16:00:00+00:00,,,,,,Cambodia Airways,KR,KME,804,KR804,KME804,,,,,,,,,,,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T16:05:00+00:00,2026-07-11T16:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,1,,,2026-07-11T18:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6913,3U6913,CSC6913,,,,,,,,,,,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T16:05:00+00:00,2026-07-11T16:05:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-11T19:00:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,9546,ZH9546,CSZ9546,,,,,,,,,,,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-11T16:05:00+00:00,2026-07-11T16:05:00+00:00,,,,Macau International,Asia/Macau,MFM,VMMC,,,,2026-07-11T18:15:00+00:00,,,,,,Air Macau,NX,AMU,387,NX387,AMU387,,,,,,,,,,,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T16:05:00+00:00,2026-07-11T16:05:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,,2026-07-11T18:20:00+00:00,,,,,,Hainan Airlines,HU,CHH,7086,HU7086,CHH7086,,,,,,,,,,780512,,
2026-07-11,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-11T16:05:00+00:00,2026-07-11T16:05:00+00:00,,,,Daguocun,Asia/Shanghai,SJW,ZBSJ,,,,2026-07-11T18:25:00+00:00,,,,,,Air China,CA,CCA,2707,CA2707,CCA2707,,,,,,,,,,,,
