flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,A5,,2026-08-31T01:10:00+00:00,2026-08-31T01:10:00+00:00,,2026-08-31T01:10:00+00:00,,Heathrow,Europe/London,LHR,EGLL,4,,,2026-08-31T06:25:00+00:00,,,,,,British Airways,BA,BAW,2364,BA2364,BAW2364,qatar airways,qr,qtr,11,qr11,qtr11,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,Royal Air Maroc,AT,RAM,5799,AT5799,RAM5799,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,Xiamen Air,MF,CXA,6238,MF6238,CXA6238,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,JetBlue,B6,JBU,5553,B65553,JBU5553,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,Finnair,AY,FIN,6709,AY6709,FIN6709,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,RwandAir,WB,RWD,1643,WB1643,RWD1643,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,American Airlines,AA,AAL,8159,AA8159,AAL8159,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,British Airways,BA,BAW,4496,BA4496,BAW4496,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,Iberia,IB,IBE,6182,IB6182,IBE6182,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
2026-08-31,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2026-08-31T01:00:00+00:00,2026-08-31T01:00:00+00:00,,2026-08-31T01:00:00+00:00,,Maputo International,Africa/Maputo,MPM,FQMA,B,,,2026-08-31T07:55:00+00:00,,,,,,Cathay Pacific,CX,CPA,9341,CX9341,CPA9341,qatar airways,qr,qtr,1375,qr1375,qtr1375,,,,,
