flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F58,,2026-06-12T06:15:00+00:00,2026-06-12T06:15:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,58B,,2026-06-12T14:30:00+00:00,,,,,,United Airlines,UA,UAL,7934,UA7934,UAL7934,all nippon airways,nh,ana,802,nh802,ana802,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F58,,2026-06-12T06:15:00+00:00,2026-06-12T06:15:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,58B,,2026-06-12T14:30:00+00:00,,,,,,Air Canada,AC,ACA,6247,AC6247,ACA6247,all nippon airways,nh,ana,802,nh802,ana802,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F58,,2026-06-12T06:15:00+00:00,2026-06-12T06:15:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,58B,,2026-06-12T14:30:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5904,SQ5904,SIA5904,all nippon airways,nh,ana,802,nh802,ana802,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F42,,2026-06-12T05:55:00+00:00,2026-06-12T05:55:00+00:00,,,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-06-12T07:30:00+00:00,5.0,,,,,Qantas,QF,QFA,5989,QF5989,QFA5989,indigo,6e,igo,1024,6e1024,igo1024,,,,80168C,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F56,,2026-06-12T05:40:00+00:00,2026-06-12T05:40:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,C3,3A,2026-06-12T07:40:00+00:00,15.0,,,,,Qantas,QF,QFA,5983,QF5983,QFA5983,indigo,6e,igo,1006,6e1006,igo1006,,,,8016BF,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C15,,2026-06-12T05:35:00+00:00,2026-06-12T05:35:00+00:00,,,,Raja Sansi International Airport,Asia/Kolkata,ATQ,VIAR,,,,2026-06-12T09:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8302,SQ8302,SIA8302,scoot,tr,tgw,750,tr750,tgw750,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C15,,2026-06-12T05:35:00+00:00,2026-06-12T05:35:00+00:00,,,,Raja Sansi International Airport,Asia/Kolkata,ATQ,VIAR,,,,2026-06-12T09:05:00+00:00,,,,,,Air Canada,AC,ACA,5919,AC5919,ACA5919,scoot,tr,tgw,750,tr750,tgw750,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C13,,2026-06-12T05:15:00+00:00,2026-06-12T05:15:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,70,2026-06-12T09:25:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8430,SQ8430,SIA8430,scoot,tr,tgw,100,tr100,tgw100,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C17,,2026-06-12T03:55:00+00:00,2026-06-12T03:55:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,46,2026-06-12T08:15:00+00:00,,,,,,Sichuan Airlines,3U,CSC,7030,3U7030,CSC7030,china southern airlines,cz,csn,8490,cz8490,csn8490,,,,,
2026-06-12,scheduled,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A21,,2026-06-12T03:25:00+00:00,2026-06-12T03:25:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,14,2026-06-12T08:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8312,MU8312,CES8312,shanghai airlines,fm,csh,844,fm844,csh844,,,,,
2026-06-12,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D48,,2026-06-12T01:55:00+00:00,2026-06-12T01:55:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-06-12T09:50:00+00:00,6.0,,,,,Japan Airlines,JL,JAL,38,JL38,JAL38,,,,,,,,,,861B8E,
2026-06-12,cancelled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-12T06:40:00+00:00,2026-06-12T06:40:00+00:00,,,,Liuzhou,Asia/Shanghai,LZH,ZGZH,,,,2026-06-12T09:25:00+00:00,,,,,,Juneyao Air,HO,DKH,5458,HO5458,DKH5458,china eastern airlines,mu,ces,5203,mu5203,ces5203,,,,,
2026-06-12,cancelled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-12T06:40:00+00:00,2026-06-12T06:40:00+00:00,,,,Liuzhou,Asia/Shanghai,LZH,ZGZH,,,,2026-06-12T09:25:00+00:00,,,,,,Xiamen Air,MF,CXA,3641,MF3641,CXA3641,china eastern airlines,mu,ces,5203,mu5203,ces5203,,,,,
2026-06-12,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,B,,2026-06-12T06:40:00+00:00,2026-06-12T06:40:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,,2,2026-06-12T09:40:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1658,3U1658,CSC1658,china southern airlines,cz,csn,6438,cz6438,csn6438,,,,780410,
2026-06-12,scheduled,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-06-12T04:35:00+00:00,2026-06-12T04:35:00+00:00,,,,Prestwick,Europe/London,PIK,EGPK,,,,2026-06-12T08:51:00+00:00,,,,,,Air China Cargo,CAO,CAO,,CAO,CAO,,,,,,,,,,780BB9,
2026-06-12,scheduled,,,Perth International,Australia/Perth,PER,YPPH,1,54,,2026-06-12T07:20:00+00:00,2026-06-12T07:20:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-12T11:05:00+00:00,,,,,,Batik Air,ID,BTK,192,ID192,BTK192,,,,,,,,,,750404,
2026-06-12,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,E29,,2026-06-12T07:25:00+00:00,2026-06-12T07:25:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-12T11:00:00+00:00,,,,,,Air China,CA,CCA,6507,CA6507,CCA6507,cathay pacific,cx,cpa,345,cx345,cpa345,,,,7801B5,
2026-06-12,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,E14,,2026-06-12T07:20:00+00:00,2026-06-12T07:20:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-06-12T12:45:00+00:00,,,,,,Air China,CA,CCA,5233,CA5233,CCA5233,turkish airlines,tk,thy,197,tk197,thy197,,,,,
2026-06-12,scheduled,,,Nürnberg,Europe/Berlin,NUE,EDDN,,,,2026-06-12T02:01:00+00:00,2026-06-12T02:01:00+00:00,,,,Shannon,Europe/Dublin,SNN,EINN,,,,2026-06-12T03:27:00+00:00,,,,,,Omni Air International,OY,OAE,,OY,OAE,,,,,,,,,,A506DA,
2026-06-12,scheduled,,,Normanton,Australia/Brisbane,NTN,YNTN,,,,2026-06-12T10:20:00+00:00,2026-06-12T10:20:00+00:00,,,,Cairns,Australia/Brisbane,CNS,YBCS,2,,,2026-06-12T11:50:00+00:00,,,,,,Rex,ZL,RXA,5519,ZL5519,RXA5519,,,,,,,,,,7C80FC,
2026-06-12,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,,,,2026-06-12T01:00:00+00:00,2026-06-12T01:00:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2026-06-12T08:33:00+00:00,,,,,,Emirates,EK,UAE,9655,EK9655,UAE9655,,,,,,,,,,896616,
2026-06-12,scheduled,,,Yorke Island,Australia/Brisbane,OKR,YYKI,,,,2026-06-12T09:15:00+00:00,2026-06-12T09:15:00+00:00,,,,Darnley Island,Australia/Brisbane,NLF,YDNI,,,,2026-06-12T09:34:00+00:00,,,,,,empty,,,,,,,,,,,,,,,7C2A78,
2026-06-12,scheduled,,,Yorke Island,Australia/Brisbane,OKR,YYKI,,,,2026-06-12T08:10:00+00:00,2026-06-12T08:10:00+00:00,,,,Darnley Island,Australia/Brisbane,NLF,YDNI,,,,2026-06-12T08:30:00+00:00,,,,,,Hinterland Aviation,OI,HND,501,OI501,HND501,,,,,,,,,,,
2026-06-12,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-06-12T02:30:00+00:00,2026-06-12T02:30:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,CARG,,,2026-06-12T04:45:00+00:00,,,,,,Cygnus Air,,RGN,8340,,RGN8340,,,,,,,,,,347301,
2026-06-12,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-06-12T01:05:00+00:00,2026-06-12T01:05:00+00:00,,,,Liege Airport,Europe/Brussels,LGG,EBLG,,,,2026-06-12T03:21:00+00:00,,,,,,ASL Airlines,5H,ABR,177,5H177,ABR177,,,,,,,,,,4CACA2,
2026-06-12,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-06-12T05:40:00+00:00,2026-06-12T05:40:00+00:00,,,,Mackay,Australia/Brisbane,MKY,YBMK,,,,2026-06-12T06:49:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,,,,,,7C68A4,
2026-06-12,active,,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-06-12T04:30:00+00:00,2026-06-12T04:30:00+00:00,2026-06-12T04:17:00+00:00,2026-06-12T04:17:00+00:00,2026-06-12T04:17:00+00:00,Mackay,Australia/Brisbane,MKY,YBMK,,,,2026-06-12T06:16:00+00:00,,,,,,Team Global Express,,TFX,132,,TFX132,,,,,,,,,,7C2590,
2026-06-12,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,B11,,2026-06-12T08:30:00+00:00,2026-06-12T08:30:00+00:00,,,,Sibu,Asia/Kuching,SBW,WBGS,,,,2026-06-12T10:30:00+00:00,,,,,,Japan Airlines,JL,JTL,7183,JL7183,JTL7183,malaysia airlines,mh,mas,2716,mh2716,mas2716,,,,,
2026-06-12,scheduled,,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,51.0,2026-06-12T01:00:00+00:00,2026-06-12T01:00:00+00:00,2026-06-12T01:56:00+00:00,2026-06-12T01:56:00+00:00,2026-06-12T01:56:00+00:00,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-06-12T06:10:00+00:00,50.0,2026-06-12T07:00:00+00:00,,,,Aurora,HZ,SHU,5653,HZ5653,SHU5653,,,,,,,,,,151FD0,
2026-06-12,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-06-12T02:10:00+00:00,2026-06-12T02:10:00+00:00,2026-06-12T03:18:00+00:00,2026-06-12T03:18:00+00:00,2026-06-12T03:18:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-06-12T05:17:00+00:00,,,,,,Atlas Air,5Y,GTI,8439,5Y8439,GTI8439,,,,,,,,,,ABAF6E,
2026-06-12,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,64,,2026-06-12T07:30:00+00:00,2026-06-12T07:30:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,,,2026-06-12T10:10:00+00:00,,,,,,Virgin Australia,VA,VOZ,7445,VA7445,VOZ7445,all nippon airways,nh,ana,463,nh463,ana463,,,,,
2026-06-12,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A16,,2026-06-12T03:10:00+00:00,2026-06-12T03:10:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-12T16:35:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8982,GA8982,GIA8982,emirates,ek,uae,368,ek368,uae368,,,,,
2026-06-12,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A16,,2026-06-12T03:10:00+00:00,2026-06-12T03:10:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-12T16:35:00+00:00,,,,,,Condor,DE,CFG,5900,DE5900,CFG5900,emirates,ek,uae,368,ek368,uae368,,,,,
2026-06-12,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,9,,2026-06-12T02:50:00+00:00,2026-06-12T02:50:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,B26,,2026-06-12T08:30:00+00:00,19.0,,,,,Alitalia,AZ,AZA,4823,AZ4823,AZA4823,lufthansa,lh,dlh,761,lh761,dlh761,,,,3C6517,
2026-06-12,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,9,,2026-06-12T02:50:00+00:00,2026-06-12T02:50:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,B26,,2026-06-12T08:30:00+00:00,19.0,,,,,Air India,AI,AIC,8761,AI8761,AIC8761,lufthansa,lh,dlh,761,lh761,dlh761,,,,3C6517,
