flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-09-04,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,240,,2026-09-04T09:05:00+00:00,2026-09-04T09:05:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,,,HSC,ZGSG,,,,2026-09-04T11:20:00+00:00,9.0,2026-09-04T10:58:00+00:00,,2026-09-04T10:58:00+00:00,,Sichuan Airlines,3U,CSC,7939,3U7939,CSC7939,chengdu airlines,eu,uea,2243,eu2243,uea2243,,,,7810ED,,
2026-09-04,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,240,,2026-09-04T09:05:00+00:00,2026-09-04T09:05:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,,,HSC,ZGSG,,,,2026-09-04T11:20:00+00:00,9.0,2026-09-04T10:58:00+00:00,,2026-09-04T10:58:00+00:00,,China Southern Airlines,CZ,CSN,9329,CZ9329,CSN9329,chengdu airlines,eu,uea,2243,eu2243,uea2243,,,,7810ED,,
2026-09-04,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,240,,2026-09-04T09:05:00+00:00,2026-09-04T09:05:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,,,HSC,ZGSG,,,,2026-09-04T11:20:00+00:00,9.0,2026-09-04T10:58:00+00:00,,2026-09-04T10:58:00+00:00,,Loong Air,GJ,CDC,5139,GJ5139,CDC5139,chengdu airlines,eu,uea,2243,eu2243,uea2243,,,,7810ED,,
2026-09-04,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,240,,2026-09-04T09:05:00+00:00,2026-09-04T09:05:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,2026-09-04T09:13:00+00:00,,,HSC,ZGSG,,,,2026-09-04T11:20:00+00:00,9.0,2026-09-04T10:58:00+00:00,,2026-09-04T10:58:00+00:00,,Tibet Airlines,TV,TBA,5139,TV5139,TBA5139,chengdu airlines,eu,uea,2243,eu2243,uea2243,,,,7810ED,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D66,,2026-09-04T10:55:00+00:00,2026-09-04T10:55:00+00:00,,2026-09-04T10:55:00+00:00,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-09-04T12:40:00+00:00,,,,,,Etihad Airways,EY,ETD,5920,EY5920,ETD5920,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,78192E,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D66,,2026-09-04T10:55:00+00:00,2026-09-04T10:55:00+00:00,,2026-09-04T10:55:00+00:00,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-09-04T12:40:00+00:00,,,,,,Xiamen Air,MF,CXA,3458,MF3458,CXA3458,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,78192E,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D66,,2026-09-04T10:55:00+00:00,2026-09-04T10:55:00+00:00,,2026-09-04T10:55:00+00:00,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-09-04T12:40:00+00:00,,,,,,China United Airlines,KN,CUA,6104,KN6104,CUA6104,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,78192E,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D66,,2026-09-04T10:55:00+00:00,2026-09-04T10:55:00+00:00,,2026-09-04T10:55:00+00:00,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,6,2026-09-04T12:40:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1961,CZ1961,CSN1961,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,78192E,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-09-04T10:40:00+00:00,2026-09-04T10:40:00+00:00,,2026-09-04T10:40:00+00:00,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,35,2026-09-04T12:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4131,ZH4131,CSZ4131,air china,ca,cca,8321,ca8321,cca8321,,,,,,
2026-09-04,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-09-04T10:40:00+00:00,2026-09-04T10:40:00+00:00,,2026-09-04T10:40:00+00:00,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,35,2026-09-04T12:50:00+00:00,,,,,,Shandong Airlines,SC,CDG,5390,SC5390,CDG5390,air china,ca,cca,8321,ca8321,cca8321,,,,,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C45,,2026-09-04T10:30:00+00:00,2026-09-04T10:30:00+00:00,,2026-09-04T10:30:00+00:00,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-09-04T14:00:00+00:00,,,,,,Etihad Airways,EY,ETD,5753,EY5753,ETD5753,china eastern airlines,mu,ces,5704,mu5704,ces5704,,,,780DBA,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C45,,2026-09-04T10:30:00+00:00,2026-09-04T10:30:00+00:00,,2026-09-04T10:30:00+00:00,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-09-04T14:00:00+00:00,,,,,,Xiamen Air,MF,CXA,3996,MF3996,CXA3996,china eastern airlines,mu,ces,5704,mu5704,ces5704,,,,780DBA,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C45,,2026-09-04T10:30:00+00:00,2026-09-04T10:30:00+00:00,,2026-09-04T10:30:00+00:00,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-09-04T14:00:00+00:00,,,,,,China United Airlines,KN,CUA,6184,KN6184,CUA6184,china eastern airlines,mu,ces,5704,mu5704,ces5704,,,,780DBA,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,A100,,2026-09-04T10:15:00+00:00,2026-09-04T10:15:00+00:00,,2026-09-04T10:15:00+00:00,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-09-04T13:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2099,3U2099,CSC2099,china southern airlines,cz,csn,8911,cz8911,csn8911,,,,780C79,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,E80,,2026-09-04T10:00:00+00:00,2026-09-04T10:00:00+00:00,,2026-09-04T10:01:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C34,,2026-09-04T16:30:00+00:00,1.0,,,,,Xiamen Air,MF,CXA,9102,MF9102,CXA9102,malaysia airlines,mh,mas,319,mh319,mas319,,,,,,
2026-09-04,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,E80,,2026-09-04T10:00:00+00:00,2026-09-04T10:00:00+00:00,,2026-09-04T10:01:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C34,,2026-09-04T16:30:00+00:00,1.0,,,,,China Southern Airlines,CZ,CSN,703,CZ703,CSN703,malaysia airlines,mh,mas,319,mh319,mas319,,,,,,
2026-09-04,scheduled,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,,"E,F",,2026-09-04T16:05:00+00:00,2026-09-04T16:05:00+00:00,,2026-09-04T16:05:00+00:00,,Shanghai,Asia/Shanghai,HFE,ZSOF,,,,2026-09-04T18:25:00+00:00,,,,,,Loong Air,GJ,CDC,7210,GJ7210,CDC7210,hainan airlines,hu,chh,7644,hu7644,chh7644,,,,,,
2026-09-04,scheduled,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,,"E,F",,2026-09-04T16:05:00+00:00,2026-09-04T16:05:00+00:00,,2026-09-04T16:05:00+00:00,,Shanghai,Asia/Shanghai,HFE,ZSOF,,,,2026-09-04T18:25:00+00:00,,,,,,China Express Airlines,G5,HXA,5086,G55086,HXA5086,hainan airlines,hu,chh,7644,hu7644,chh7644,,,,,,
2026-09-04,scheduled,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,,,,2026-09-04T15:55:00+00:00,2026-09-04T15:55:00+00:00,,2026-09-04T15:55:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-04T19:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1343,3U1343,CSC1343,china southern airlines,cz,csn,3735,cz3735,csn3735,,,,,,
2026-09-04,scheduled,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-09-04T16:00:00+00:00,2026-09-04T16:00:00+00:00,,2026-09-04T16:00:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-04T18:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1204,ZH1204,CSZ1204,air china,ca,cca,1204,ca1204,cca1204,,,,,,
2026-09-04,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-09-04T13:20:00+00:00,2026-09-04T13:20:00+00:00,,,,Xuzhou,Asia/Shanghai,XUZ,ZSXZ,T2,,,2026-09-04T15:45:00+00:00,,,,,,Tibet Airlines,TV,TBA,2435,TV2435,TBA2435,loong air,gj,cdc,8651,gj8651,cdc8651,,,,,,
2026-09-04,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-09-04T13:20:00+00:00,2026-09-04T13:20:00+00:00,,,,Xuzhou,Asia/Shanghai,XUZ,ZSXZ,T2,,,2026-09-04T15:45:00+00:00,,,,,,China Eastern Airlines,MU,CES,4333,MU4333,CES4333,loong air,gj,cdc,8651,gj8651,cdc8651,,,,,,
2026-09-04,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-09-04T13:20:00+00:00,2026-09-04T13:20:00+00:00,,,,Xuzhou,Asia/Shanghai,XUZ,ZSXZ,T2,,,2026-09-04T15:45:00+00:00,,,,,,Xiamen Air,MF,CXA,5274,MF5274,CXA5274,loong air,gj,cdc,8651,gj8651,cdc8651,,,,,,
2026-09-04,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-09-04T13:20:00+00:00,2026-09-04T13:20:00+00:00,,,,Xuzhou,Asia/Shanghai,XUZ,ZSXZ,T2,,,2026-09-04T15:45:00+00:00,,,,,,Hainan Airlines,HU,CHH,2123,HU2123,CHH2123,loong air,gj,cdc,8651,gj8651,cdc8651,,,,,,
2026-09-04,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,,,2026-09-04T13:20:00+00:00,2026-09-04T13:20:00+00:00,,,,Xuzhou,Asia/Shanghai,XUZ,ZSXZ,T2,,,2026-09-04T15:45:00+00:00,,,,,,China Express Airlines,G5,HXA,6435,G56435,HXA6435,loong air,gj,cdc,8651,gj8651,cdc8651,,,,,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,81,,2026-09-04T09:35:00+00:00,2026-09-04T09:35:00+00:00,,2026-09-04T09:55:00+00:00,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,10,2026-09-04T12:15:00+00:00,20.0,,,,,Tibet Airlines,TV,TBA,3111,TV3111,TBA3111,shandong airlines,sc,cdg,2273,sc2273,cdg2273,,,,,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,81,,2026-09-04T09:35:00+00:00,2026-09-04T09:35:00+00:00,,2026-09-04T09:55:00+00:00,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,10,2026-09-04T12:15:00+00:00,20.0,,,,,China Express Airlines,G5,HXA,6513,G56513,HXA6513,shandong airlines,sc,cdg,2273,sc2273,cdg2273,,,,,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,81,,2026-09-04T09:35:00+00:00,2026-09-04T09:35:00+00:00,,2026-09-04T09:55:00+00:00,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,10,2026-09-04T12:15:00+00:00,20.0,,,,,Air China,CA,CCA,4677,CA4677,CCA4677,shandong airlines,sc,cdg,2273,sc2273,cdg2273,,,,,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,78,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:40:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-04T12:25:00+00:00,10.0,,,,,Tibet Airlines,TV,TBA,3049,TV3049,TBA3049,shandong airlines,sc,cdg,2123,sc2123,cdg2123,,,,781390,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,78,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:40:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-04T12:25:00+00:00,10.0,,,,,China Express Airlines,G5,HXA,8385,G58385,HXA8385,shandong airlines,sc,cdg,2123,sc2123,cdg2123,,,,781390,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,78,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:40:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-04T12:25:00+00:00,10.0,,,,,Air China,CA,CCA,4639,CA4639,CCA4639,shandong airlines,sc,cdg,2123,sc2123,cdg2123,,,,781390,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,78,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:40:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-04T12:25:00+00:00,10.0,,,,,Shenzhen Airlines,ZH,CSZ,2549,ZH2549,CSZ2549,shandong airlines,sc,cdg,2123,sc2123,cdg2123,,,,781390,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,10,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:50:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C11,,2026-09-04T13:50:00+00:00,20.0,,,,,Garuda Indonesia,GA,GIA,9734,GA9734,GIA9734,xiamen air,mf,cxa,851,mf851,cxa851,,,,781FB6,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,10,,2026-09-04T09:30:00+00:00,2026-09-04T09:30:00+00:00,,2026-09-04T09:50:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C11,,2026-09-04T13:50:00+00:00,20.0,,,,,China Eastern Airlines,MU,CES,4899,MU4899,CES4899,xiamen air,mf,cxa,851,mf851,cxa851,,,,781FB6,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,Hebei Airlines,NS,HBH,8591,NS8591,HBH8591,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,China Eastern Airlines,MU,CES,4710,MU4710,CES4710,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,Juneyao Air,HO,DKH,7304,HO7304,DKH7304,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,Loong Air,GJ,CDC,3823,GJ3823,CDC3823,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,China Express Airlines,G5,HXA,9373,G59373,HXA9373,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,China Southern Airlines,CZ,CSN,4450,CZ4450,CSN4450,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,18,,2026-09-04T09:25:00+00:00,2026-09-04T09:25:00+00:00,,2026-09-04T09:45:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B11,2026-09-04T11:00:00+00:00,20.0,,,,,Sichuan Airlines,3U,CSC,2687,3U2687,CSC2687,xiamen air,mf,cxa,8591,mf8591,cxa8591,,,,780CDE,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,F,,2026-09-04T09:20:00+00:00,2026-09-04T09:20:00+00:00,,2026-09-04T09:38:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,7,2026-09-04T11:25:00+00:00,18.0,,,,,Vietnam Airlines,VN,HVN,3551,VN3551,HVN3551,xiamen air,mf,cxa,893,mf893,cxa893,,,,780F0B,,
2026-09-04,active,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,F,,2026-09-04T09:20:00+00:00,2026-09-04T09:20:00+00:00,,2026-09-04T09:38:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,7,2026-09-04T11:25:00+00:00,18.0,,,,,China Southern Airlines,CZ,CSN,1823,CZ1823,CSN1823,xiamen air,mf,cxa,893,mf893,cxa893,,,,780F0B,,
2026-09-04,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,9A,,2026-09-04T16:00:00+00:00,2026-09-04T16:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-09-04T18:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,9761,SC9761,CDG9761,shenzhen airlines,zh,csz,8533,zh8533,csz8533,,,,,,
2026-09-04,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,9A,,2026-09-04T16:00:00+00:00,2026-09-04T16:00:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,1,,,2026-09-04T18:05:00+00:00,,,,,,Juneyao Air,HO,DKH,5016,HO5016,DKH5016,shenzhen airlines,zh,csz,8533,zh8533,csz8533,,,,,,
2026-09-04,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,9,,2026-09-04T15:55:00+00:00,2026-09-04T15:55:00+00:00,,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-09-04T19:05:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1863,CZ1863,CSN1863,ruili airlines,dr,rlh,6551,dr6551,rlh6551,,,,7810CD,,
2026-09-04,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,22,,2026-09-04T15:50:00+00:00,2026-09-04T15:50:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,66,2026-09-04T18:15:00+00:00,,,,,,Shandong Airlines,SC,CDG,9430,SC9430,CDG9430,shenzhen airlines,zh,csz,9826,zh9826,csz9826,,,,,,
2026-09-04,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,T2,22,,2026-09-04T15:50:00+00:00,2026-09-04T15:50:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,66,2026-09-04T18:15:00+00:00,,,,,,Juneyao Air,HO,DKH,5241,HO5241,DKH5241,shenzhen airlines,zh,csz,9826,zh9826,csz9826,,,,,,
