flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-08,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-09-08T08:15:00+00:00,2026-09-08T08:15:00+00:00,,2026-09-08T08:15:00+00:00,,Lüliang Airport,,LLV,ZBLL,,,,2026-09-08T09:40:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1143,ZH1143,CSZ1143,air china,ca,cca,1143,ca1143,cca1143,,,,,
2026-09-08,scheduled,,,Ordu Giresun Airport,,OGU,LTCB,,,,2026-09-08T05:00:00+00:00,2026-09-08T05:00:00+00:00,,,,Esenboga International,Europe/Istanbul,ESB,LTAC,,,25,2026-09-08T06:10:00+00:00,,,,,,AJet,VF,TKJ,4261,VF4261,TKJ4261,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T07:05:00+00:00,2026-09-08T07:05:00+00:00,,,,Kostanay,Asia/Almaty,KSN,UAUU,,,,2026-09-08T08:40:00+00:00,,,,,,VietJet Qazaqstan,IQ,QAZ,365,IQ365,QAZ365,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T07:05:00+00:00,2026-09-08T07:05:00+00:00,,,,Kostanay,Asia/Almaty,KSN,UAUU,,,,2026-09-08T08:40:00+00:00,,,,,,vietjet qazaqstan,H1,H1,9603,H19603,H19603,vietjet qazaqstan,iq,qaz,365,iq365,qaz365,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,1,,,2026-09-08T06:55:00+00:00,2026-09-08T06:55:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,2,,,2026-09-08T10:25:00+00:00,,,,,,Air Astana,KC,KZR,215,KC215,KZR215,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T06:40:00+00:00,2026-09-08T06:40:00+00:00,,,,Almaty,Asia/Almaty,ALA,UAAA,1,,,2026-09-08T08:50:00+00:00,,,,,,VietJet Qazaqstan,IQ,QAZ,353,IQ353,QAZ353,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T06:40:00+00:00,2026-09-08T06:40:00+00:00,,,,Almaty,Asia/Almaty,ALA,UAAA,1,,,2026-09-08T08:50:00+00:00,,,,,,vietjet qazaqstan,H1,H1,9552,H19552,H19552,vietjet qazaqstan,iq,qaz,353,iq353,qaz353,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,1,,,2026-09-08T06:30:00+00:00,2026-09-08T06:30:00+00:00,,,,Sharm el-Sheikh International Airport,Africa/Cairo,SSH,HESH,1,,,2026-09-08T11:00:00+00:00,,,,,,Air Astana,KC,KZR,557,KC557,KZR557,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T06:25:00+00:00,2026-09-08T06:25:00+00:00,,,,Uralsk / Podstepnyy,Asia/Oral,URA,UARR,,,,2026-09-08T08:50:00+00:00,,,,,,Air Falcon,FS,FPK,7365,FS7365,FPK7365,,,,,,,,,,,
2026-09-08,scheduled,,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-09-08T06:20:00+00:00,2026-09-08T06:20:00+00:00,,,,Kostanay,Asia/Almaty,KSN,UAUU,,,,2026-09-08T07:45:00+00:00,,,,,,Air Astana,KC,KZR,335,KC335,KZR335,,,,,,,,,,,
