flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,,,,2026-08-25T04:05:00+00:00,2026-08-25T04:05:00+00:00,,2026-08-25T04:05:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,3,,12,2026-08-25T07:20:00+00:00,,,,,,flydubai,FZ,FDB,1942,FZ1942,FDB1942,,,,,,,,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,,,,2026-08-25T04:05:00+00:00,2026-08-25T04:05:00+00:00,,2026-08-25T04:05:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,3,,12,2026-08-25T07:20:00+00:00,,,,,,Emirates,EK,UAE,2087,EK2087,UAE2087,,flydubai,fz,fdb,1942,fz1942,fdb1942,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T04:00:00+00:00,2026-08-25T04:00:00+00:00,,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,N,,,2026-08-25T10:20:00+00:00,,,,,,UniWorld Air Cargo,U7,UCG,971,U7971,UCG971,,,,,,,,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:40:00+00:00,2026-08-25T03:40:00+00:00,,,,Islamabad International,Asia/Karachi,ISB,OPIS,,,,2026-08-25T05:40:00+00:00,,,,,,Uzbekistan Airways,HY,UZB,465,HY465,UZB465,,,,,,,,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:30:00+00:00,2026-08-25T03:30:00+00:00,,,,Makhachkala,Europe/Moscow,MCX,URML,,,,2026-08-25T04:50:00+00:00,,,,,,Red Wings,WZ,RWZ,4138,WZ4138,RWZ4138,,,,,,,,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:25:00+00:00,2026-08-25T03:25:00+00:00,,2026-08-25T03:39:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-08-25T06:55:00+00:00,14.0,,,,,Etihad Airways,EY,ETD,831,EY831,ETD831,,,,,,,,,,,89671B
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:25:00+00:00,2026-08-25T03:25:00+00:00,,2026-08-25T03:39:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-08-25T06:55:00+00:00,14.0,,,,,Uzbekistan Airways,HY,UZB,7003,HY7003,UZB7003,,etihad airways,ey,etd,831,ey831,etd831,,,,89671B
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:20:00+00:00,2026-08-25T03:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-08-25T06:15:00+00:00,,,,,,Qatar Airways,QR,QTR,378,QR378,QTR378,,,,,,,,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:20:00+00:00,2026-08-25T03:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-08-25T06:15:00+00:00,,,,,,RwandAir,WB,RWD,1489,WB1489,RWD1489,,qatar airways,qr,qtr,378,qr378,qtr378,,,,
2026-08-25,scheduled,,,Tashkent International,Asia/Tashkent,TAS,UZTT,2,,,2026-08-25T03:20:00+00:00,2026-08-25T03:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-08-25T06:15:00+00:00,,,,,,LATAM Airlines,LA,LAN,5285,LA5285,LAN5285,,qatar airways,qr,qtr,378,qr378,qtr378,,,,
