flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A16,,2026-06-15T01:10:00+00:00,2026-06-15T01:10:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,38,2026-06-15T07:15:00+00:00,,,,,,Air China,CA,CCA,5286,CA5286,CCA5286,singapore airlines,sq,sia,800,sq800,sia800,,,,,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,TAP Air Portugal,TP,TAP,8400,TP8400,TAP8400,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,SAS,SK,SAS,8036,SK8036,SAS8036,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3306,NZ3306,ANZ3306,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5754,MH5754,MAS5754,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,Fiji Airways,FJ,FJI,5949,FJ5949,FJI5949,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B6,,2026-06-15T01:05:00+00:00,2026-06-15T01:05:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-15T08:00:00+00:00,,,,,,Air Canada,AC,ACA,5876,AC5876,ACA5876,singapore airlines,sq,sia,306,sq306,sia306,,,,76CEF7,,,,,,,,,,
2026-06-15,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,F3,,2026-06-15T08:15:00+00:00,,,,,,Qantas,QF,QFA,4235,QF4235,QFA4235,klm,kl,klm,836,kl836,klm836,,,,48455F,,,,,,,,,,
2026-06-15,scheduled,,Norsup,Pacific/Efate,NUS,NVSP,,,,2026-06-15T08:10:00+00:00,2026-06-15T08:10:00+00:00,,,,Pekoa,Pacific/Efate,SON,NVSS,,,,2026-06-15T08:35:00+00:00,,,,,,Air Vanuatu,NF,AVN,220,NF220,AVN220,,,,,,,,,,,,,,,,,,,,
2026-06-15,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-06-15T05:55:00+00:00,2026-06-15T05:55:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-06-15T12:41:00+00:00,10.0,,,,,AeroLogic,3S,BOX,563,3S563,BOX563,,,,,,,,,,3C458E,,,,,,,,,,
2026-06-15,scheduled,,Perth International,Australia/Perth,PER,YPPH,3,17A,,2026-06-15T06:30:00+00:00,2026-06-15T06:30:00+00:00,,,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-06-15T08:40:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7421,NZ7421,ANZ7421,qantas,qf,qfa,1636,qf1636,qfa1636,,,,,,,,,,,,,,
2026-06-15,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-06-15T06:25:00+00:00,2026-06-15T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-06-15T11:45:00+00:00,,,,,,Virgin Australia,VA,VOZ,5524,VA5524,VOZ5524,singapore airlines,sq,sia,224,sq224,sia224,,,,,,,,,,,,,,
2026-06-15,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-06-15T06:25:00+00:00,2026-06-15T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-06-15T11:45:00+00:00,,,,,,Turkish Airlines,TK,THY,9317,TK9317,THY9317,singapore airlines,sq,sia,224,sq224,sia224,,,,,,,,,,,,,,
2026-06-15,scheduled,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2026-06-15T01:30:00+00:00,2026-06-15T01:30:00+00:00,,,,Timisoara (traian Vuia) International,Europe/Bucharest,TSR,LRTR,,,,2026-06-15T02:19:00+00:00,10.0,,,,,Animawings,A2,AWG,6000,A26000,AWG6000,,,,,,,,,,4A0AAE,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,Saudia,SV,SVA,6923,SV6923,SVA6923,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,Precision Air,PW,PRF,4498,PW4498,PRF4498,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,KLM,KL,KLM,4185,KL4185,KLM4185,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,Delta Air Lines,DL,DAL,7564,DL7564,DAL7564,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,British Airways,BA,BAW,7765,BA7765,BAW7765,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,Royal Air Maroc,AT,RAM,9103,AT9103,RAM9103,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T01:00:00+00:00,2026-06-15T01:00:00+00:00,,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,3,,,2026-06-15T02:20:00+00:00,,,,,,Air France,AF,AFR,5503,AF5503,AFR5503,kenya airways,kq,kqa,498,kq498,kqa498,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,Saudia,SV,SVA,6931,SV6931,SVA6931,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,South African Airways,SA,SAA,7145,SA7145,SAA7145,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,KLM,KL,KLM,4188,KL4188,KLM4188,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,Delta Air Lines,DL,DAL,7530,DL7530,DAL7530,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,British Airways,BA,BAW,7734,BA7734,BAW7734,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,2026-06-15T00:55:00+00:00,2026-06-15T00:55:00+00:00,,,,Entebbe,Africa/Kampala,EBB,HUEN,,,,2026-06-15T02:10:00+00:00,,,,,,Air France,AF,AFR,8201,AF8201,AFR8201,kenya airways,kq,kqa,418,kq418,kqa418,,,,,,,,,,,,,,
2026-06-15,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-15T06:55:00+00:00,2026-06-15T06:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-15T10:30:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8637,SQ8637,SIA8637,scoot,tr,tgw,589,tr589,tgw589,,,,,,,,,,,,,,
2026-06-15,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-15T06:55:00+00:00,2026-06-15T06:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-15T10:30:00+00:00,,,,,,Air Canada,AC,ACA,5936,AC5936,ACA5936,scoot,tr,tgw,589,tr589,tgw589,,,,,,,,,,,,,,
2026-06-15,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-15T06:55:00+00:00,2026-06-15T06:55:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,51A,,2026-06-15T14:05:00+00:00,710.0,,,,,Qantas,QF,QFA,5896,QF5896,QFA5896,jetstar,jq,jst,80,jq80,jst80,,,,,,,,,,,,,,
2026-06-15,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-06-15T06:50:00+00:00,2026-06-15T06:50:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-15T10:35:00+00:00,,,,,,Philippine Airlines,PR,PAL,3495,PR3495,PAL3495,malaysia airlines,mh,mas,805,mh805,mas805,,,,,,,,,,,,,,
2026-06-15,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-06-15T06:50:00+00:00,2026-06-15T06:50:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-15T10:35:00+00:00,,,,,,Fly Sky Airlines,FY,FSQ,7353,FY7353,FSQ7353,malaysia airlines,mh,mas,805,mh805,mas805,,,,,,,,,,,,,,
2026-06-15,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C25,,2026-06-15T02:15:00+00:00,2026-06-15T02:15:00+00:00,,,,Presidente Nicolau Lobato International,Asia/Dili,DIL,WPDL,,,,2026-06-15T07:30:00+00:00,,,,,,Batik Air,ID,BTK,372,ID372,BTK372,,,,,,,,,,750582,,,,,,,,,,
2026-06-15,active,,Kansai International,Asia/Tokyo,KIX,RJBB,,,80.0,2026-06-15T01:44:00+00:00,2026-06-15T01:44:00+00:00,2026-06-15T01:28:00+00:00,2026-06-15T01:28:00+00:00,2026-06-15T01:28:00+00:00,Ted Stevens Anchorage International Airport,America/Anchorage,ANC,PANC,,,,2026-06-14T20:54:00+00:00,,2026-06-14T22:14:00+00:00,,,,FedEx,FX,FDX,5080,FX5080,FDX5080,,,,,,,N887FD,B77L,B77L,AC3857,,,2026-06-14T16:51:08+00:00,34.1807,137.366,9448.8,77.0,1011.19,0.0,False
2026-06-15,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A6A,,2026-06-15T01:30:00+00:00,2026-06-15T01:30:00+00:00,,,,Mohammad Bin Abdulaziz,Asia/Riyadh,MED,OEMA,,,,2026-06-15T02:30:00+00:00,,,,,,Kenya Airways,KQ,KQA,5826,KQ5826,KQA5826,saudia,sv,sva,1420,sv1420,sva1420,,,,717C85,,,,,,,,,,
2026-06-15,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,C23-,,2026-06-15T01:25:00+00:00,2026-06-15T01:25:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-06-15T13:40:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3268,VN3268,HVN3268,saudia,sv,sva,844,sv844,sva844,,,,710130,,,,,,,,,,
2026-06-15,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A37,,2026-06-15T01:20:00+00:00,2026-06-15T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-06-15T06:25:00+00:00,20.0,,,,,Garuda Indonesia,GA,GIA,9785,GA9785,GIA9785,saudia,sv,sva,131,sv131,sva131,,,,71011D,,,,,,,,,,
2026-06-15,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A37,,2026-06-15T01:20:00+00:00,2026-06-15T01:20:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-06-15T06:25:00+00:00,20.0,,,,,Delta Air Lines,DL,DAL,7319,DL7319,DAL7319,saudia,sv,sva,131,sv131,sva131,,,,71011D,,,,,,,,,,
2026-06-15,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,50B,,2026-06-15T08:05:00+00:00,2026-06-15T08:05:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-15T09:55:00+00:00,,,,,,Virgin Australia,VA,VOZ,7557,VA7557,VOZ7557,all nippon airways,nh,ana,641,nh641,ana641,,,,,,,,,,,,,,
2026-06-15,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,50B,,2026-06-15T08:05:00+00:00,2026-06-15T08:05:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-15T09:55:00+00:00,,,,,,Turkish Airlines,TK,THY,8424,TK8424,THY8424,all nippon airways,nh,ana,641,nh641,ana641,,,,,,,,,,,,,,
2026-06-15,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,50B,,2026-06-15T08:05:00+00:00,2026-06-15T08:05:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-15T09:55:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5965,SQ5965,SIA5965,all nippon airways,nh,ana,641,nh641,ana641,,,,,,,,,,,,,,
2026-06-15,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,15,,2026-06-15T08:05:00+00:00,2026-06-15T08:05:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,,,2026-06-15T10:50:00+00:00,,,,,,Qantas,QF,QFA,3559,QF3559,QFA3559,jet linx aviation,jl,jtl,905,jl905,jtl905,,,,,,,,,,,,,,
2026-06-15,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,15,,2026-06-15T08:05:00+00:00,2026-06-15T08:05:00+00:00,,,,Naha,Asia/Tokyo,OKA,ROAH,D,,,2026-06-15T10:50:00+00:00,,,,,,AlphaSky,AS,JAG,7525,AS7525,JAG7525,jet linx aviation,jl,jtl,905,jl905,jtl905,,,,,,,,,,,,,,
