flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-07,active,,,Okadama,Asia/Tokyo,OKD,RJCO,,1,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,Nakashibetsu,Asia/Tokyo,SHB,RJCN,,,,2026-07-07T10:45:00+00:00,,,,,,Hokkaido Air System,NTH,NTH,2731,NTH2731,NTH2731,,,,,,,,,,,8462EE
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B2,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,28,2026-07-07T15:05:00+00:00,,,,,,Virgin Australia,VA,VOZ,5758,VA5758,VOZ5758,singapore airlines,sq,sia,830,sq830,sia830,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B2,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,28,2026-07-07T15:05:00+00:00,,,,,,Air China,CA,CCA,5265,CA5265,CCA5265,singapore airlines,sq,sia,830,sq830,sia830,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,Virgin Australia,VA,VOZ,5718,VA5718,VOZ5718,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,SAS,SK,SAS,8019,SK8019,SAS8019,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,Bangkok Airways,PG,BKP,4704,PG4704,BKP4704,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3448,NZ3448,ANZ3448,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,Swiss,LX,SWR,9062,LX9062,SWR9062,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,11,2026-07-07T11:00:00+00:00,,,,,,Air Canada,AC,ACA,5857,AC5857,ACA5857,singapore airlines,sq,sia,708,sq708,sia708,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,C23,,2026-07-07T09:25:00+00:00,2026-07-07T09:25:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,35,,2026-07-07T17:30:00+00:00,,,,,,All Nippon Airways,NH,ANA,6252,NH6252,ANA6252,singapore airlines,sq,sia,12,sq12,sia12,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,C23,,2026-07-07T09:25:00+00:00,2026-07-07T09:25:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,35,,2026-07-07T17:30:00+00:00,,,,,,Fiji Airways,FJ,FJI,5947,FJ5947,FJI5947,singapore airlines,sq,sia,12,sq12,sia12,,,,,
2026-07-07,active,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,C23,,2026-07-07T09:25:00+00:00,2026-07-07T09:25:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,35,,2026-07-07T17:30:00+00:00,,,,,,Air India,AI,AIC,8218,AI8218,AIC8218,singapore airlines,sq,sia,12,sq12,sia12,,,,,
2026-07-07,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-07-07T12:00:00+00:00,2026-07-07T12:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-07T15:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1671,3U1671,CSC1671,china southern airlines,cz,csn,6469,cz6469,csn6469,,,,,
2026-07-07,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-07-07T12:00:00+00:00,2026-07-07T12:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T16:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1603,3U1603,CSC1603,china southern airlines,cz,csn,6309,cz6309,csn6309,,,,,
2026-07-07,scheduled,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-07-07T11:40:00+00:00,2026-07-07T11:40:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,9,2026-07-07T14:05:00+00:00,60.0,,,,,Shandong Airlines,SC,CDG,9387,SC9387,CDG9387,shenzhen airlines,zh,csz,9699,zh9699,csz9699,,,,,78183F
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4383,CZ4383,CSN4383,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,Hebei Airlines,NS,HBH,8502,NS8502,HBH8502,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2604,3U2604,CSC2604,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,4685,MU4685,CES4685,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,Juneyao Air,HO,DKH,7249,HO7249,DKH7249,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,1,T21,,2026-07-07T10:10:00+00:00,2026-07-07T10:10:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-07-07T11:55:00+00:00,,,,,,China Express Airlines,G5,HXA,9444,G59444,HXA9444,xiamen air,mf,cxa,8502,mf8502,cxa8502,,,,,780827
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,74,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-07T12:50:00+00:00,,,,,,Juneyao Air,HO,DKH,5651,HO5651,DKH5651,china eastern airlines,mu,ces,5425,mu5425,ces5425,,,,,780EBF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,74,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-07T12:50:00+00:00,,,,,,Xiamen Air,MF,CXA,3807,MF3807,CXA3807,china eastern airlines,mu,ces,5425,mu5425,ces5425,,,,,780EBF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,74,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-07-07T12:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5223,3U5223,CSC5223,china eastern airlines,mu,ces,5425,mu5425,ces5425,,,,,780EBF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,41,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,7,2026-07-07T12:25:00+00:00,,,,,,Juneyao Air,HO,DKH,5386,HO5386,DKH5386,china eastern airlines,mu,ces,5335,mu5335,ces5335,,,,,7802FF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,41,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,7,2026-07-07T12:25:00+00:00,,,,,,Xiamen Air,MF,CXA,3739,MF3739,CXA3739,china eastern airlines,mu,ces,5335,mu5335,ces5335,,,,,7802FF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,41,,2026-07-07T10:05:00+00:00,2026-07-07T10:05:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,7,2026-07-07T12:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5193,3U5193,CSC5193,china eastern airlines,mu,ces,5335,mu5335,ces5335,,,,,7802FF
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,59,,2026-07-07T10:00:00+00:00,2026-07-07T10:00:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,12,2026-07-07T12:15:00+00:00,15.0,,,,,Xiamen Air,MF,CXA,3559,MF3559,CXA3559,china eastern airlines,mu,ces,5105,mu5105,ces5105,,,,,780F3C
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,59,,2026-07-07T10:00:00+00:00,2026-07-07T10:00:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,12,2026-07-07T12:15:00+00:00,15.0,,,,,Sichuan Airlines,3U,CSC,5145,3U5145,CSC5145,china eastern airlines,mu,ces,5105,mu5105,ces5105,,,,,780F3C
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,44,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T12:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,3876,MU3876,CES3876,juneyao air,ho,dkh,1883,ho1883,dkh1883,,,,,7810E9
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,44,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T12:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,5215,ZH5215,CSZ5215,juneyao air,ho,dkh,1883,ho1883,dkh1883,,,,,7810E9
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,44,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T12:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4609,3U4609,CSC4609,juneyao air,ho,dkh,1883,ho1883,dkh1883,,,,,7810E9
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,44,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T12:20:00+00:00,,,,,,China Southern Airlines,CZ,CSN,206,CZ206,CSN206,juneyao air,ho,dkh,1883,ho1883,dkh1883,,,,,7810E9
2026-07-07,active,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,44,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-07T12:20:00+00:00,,,,,,Air China,CA,CCA,3289,CA3289,CCA3289,juneyao air,ho,dkh,1883,ho1883,dkh1883,,,,,7810E9
2026-07-07,scheduled,,,,,SBR,YSII,,,,2026-07-07T15:00:00+00:00,2026-07-07T15:00:00+00:00,,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-07-07T15:40:00+00:00,,,,,,empty,,,,,,,,,,,,,,,,7C4E8F
2026-07-07,active,,,Svea Airport,,QES,EDAY,,,,2026-07-07T03:10:00+00:00,2026-07-07T03:10:00+00:00,2026-07-07T03:14:00+00:00,2026-07-07T03:14:00+00:00,2026-07-07T03:14:00+00:00,Riga International,Europe/Riga,RIX,EVRA,,,,2026-07-07T07:27:00+00:00,,2026-07-07T05:40:00+00:00,,,,CAE,,CSR,,,CSR,,,,,,,,,,,3DC5A2
2026-07-07,scheduled,,,Clinton Field,America/New_York,ILN,KILN,,,,2026-07-07T00:21:00+00:00,2026-07-07T00:21:00+00:00,,,,Richmond International Airport,America/New_York,RIC,KRIC,,,,2026-07-07T01:40:00+00:00,,,,,,Air Transport International,8C,ATN,3350,8C3350,ATN3350,,,,,,,,,,,
2026-07-07,scheduled,,,Yoronjima,Asia/Tokyo,RNJ,RORY,,1,,2026-07-07T16:20:00+00:00,2026-07-07T16:20:00+00:00,,,,Kagoshima,Asia/Tokyo,KOJ,RJFK,D,,,2026-07-07T17:50:00+00:00,,,,,,Japan Airlines,JL,JTL,3826,JL3826,JTL3826,,,,,,,,,,,
2026-07-07,scheduled,,,Yoronjima,Asia/Tokyo,RNJ,RORY,,1,,2026-07-07T16:20:00+00:00,2026-07-07T16:20:00+00:00,,,,Kagoshima,Asia/Tokyo,KOJ,RJFK,D,,,2026-07-07T17:50:00+00:00,,,,,,All Nippon Airways,NH,ANA,4384,NH4384,ANA4384,jet linx aviation,jl,jtl,3826,jl3826,jtl3826,,,,,
2026-07-07,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,H601,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-07-07T12:45:00+00:00,18.0,,,,,Swiss,LX,SWR,4344,LX4344,SWR4344,air china,ca,cca,4592,ca4592,cca4592,,,,,7804E7
2026-07-07,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,J,,2026-07-07T09:25:00+00:00,2026-07-07T09:25:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,,5,2026-07-07T14:00:00+00:00,24.0,,,,,China Eastern Airlines,MU,CES,3942,MU3942,CES3942,juneyao air,ho,dkh,1607,ho1607,dkh1607,,,,,782159
2026-07-07,active,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,30,,2026-07-07T09:05:00+00:00,2026-07-07T09:05:00+00:00,2026-07-07T09:21:00+00:00,2026-07-07T09:21:00+00:00,2026-07-07T09:21:00+00:00,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-07T13:00:00+00:00,16.0,,,,,Japan Airlines,JL,JAL,80,JL80,JAL80,,,,,,,,,,,850E14
2026-07-07,active,,,West Angelas Airport,,WLP,YANG,,,,2026-07-07T09:00:00+00:00,2026-07-07T09:00:00+00:00,2026-07-07T09:04:00+00:00,2026-07-07T09:04:00+00:00,2026-07-07T09:04:00+00:00,Perth International,Australia/Perth,PER,YPPH,4,,,2026-07-07T10:55:00+00:00,,,,,,QantasLink,,QLK,2961,,QLK2961,,,,,,,,,,,7C6842
2026-07-07,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,B10,,2026-07-07T08:00:00+00:00,2026-07-07T08:00:00+00:00,,,,Penang International,Asia/Kuala_Lumpur,PEN,WMKP,,,,2026-07-07T09:00:00+00:00,,,,,,Batik Air,ID,BTK,2102,ID2102,BTK2102,,,,,,,,,,,750423
2026-07-07,scheduled,,,Sheremetyevo International,Europe/Moscow,SVO,UUEE,B,101,26.0,2026-07-07T02:55:00+00:00,2026-07-07T02:55:00+00:00,2026-07-07T03:39:00+00:00,2026-07-07T03:39:00+00:00,2026-07-07T03:39:00+00:00,Bolshoye Savino,Asia/Yekaterinburg,PEE,USPP,,,B6,2026-07-07T07:05:00+00:00,26.0,2026-07-07T07:31:00+00:00,,,,Rossiya,FV,SDM,6591,FV6591,SDM6591,,,,,,,,,,,155BE9
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,H19,,2026-07-07T09:55:00+00:00,2026-07-07T09:55:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-07T14:30:00+00:00,,,,,,Shandong Airlines,SC,CDG,111,SC111,CDG111,air china,ca,cca,133,ca133,cca133,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,61,,2026-07-07T12:25:00+00:00,100.0,,,,,Shenzhen Airlines,ZH,CSZ,1809,ZH1809,CSZ1809,air china,ca,cca,1809,ca1809,cca1809,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,61,,2026-07-07T12:25:00+00:00,100.0,,,,,Shandong Airlines,SC,CDG,5127,SC5127,CDG5127,air china,ca,cca,1809,ca1809,cca1809,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,22,2026-07-07T11:45:00+00:00,105.0,,,,,Shenzhen Airlines,ZH,CSZ,1708,ZH1708,CSZ1708,air china,ca,cca,1708,ca1708,cca1708,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,22,2026-07-07T11:45:00+00:00,105.0,,,,,Shandong Airlines,SC,CDG,5598,SC5598,CDG5598,air china,ca,cca,1708,ca1708,cca1708,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,22,2026-07-07T11:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1519,ZH1519,CSZ1519,air china,ca,cca,1519,ca1519,cca1519,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,22,2026-07-07T11:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,5398,SC5398,CDG5398,air china,ca,cca,1519,ca1519,cca1519,,,,,
2026-07-07,cancelled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-07-07T09:30:00+00:00,2026-07-07T09:30:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-07-07T12:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1415,ZH1415,CSZ1415,air china,ca,cca,1415,ca1415,cca1415,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:25:00+00:00,2026-07-07T09:25:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,,2026-07-07T12:55:00+00:00,130.0,,,,,Shandong Airlines,SC,CDG,5791,SC5791,CDG5791,air china,ca,cca,1433,ca1433,cca1433,,,,,
2026-07-07,active,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-07T09:15:00+00:00,2026-07-07T09:15:00+00:00,,,,,,JNH,ZSJX,,,,2026-07-07T11:15:00+00:00,110.0,,,,,Shenzhen Airlines,ZH,CSZ,1885,ZH1885,CSZ1885,air china,ca,cca,1885,ca1885,cca1885,,,,,
