flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-09,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,MAIN,1-10,,2026-08-09T01:05:00+00:00,2026-08-09T01:05:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-09T01:50:00+00:00,,,,,,S7 Airlines,S7,SBI,6241,S76241,SBI6241,,,,,,,,,,,
2026-08-09,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-08-09T00:15:00+00:00,2026-08-09T00:15:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-09T01:00:00+00:00,,,,,,Aeroflot,SU,AFL,5466,SU5466,AFL5466,,,,,,,,,,,
2026-08-09,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,MAIN,,,2026-08-09T00:15:00+00:00,2026-08-09T00:15:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-09T01:00:00+00:00,,,,,,Aurora,HZ,SHU,5466,HZ5466,SHU5466,,,,,,,,,,,
2026-08-09,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,18,,2026-08-09T00:35:00+00:00,2026-08-09T00:35:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-08-09T07:05:00+00:00,,,,,,Cebu Pacific,5J,CEB,50,5J50,CEB50,,,,,7587FB,,,,,,
2026-08-09,scheduled,,,Kansai International,Asia/Tokyo,KIX,RJBB,,,,2026-08-09T00:01:00+00:00,2026-08-09T00:01:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-08-09T01:40:00+00:00,,,,,,SF Airlines,O3,CSS,272,O3272,CSS272,,,,,,,,,,,
2026-08-09,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-08-09T00:05:00+00:00,2026-08-09T00:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-08-09T06:10:00+00:00,,,,,,Japan Airlines,JL,JTL,35,JL35,JTL35,,,,,,,,,,,
2026-08-09,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,H,,2026-08-09T00:05:00+00:00,2026-08-09T00:05:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,3,,13,2026-08-09T05:40:00+00:00,,,,,,Emirates,EK,UAE,313,EK313,UAE313,,,,,,,,,,,
2026-08-09,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,IJ,,2026-08-09T00:05:00+00:00,2026-08-09T00:05:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-08-09T08:00:00+00:00,,,,,,Air France,AF,AFR,293,AF293,AFR293,,,,,,,,,,,
2026-08-09,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-08-09T00:50:00+00:00,2026-08-09T00:50:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,213,,2026-08-09T04:30:00+00:00,,,,,,Jin Air,LJ,JNA,916,LJ916,JNA916,,,,,,,,,,,
2026-08-09,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-08-09T00:50:00+00:00,2026-08-09T00:50:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,213,,2026-08-09T04:30:00+00:00,,,,,,Korean Air,KE,KAL,5780,KE5780,KAL5780,,,,,,jin air,lj,jna,916,lj916,jna916
