flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,5,,2026-09-12T12:05:00+00:00,2026-09-12T12:05:00+00:00,,2026-09-12T12:05:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,22,D02,2026-09-12T13:40:00+00:00,,,,,,AlphaSky,AS,JAG,5031,AS5031,JAG5031,qantas,qf,qfa,524,qf524,qfa524,,,,7C47BE,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,5,,2026-09-12T12:05:00+00:00,2026-09-12T12:05:00+00:00,,2026-09-12T12:05:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,22,D02,2026-09-12T13:40:00+00:00,,,,,,China Eastern Airlines,MU,CES,4067,MU4067,CES4067,qantas,qf,qfa,524,qf524,qfa524,,,,7C47BE,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,5,,2026-09-12T12:05:00+00:00,2026-09-12T12:05:00+00:00,,2026-09-12T12:05:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,22,D02,2026-09-12T13:40:00+00:00,,,,,,Emirates,EK,UAE,5560,EK5560,UAE5560,qantas,qf,qfa,524,qf524,qfa524,,,,7C47BE,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,5,,2026-09-12T12:05:00+00:00,2026-09-12T12:05:00+00:00,,2026-09-12T12:05:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,22,D02,2026-09-12T13:40:00+00:00,,,,,,IndiGo,6E,IGO,4715,6E4715,IGO4715,qantas,qf,qfa,524,qf524,qfa524,,,,7C47BE,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,5,,2026-09-12T12:05:00+00:00,2026-09-12T12:05:00+00:00,,2026-09-12T12:05:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,22,D02,2026-09-12T13:40:00+00:00,,,,,,Air New Zealand,NZ,ANZ,1715,NZ1715,ANZ1715,qantas,qf,qfa,524,qf524,qfa524,,,,7C47BE,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,8,,2026-09-12T11:40:00+00:00,2026-09-12T11:40:00+00:00,,2026-09-12T11:40:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,21,D02,2026-09-12T13:15:00+00:00,,,,,,AlphaSky,AS,JAG,5030,AS5030,JAG5030,qantas,qf,qfa,522,qf522,qfa522,,,,7C6DD9,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,8,,2026-09-12T11:40:00+00:00,2026-09-12T11:40:00+00:00,,2026-09-12T11:40:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,21,D02,2026-09-12T13:15:00+00:00,,,,,,China Eastern Airlines,MU,CES,4065,MU4065,CES4065,qantas,qf,qfa,522,qf522,qfa522,,,,7C6DD9,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,8,,2026-09-12T11:40:00+00:00,2026-09-12T11:40:00+00:00,,2026-09-12T11:40:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,21,D02,2026-09-12T13:15:00+00:00,,,,,,Emirates,EK,UAE,5491,EK5491,UAE5491,qantas,qf,qfa,522,qf522,qfa522,,,,7C6DD9,,
2026-09-12,scheduled,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,8,,2026-09-12T11:40:00+00:00,2026-09-12T11:40:00+00:00,,2026-09-12T11:40:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,21,D02,2026-09-12T13:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,1713,NZ1713,ANZ1713,qantas,qf,qfa,522,qf522,qfa522,,,,7C6DD9,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T09:00:00+00:00,2026-09-12T09:00:00+00:00,,2026-09-12T09:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-12T11:15:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8540,VS8540,VIR8540,indigo,6e,igo,355,6e355,igo355,,,,801745,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T09:00:00+00:00,2026-09-12T09:00:00+00:00,,2026-09-12T09:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-12T11:15:00+00:00,15.0,,,,,Turkish Airlines,TK,THY,7830,TK7830,THY7830,indigo,6e,igo,355,6e355,igo355,,,,801745,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T09:00:00+00:00,2026-09-12T09:00:00+00:00,,2026-09-12T09:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-12T11:15:00+00:00,15.0,,,,,Qantas,QF,QFA,5272,QF5272,QFA5272,indigo,6e,igo,355,6e355,igo355,,,,801745,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T09:00:00+00:00,2026-09-12T09:00:00+00:00,,2026-09-12T09:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-12T11:15:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,9256,JL9256,JTL9256,indigo,6e,igo,355,6e355,igo355,,,,801745,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T08:55:00+00:00,2026-09-12T08:55:00+00:00,,2026-09-12T08:50:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,,,2026-09-12T17:20:00+00:00,,,,,,Qantas,QF,QFA,8761,QF8761,QFA8761,indigo,6e,igo,1163,6e1163,igo1163,,,,8018B9,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T08:55:00+00:00,2026-09-12T08:55:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,07,2026-09-12T11:10:00+00:00,,,,,,Air India,AI,AIC,9487,AI9487,AIC9487,air india express,ix,axb,1050,ix1050,axb1050,,,,801595,,
2026-09-12,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-09-12T08:45:00+00:00,2026-09-12T08:45:00+00:00,,2026-09-12T08:50:00+00:00,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-09-12T13:50:00+00:00,5.0,,,,,Turkish Airlines,TK,THY,7852,TK7852,THY7852,indigo,6e,igo,17,6e17,igo17,,,,8018BE,,
2026-09-12,scheduled,,El Nuevo Dorado International,America/Bogota,BOG,SKBO,,,,2026-09-12T02:25:00+00:00,2026-09-12T02:25:00+00:00,,,,Miami International Airport,America/New_York,MIA,KMIA,,,,2026-09-12T06:51:00+00:00,,,,,,UPS,5X,UPS,355,5X355,UPS355,,,,,,,,,,,,
2026-09-12,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,18,,2026-09-12T13:25:00+00:00,2026-09-12T13:25:00+00:00,,2026-09-12T13:25:00+00:00,,Perth International,Australia/Perth,PER,YPPH,4,13,,2026-09-12T17:00:00+00:00,,,,,,AlphaSky,AS,JAG,8658,AS8658,JAG8658,qantas,qf,qfa,937,qf937,qfa937,,,,7C6DD6,,
2026-09-12,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,18,,2026-09-12T13:25:00+00:00,2026-09-12T13:25:00+00:00,,2026-09-12T13:25:00+00:00,,Perth International,Australia/Perth,PER,YPPH,4,13,,2026-09-12T17:00:00+00:00,,,,,,Fiji Airways,FJ,FJI,5266,FJ5266,FJI5266,qantas,qf,qfa,937,qf937,qfa937,,,,7C6DD6,,
2026-09-12,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,18,,2026-09-12T13:25:00+00:00,2026-09-12T13:25:00+00:00,,2026-09-12T13:25:00+00:00,,Perth International,Australia/Perth,PER,YPPH,4,13,,2026-09-12T17:00:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7587,NZ7587,ANZ7587,qantas,qf,qfa,937,qf937,qfa937,,,,7C6DD6,,
2026-09-12,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,18,,2026-09-12T13:25:00+00:00,2026-09-12T13:25:00+00:00,,2026-09-12T13:25:00+00:00,,Perth International,Australia/Perth,PER,YPPH,4,13,,2026-09-12T17:00:00+00:00,,,,,,Emirates,EK,UAE,5192,EK5192,UAE5192,qantas,qf,qfa,937,qf937,qfa937,,,,7C6DD6,,
2026-09-12,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,18,,2026-09-12T13:25:00+00:00,2026-09-12T13:25:00+00:00,,2026-09-12T13:25:00+00:00,,Perth International,Australia/Perth,PER,YPPH,4,13,,2026-09-12T17:00:00+00:00,,,,,,Air Niugini,PX,ANG,3043,PX3043,ANG3043,qantas,qf,qfa,937,qf937,qfa937,,,,7C6DD6,,
