flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-06-13,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,12,,2026-06-13T00:30:00+00:00,2026-06-13T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-13T06:05:00+00:00,35.0,,,,,,H1,H1,4106,H14106,H14106,vietjet air,vj,vjc,82,vj82,vjc82,,,,8881C6,,
2026-06-13,scheduled,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-06-13T01:40:00+00:00,2026-06-13T01:40:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-06-13T06:30:00+00:00,,,,,,Jeju Air,7C,JJA,2108,7C2108,JJA2108,,,,,,,,,,,,
2026-06-13,scheduled,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-06-13T01:40:00+00:00,2026-06-13T01:40:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-06-13T06:30:00+00:00,,,,,,,H1,H1,9856,H19856,H19856,jeju air,7c,jja,2108,7c2108,jja2108,,,,,,
2026-06-13,scheduled,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-06-13T01:35:00+00:00,2026-06-13T01:35:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,211,,2026-06-13T06:30:00+00:00,,,,,,Jin Air,LJ,JNA,38,LJ38,JNA38,,,,,,,,,,71C353,,
2026-06-13,scheduled,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-06-13T01:35:00+00:00,2026-06-13T01:35:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,211,,2026-06-13T06:30:00+00:00,,,,,,Korean Air,KE,KAL,5764,KE5764,KAL5764,jin air,lj,jna,38,lj38,jna38,,,,71C353,,
2026-06-13,scheduled,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,2,,,2026-06-13T02:00:00+00:00,2026-06-13T02:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-13T05:45:00+00:00,,,,,,Scoot,TR,TGW,581,TR581,TGW581,,,,,,,,,,,,
2026-06-13,scheduled,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,2,,,2026-06-13T02:00:00+00:00,2026-06-13T02:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-13T05:45:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8441,SQ8441,SIA8441,scoot,tr,tgw,581,tr581,tgw581,,,,,,
2026-06-13,scheduled,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,2,,,2026-06-13T02:00:00+00:00,2026-06-13T02:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-13T05:45:00+00:00,,,,,,Air Canada,AC,ACA,5920,AC5920,ACA5920,scoot,tr,tgw,581,tr581,tgw581,,,,,,
2026-06-13,scheduled,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-06-13T02:05:00+00:00,2026-06-13T02:05:00+00:00,,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-13T07:20:00+00:00,,,,,,TransNusa,8B,TNU,968,8B968,TNU968,,,,,,,,,,,,
2026-06-13,scheduled,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2026-06-13T02:05:00+00:00,2026-06-13T02:05:00+00:00,,,,Liszt Ferenc International,Europe/Budapest,BUD,LHBP,,,,2026-06-13T08:15:00+00:00,,,,,,China Southern Airlines,CZ,CSN,2559,CZ2559,CSN2559,,,,,,,,,,,,
