flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-22,scheduled,,,Labo,Asia/Manila,OZC,RPMO,,,,2026-08-22T07:00:00+00:00,2026-08-22T07:00:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-08-22T08:20:00+00:00,,,,,,Philippine Airlines,PR,PAL,2890,PR2890,PAL2890,,,,,,,,,,,
2026-08-22,scheduled,,,Labo,Asia/Manila,OZC,RPMO,,,,2026-08-22T07:00:00+00:00,2026-08-22T07:00:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-08-22T08:20:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5094,SQ5094,SIA5094,,philippine airlines,pr,pal,2890,pr2890,pal2890,,,,
2026-08-22,scheduled,,,Labo,Asia/Manila,OZC,RPMO,,,,2026-08-22T06:10:00+00:00,2026-08-22T06:10:00+00:00,,,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,1,,,2026-08-22T07:10:00+00:00,,,,,,Cebgo,DG,SRQ,6792,DG6792,SRQ6792,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T06:05:00+00:00,2026-08-22T06:05:00+00:00,,,,Kyzyl,Asia/Krasnoyarsk,KYZ,UNKY,,,,2026-08-22T07:40:00+00:00,,,,,,S7 Airlines,S7,SBI,5387,S75387,SBI5387,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T06:00:00+00:00,2026-08-22T06:00:00+00:00,,,,Sheremetyevo International,Europe/Moscow,SVO,UUEE,B,,,2026-08-22T06:20:00+00:00,,,,,,Aeroflot,SU,AFL,1549,SU1549,AFL1549,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T05:55:00+00:00,2026-08-22T05:55:00+00:00,,,,Nizhnevartovsk,Asia/Yekaterinburg,NJC,USNN,,,,2026-08-22T05:25:00+00:00,,,,,,S7 Airlines,S7,SBI,5327,S75327,SBI5327,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T05:55:00+00:00,2026-08-22T05:55:00+00:00,,,,Koltsovo International,Asia/Yekaterinburg,SVX,USSS,,,,2026-08-22T06:15:00+00:00,,,,,,S7 Airlines,S7,SBI,5017,S75017,SBI5017,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T05:35:00+00:00,2026-08-22T05:35:00+00:00,,,,Sochi/Adler International Airport,Europe/Moscow,AER,URSS,,,,2026-08-22T06:50:00+00:00,,,,,,S7 Airlines,S7,SBI,5101,S75101,SBI5101,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T05:15:00+00:00,2026-08-22T05:15:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,2,,4,2026-08-22T08:55:00+00:00,64.0,,,,,flydubai,FZ,FDB,964,FZ964,FDB964,,,,,,,,,,,
2026-08-22,scheduled,,,Tolmachevo,Asia/Novosibirsk,OVB,UNNT,,,,2026-08-22T05:15:00+00:00,2026-08-22T05:15:00+00:00,,,,Dubai,Asia/Dubai,DXB,OMDB,2,,4,2026-08-22T08:55:00+00:00,64.0,,,,,Emirates,EK,UAE,2409,EK2409,UAE2409,,flydubai,fz,fdb,964,fz964,fdb964,,,,
2026-08-22,scheduled,,,Minangkabau International Airport,Asia/Jakarta,PDG,WIEE,,,,2026-08-22T06:05:00+00:00,2026-08-22T06:05:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,,B1,2026-08-22T07:55:00+00:00,,,,,,Lion Air,JT,LNI,353,JT353,LNI353,,,,,,,,,,,
2026-08-22,scheduled,,,Gold Coast (coolangatta),Australia/Brisbane,OOL,YBCG,1,,,2026-08-22T09:00:00+00:00,2026-08-22T09:00:00+00:00,,,,Christchurch International,Pacific/Auckland,CHC,NZCH,,I26,,2026-08-22T14:20:00+00:00,,,,,,Air New Zealand,NZ,ANZ,278,NZ278,ANZ278,,,,,,,,,,,C82834
