flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-30,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-30T01:05:00+00:00,2026-07-30T01:05:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-30T06:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,527,MH527,MAS527,,,,,,,,,,,
2026-07-30,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-30T00:30:00+00:00,2026-07-30T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,,,2026-07-30T05:25:00+00:00,,,,,,Asiana Airlines,OZ,AAR,324,OZ324,AAR324,,,,,,,,,,,
2026-07-30,scheduled,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-30T00:25:00+00:00,2026-07-30T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,,2026-07-30T04:45:00+00:00,,,,,,Asiana Airlines,OZ,AAR,568,OZ568,AAR568,,,,,,,,,,,
2026-07-30,scheduled,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-30T00:25:00+00:00,2026-07-30T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,,2026-07-30T04:45:00+00:00,,,,,,Etihad Airways,EY,ETD,8461,EY8461,ETD8461,,asiana airlines,oz,aar,568,oz568,aar568,,,,
2026-07-30,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-30T01:05:00+00:00,2026-07-30T01:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-30T05:00:00+00:00,,,,,,VietJet Air,VJ,VJC,3949,VJ3949,VJC3949,,,,,,,,,,,
2026-07-30,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-30T00:20:00+00:00,2026-07-30T00:20:00+00:00,,,,Kota-Kinabalu International Airport,Asia/Kuching,BKI,WBKK,1,,,2026-07-30T05:40:00+00:00,,,,,,AirAsia,AK,AXM,1561,AK1561,AXM1561,,,,,,,,,,,750474
2026-07-30,scheduled,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-30T00:30:00+00:00,2026-07-30T00:30:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,,,,2026-07-30T03:25:00+00:00,,,,,,Central Airlines,I9,HLF,8871,I98871,HLF8871,,,,,,,,,,,
2026-07-30,scheduled,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-30T00:30:00+00:00,2026-07-30T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-30T03:00:00+00:00,,,,,,Central Airlines,I9,HLF,8809,I98809,HLF8809,,,,,,,,,,,
2026-07-30,scheduled,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-30T00:55:00+00:00,2026-07-30T00:55:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-30T02:00:00+00:00,,,,,,Loong Air,GJ,CDC,8372,GJ8372,CDC8372,,,,,,,,,,,
2026-07-30,scheduled,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-30T00:50:00+00:00,2026-07-30T00:50:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-30T04:00:00+00:00,,,,,,JDL Airlines,JG,JDL,2979,JG2979,JDL2979,,,,,,,,,,,
2026-07-30,scheduled,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-30T00:45:00+00:00,2026-07-30T00:45:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-07-30T03:15:00+00:00,,,,,,SF Airlines,O3,CSS,6840,O36840,CSS6840,,,,,,,,,,,
2026-07-30,scheduled,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-30T00:40:00+00:00,2026-07-30T00:40:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,,,,2026-07-30T02:25:00+00:00,,,,,,SF Airlines,O3,CSS,7343,O37343,CSS7343,,,,,,,,,,,
2026-07-30,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-07-30T00:55:00+00:00,2026-07-30T00:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-30T05:40:00+00:00,,,,,,Scoot,TR,TGW,121,TR121,TGW121,,,,,,,,,,,
2026-07-30,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,,,,2026-07-30T00:15:00+00:00,2026-07-30T00:15:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-30T02:05:00+00:00,,,,,,SF Airlines,O3,CSS,7232,O37232,CSS7232,,,,,,,,,,,
2026-07-30,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-07-30T01:00:00+00:00,2026-07-30T01:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-30T03:05:00+00:00,,,,,,SF Airlines,O3,CSS,7509,O37509,CSS7509,,,,,,,,,,,
2026-07-30,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-07-30T00:15:00+00:00,2026-07-30T00:15:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2026-07-30T03:05:00+00:00,,,,,,Cobalt Air,CO,FCB,9617,CO9617,FCB9617,,,,,,,,,,,
2026-07-30,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-30T03:05:00+00:00,2026-07-30T03:05:00+00:00,,,,Petropavlovsk-Kamchatsky,Asia/Kamchatka,PKC,UHPP,,,,2026-07-30T08:10:00+00:00,,,,,,Aeroflot,SU,AFL,5616,SU5616,AFL5616,,,,,,,,,,,
2026-07-30,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,,,,2026-07-30T01:00:00+00:00,2026-07-30T01:00:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-30T04:55:00+00:00,,,,,,Atlas Air,5Y,GTI,8193,5Y8193,GTI8193,,,,,,,,,,,
2026-07-30,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,,,,2026-07-30T00:30:00+00:00,2026-07-30T00:30:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-30T02:15:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9065,CF9065,CYZ9065,,,,,,,,,,,
2026-07-30,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,,,2026-07-30T00:10:00+00:00,2026-07-30T00:10:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2A,,,2026-07-30T06:55:00+00:00,,,,,,Xiamen Air,MF,CXA,825,MF825,CXA825,,,,,,,,,,,7812BE
2026-07-30,scheduled,,,"Ulan-ude, Baykal",Asia/Irkutsk,UUD,UIUU,,,,2026-07-30T00:45:00+00:00,2026-07-30T00:45:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-30T06:40:00+00:00,,,,,,Aurora,HZ,SHU,4211,HZ4211,SHU4211,,,,,,,,,,,
2026-07-30,scheduled,,,"Ulan-ude, Baykal",Asia/Irkutsk,UUD,UIUU,,,,2026-07-30T00:45:00+00:00,2026-07-30T00:45:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-30T06:40:00+00:00,,,,,,Aeroflot,SU,AFL,3623,SU3623,AFL3623,,aurora,hz,shu,4211,hz4211,shu4211,,,,
