flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-07-01,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-01T07:00:00+00:00,2026-07-01T07:00:00+00:00,,,,Huangyan,Asia/Shanghai,HYN,ZSLQ,,,,2026-07-01T09:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1851,ZH1851,CSZ1851,air china,ca,cca,1851,ca1851,cca1851,,,,780C41,,
2026-07-01,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-07-01T07:00:00+00:00,2026-07-01T07:00:00+00:00,,,,Dandong,Asia/Shanghai,DDG,ZYDD,,,,2026-07-01T08:40:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1655,ZH1655,CSZ1655,air china,ca,cca,1655,ca1655,cca1655,,,,,,
2026-07-01,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,12-2,,2026-07-01T07:00:00+00:00,2026-07-01T07:00:00+00:00,,,,Weihai,Asia/Shanghai,WEH,ZSWH,,,,2026-07-01T08:30:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1587,ZH1587,CSZ1587,air china,ca,cca,1587,ca1587,cca1587,,,,780356,,
2026-07-01,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,12-2,,2026-07-01T07:00:00+00:00,2026-07-01T07:00:00+00:00,,,,Weihai,Asia/Shanghai,WEH,ZSWH,,,,2026-07-01T08:30:00+00:00,,,,,,Shandong Airlines,SC,CDG,5751,SC5751,CDG5751,air china,ca,cca,1587,ca1587,cca1587,,,,780356,,
2026-07-01,scheduled,,Chiang Mai International,Asia/Bangkok,CNX,VTCC,,B11,,2026-07-01T00:35:00+00:00,2026-07-01T00:35:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-01T07:55:00+00:00,,,,,,VietJet Air,VJ,VJC,822,VJ822,VJC822,,,,,,,,,,885B44,,
2026-07-01,scheduled,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,G5,,2026-07-01T00:30:00+00:00,2026-07-01T00:30:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-01T07:55:00+00:00,,,,,,Japan Airlines,JL,JAL,728,JL728,JAL728,,,,,,,,,,86D59C,,
2026-07-01,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,C23-,,2026-07-01T01:55:00+00:00,2026-07-01T01:55:00+00:00,,,,Alama Iqbal International,Asia/Karachi,LHE,OPLA,M,,,2026-07-01T08:50:00+00:00,,,,,,Virgin Atlantic,VS,VIR,5730,VS5730,VIR5730,saudia,sv,sva,734,sv734,sva734,,,,71005E,,
2026-07-01,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A25A,,2026-07-01T01:50:00+00:00,2026-07-01T01:50:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,12,2026-07-01T09:45:00+00:00,,,,,,Air India,AI,AIC,6410,AI6410,AIC6410,saudia,sv,sva,756,sv756,sva756,,,,710054,,
2026-07-01,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,C23-,,2026-07-01T01:40:00+00:00,2026-07-01T01:40:00+00:00,,,,Islamabad International,Asia/Karachi,ISB,OPIS,,,,2026-07-01T08:50:00+00:00,,,,,,Virgin Atlantic,VS,VIR,5719,VS5719,VIR5719,saudia,sv,sva,722,sv722,sva722,,,,71005D,,
2026-07-01,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A39A,,2026-07-01T01:30:00+00:00,2026-07-01T01:30:00+00:00,,,,Quaid-e-azam International,Asia/Karachi,KHI,OPKC,M,,,2026-07-01T07:30:00+00:00,,,,,,Virgin Atlantic,VS,VIR,5725,VS5725,VIR5725,saudia,sv,sva,700,sv700,sva700,,,,710060,,
2026-07-01,active,,Chu-Bu Centrair International (Central Japan International),Asia/Tokyo,NGO,RJGG,,,,2026-07-01T02:20:00+00:00,2026-07-01T02:20:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-01T04:10:00+00:00,,,,,,Japan Airlines,JL,JAL,6749,JL6749,JAL6749,,,,,,,,,,862D0C,,
2026-07-01,scheduled,,Ile Des Pins,Pacific/Noumea,ILP,NWEE,,,,2026-07-01T10:50:00+00:00,2026-07-01T10:50:00+00:00,,,,Tontouta,Pacific/Noumea,NOU,NWWW,,,,2026-07-01T11:30:00+00:00,,,,,,Air Caledonie,TY,TPC,402,TY402,TPC402,,,,,,,,,,,,
2026-07-01,scheduled,,Ile Des Pins,Pacific/Noumea,ILP,NWEE,,,,2026-07-01T10:50:00+00:00,2026-07-01T10:50:00+00:00,,,,Tontouta,Pacific/Noumea,NOU,NWWW,,,,2026-07-01T11:30:00+00:00,,,,,,Aircalin,SB,ACI,2402,SB2402,ACI2402,air caledonie,ty,tpc,402,ty402,tpc402,,,,,,
2026-07-01,active,,Harbin,Asia/Shanghai,HRB,ZYHB,,1-10,,2026-07-01T01:05:00+00:00,2026-07-01T01:05:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-01T04:35:00+00:00,24.0,,,,,Rossiya,FV,SDM,6646,FV6646,SDM6646,,,,,,,,,,155C3C,,
2026-07-01,active,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,112,,2026-07-01T01:55:00+00:00,2026-07-01T01:55:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-01T05:35:00+00:00,30.0,,,,,Japan Airlines,JL,JAL,77,JL77,JAL77,,,,,,,,,,86D9B8,,
2026-07-01,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-07-01T07:00:00+00:00,2026-07-01T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-07-01T09:40:00+00:00,,,,,,Air Cambodia,K6,KHV,3207,K63207,KHV3207,vietnam airlines,vn,hvn,207,vn207,hvn207,,,,,,
