flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,Qantas,QF,QFA,1429,QF1429,QFA1429,,,,,,,,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,Air Tahiti Nui,TN,THT,2923,TN2923,THT2923,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7431,CZ7431,CSN7431,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,Cathay Pacific,CX,CPA,9158,CX9158,CPA9158,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7394,NZ7394,ANZ7394,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,LATAM Airlines,LA,LAN,4868,LA4868,LAN4868,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,16,,2026-08-16T08:10:00+00:00,2026-08-16T08:10:00+00:00,,,,Canberra,Australia/Sydney,CBR,YSCB,,14,,2026-08-16T09:05:00+00:00,,,,,,Emirates,EK,UAE,5256,EK5256,UAE5256,,qantas,qf,qfa,1429,qf1429,qfa1429,,,,
2026-08-16,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-08-16T02:55:00+00:00,2026-08-16T02:55:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-08-16T07:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,7072,3U7072,CSC7072,,china southern airlines,cz,csn,3036,cz3036,csn3036,,,,
2026-08-16,scheduled,,,Kozhikode Airport,Asia/Kolkata,CCJ,VOCL,,,,2026-08-16T04:25:00+00:00,2026-08-16T04:25:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-08-16T06:50:00+00:00,15.0,,,,,Etihad Airways,EY,ETD,363,EY363,ETD363,,,,,,,,,,,8963AA
2026-08-16,scheduled,,,Kozhikode Airport,Asia/Kolkata,CCJ,VOCL,,,,2026-08-16T04:15:00+00:00,2026-08-16T04:15:00+00:00,,,,Sharjah,Asia/Dubai,SHJ,OMSJ,,,,2026-08-16T06:30:00+00:00,,,,,,Air Arabia,G9,ABY,455,G9455,ABY455,,,,,,,,,,,
