flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-07-02,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,,2026-07-02T01:30:00+00:00,2026-07-02T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-02T09:30:00+00:00,,,,,,Lufthansa,LH,DLH,5279,LH5279,DLH5279,air india,ai,aic,309,ai309,aic309,,,,800462,,
2026-07-02,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,9,,2026-07-02T01:30:00+00:00,2026-07-02T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-02T09:30:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,1155,ET1155,ETH1155,air india,ai,aic,309,ai309,aic309,,,,800462,,
2026-07-02,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,12,,2026-07-02T00:30:00+00:00,2026-07-02T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-02T06:05:00+00:00,,,,,,,H1,H1,4106,H14106,H14106,vietjet air,vj,vjc,82,vj82,vjc82,,,,8881DC,,
2026-07-02,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,12,,2026-07-02T00:30:00+00:00,2026-07-02T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-02T06:05:00+00:00,,,,,,Flexflight,W2,FXT,4082,W24082,FXT4082,vietjet air,vj,vjc,82,vj82,vjc82,,,,8881DC,,
2026-07-02,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,12,,2026-07-02T00:30:00+00:00,2026-07-02T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-02T06:05:00+00:00,,,,,,,A1,A1,5001,A15001,A15001,vietjet air,vj,vjc,82,vj82,vjc82,,,,8881DC,,
2026-07-02,scheduled,,Tindal,Australia/Darwin,KTR,YPTN,,,,2026-07-02T00:25:00+00:00,2026-07-02T00:25:00+00:00,,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-07-02T01:15:00+00:00,,,,,,CareFlight,,CFH,29,,CFH29,,,,,,,,,,7C74BD,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T01:05:00+00:00,2026-07-02T01:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-02T03:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8589,SQ8589,SIA8589,scoot,tr,tgw,347,tr347,tgw347,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:55:00+00:00,2026-07-02T00:55:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-02T05:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9139,GA9139,GIA9139,philippine airlines,pr,pal,538,pr538,pal538,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,4,,2026-07-02T00:55:00+00:00,2026-07-02T00:55:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-07-02T08:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9300,GA9300,GIA9300,china eastern airlines,mu,ces,5030,mu5030,ces5030,,,,78008B,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:35:00+00:00,2026-07-02T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-07-02T04:45:00+00:00,,,,,,Iberia,IB,IBE,6287,IB6287,IBE6287,qatar airways,qr,qtr,961,qr961,qtr961,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:35:00+00:00,2026-07-02T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-07-02T04:45:00+00:00,,,,,,British Airways,BA,BAW,6361,BA6361,BAW6361,qatar airways,qr,qtr,961,qr961,qtr961,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:35:00+00:00,2026-07-02T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-07-02T04:45:00+00:00,,,,,,JetBlue,B6,JBU,6539,B66539,JBU6539,qatar airways,qr,qtr,961,qr961,qtr961,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:35:00+00:00,2026-07-02T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-07-02T04:45:00+00:00,,,,,,Finnair,AY,FIN,6672,AY6672,FIN6672,qatar airways,qr,qtr,961,qr961,qtr961,,,,,,
2026-07-02,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-02T00:35:00+00:00,2026-07-02T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,7,2026-07-02T04:45:00+00:00,,,,,,AlphaSky,AS,JAG,5786,AS5786,JAG5786,qatar airways,qr,qtr,961,qr961,qtr961,,,,,,
