flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-08-10T13:50:00+00:00,2026-08-10T13:50:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,G4,,2026-08-10T06:50:00+00:00,,,,,,Air New Zealand,NZ,ANZ,9816,NZ9816,ANZ9816,united airlines,ua,ual,916,ua916,ual916,,,,AA92FC,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-08-10T13:50:00+00:00,2026-08-10T13:50:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,G4,,2026-08-10T06:50:00+00:00,,,,,,Swiss,LX,SWR,3109,LX3109,SWR3109,united airlines,ua,ual,916,ua916,ual916,,,,AA92FC,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-08-10T13:50:00+00:00,2026-08-10T13:50:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,G4,,2026-08-10T06:50:00+00:00,,,,,,Lufthansa,LH,DLH,9324,LH9324,DLH9324,united airlines,ua,ual,916,ua916,ual916,,,,AA92FC,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-08-10T13:40:00+00:00,2026-08-10T13:40:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,2,8,2026-08-10T15:50:00+00:00,,,,,,China Airlines,CI,CAL,8640,CI8640,CAL8640,qantas,qf,qfa,154,qf154,qfa154,,,,,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-08-10T13:40:00+00:00,2026-08-10T13:40:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,2,8,2026-08-10T15:50:00+00:00,,,,,,IndiGo,6E,IGO,4939,6E4939,IGO4939,qantas,qf,qfa,154,qf154,qfa154,,,,,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-08-10T13:40:00+00:00,2026-08-10T13:40:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,2,8,2026-08-10T15:50:00+00:00,,,,,,Air Tahiti Nui,TN,THT,1413,TN1413,THT1413,qantas,qf,qfa,154,qf154,qfa154,,,,,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-08-10T13:40:00+00:00,2026-08-10T13:40:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,2,8,2026-08-10T15:50:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3406,UL3406,ALK3406,qantas,qf,qfa,154,qf154,qfa154,,,,,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,I,1,,2026-08-10T13:40:00+00:00,2026-08-10T13:40:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,2,8,2026-08-10T15:50:00+00:00,,,,,,Emirates,EK,UAE,5014,EK5014,UAE5014,qantas,qf,qfa,154,qf154,qfa154,,,,,,
2026-08-10,scheduled,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,,,2026-08-10T09:20:00+00:00,2026-08-10T09:20:00+00:00,,,,Moi International,Africa/Nairobi,MBA,HKMO,1,,,2026-08-10T11:40:00+00:00,,,,,,United Airlines,UA,UAL,7206,UA7206,UAL7206,ethiopian airlines,et,eth,322,et322,eth322,,,,040153,,
2026-08-10,scheduled,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,,,2026-08-10T09:20:00+00:00,2026-08-10T09:20:00+00:00,,,,Moi International,Africa/Nairobi,MBA,HKMO,1,,,2026-08-10T11:40:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9316,OZ9316,AAR9316,ethiopian airlines,et,eth,322,et322,eth322,,,,040153,,
