flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-14,scheduled,,,Teminabuan,Asia/Jayapura,TXM,WAST,,,,2026-07-14T07:50:00+00:00,2026-07-14T07:50:00+00:00,,,,Rendani,Asia/Jayapura,MKW,WAUU,,,,2026-07-14T08:50:00+00:00,,,,,,Susi Air,,SQS,450,,SQS450,,,,,,,,,,,
2026-07-14,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2026-07-14T07:40:00+00:00,2026-07-14T07:40:00+00:00,,,,Rendani,Asia/Jayapura,MKW,WAUU,,,,2026-07-14T08:35:00+00:00,,,,,,Batik Air,ID,BTK,7797,ID7797,BTK7797,,,,,,,,,,,
2026-07-14,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2026-07-14T06:45:00+00:00,2026-07-14T06:45:00+00:00,,,,Rendani,Asia/Jayapura,MKW,WAUU,,,,2026-07-14T07:40:00+00:00,,,,,,Lion Air,JT,LNI,940,JT940,LNI940,,,,,,,,,,,
2026-07-14,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-07-14T01:35:00+00:00,2026-07-14T01:35:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-14T05:50:00+00:00,336.0,,,,,ULS Airlines Cargo,GO,KZU,6439,GO6439,KZU6439,,,,,4BD8AC,,,,,,
2026-07-14,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-07-14T00:45:00+00:00,2026-07-14T00:45:00+00:00,,,,Stansted,Europe/London,STN,EGSS,,,,2026-07-14T01:26:00+00:00,12.0,,,,,DHL Air,D0,DHK,,D0,DHK,,,,,440BCD,,,,,,
2026-07-14,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-07-14T00:30:00+00:00,2026-07-14T00:30:00+00:00,,,,Brussels Airport,Europe/Brussels,BRU,EBBR,,,,2026-07-14T01:45:00+00:00,,,,,,DHL Air,D0,DHK,811,D0811,DHK811,,,,,3C71A4,,,,,,
2026-07-14,scheduled,,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-07-14T00:20:00+00:00,2026-07-14T00:20:00+00:00,,,,Cologne/bonn,Europe/Berlin,CGN,EDDK,,,,2026-07-14T01:45:00+00:00,12.0,,,,,DHL Air,D0,DHK,408,D0408,DHK408,,,,,341446,,,,,,
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-14T07:40:00+00:00,2026-07-14T07:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-14T11:10:00+00:00,,,,,,Philippine Airlines,PR,PAL,3851,PR3851,PAL3851,,,,,,singapore airlines,sq,sia,915,sq915,sia915
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-14T07:40:00+00:00,2026-07-14T07:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-14T11:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3439,NZ3439,ANZ3439,,,,,,singapore airlines,sq,sia,915,sq915,sia915
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-07-14T07:35:00+00:00,2026-07-14T07:35:00+00:00,,,,Malay,Asia/Manila,MPH,RPVE,,,,2026-07-14T08:35:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5559,MH5559,MAS5559,,,,,,philippine airlines,pr,pal,2039,pr2039,pal2039
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-07-14T07:35:00+00:00,2026-07-14T07:35:00+00:00,,,,Malay,Asia/Manila,MPH,RPVE,,,,2026-07-14T08:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,5255,NH5255,ANA5255,,,,,,philippine airlines,pr,pal,2039,pr2039,pal2039
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-14T07:30:00+00:00,2026-07-14T07:30:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,2,93,,2026-07-14T13:00:00+00:00,,,,,,American Airlines,AA,AAL,8336,AA8336,AAL8336,,,,,,philippine airlines,pr,pal,428,pr428,pal428
2026-07-14,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-14T07:30:00+00:00,2026-07-14T07:30:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,2,93,,2026-07-14T13:00:00+00:00,,,,,,All Nippon Airways,NH,ANA,5338,NH5338,ANA5338,,,,,,philippine airlines,pr,pal,428,pr428,pal428
2026-07-14,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,C2A,,2026-07-14T00:15:00+00:00,2026-07-14T00:15:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-07-14T07:55:00+00:00,,,,,,VietJet Air,VJ,VJC,820,VJ820,VJC820,,,,,885B46,,,,,,
2026-07-14,scheduled,,,Kunming,Asia/Shanghai,KMG,ZPPP,,10,,2026-07-14T08:00:00+00:00,2026-07-14T08:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-14T11:15:00+00:00,,,,,,Xiamen Air,MF,CXA,3993,MF3993,CXA3993,,,,,78151E,china eastern airlines,mu,ces,5701,mu5701,ces5701
