flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-16,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-06-16T11:20:00+00:00,2026-06-16T11:20:00+00:00,,,,Kununurra,Australia/Perth,KNX,YPKU,,,,2026-06-16T10:55:00+00:00,,,,,,Qantas,QF,QFA,8649,QF8649,QFA8649,,airnorth,tl,ano,332,tl332,ano332,,,,,,,,,,,,
2026-06-16,scheduled,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-06-16T11:00:00+00:00,2026-06-16T11:00:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,25,,2026-06-16T14:40:00+00:00,,,,,,Jetstar,JQ,JST,7689,JQ7689,JST7689,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,,,DRV,VRMD,,,,2026-06-16T06:40:00+00:00,2026-06-16T06:40:00+00:00,,,,Malé International Airport,Indian/Maldives,MLE,VRMM,2,,,2026-06-16T07:20:00+00:00,,,,,,Maldivian,Q2,DQA,220,Q2220,DQA220,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-16T10:05:00+00:00,2026-06-16T10:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-06-16T12:45:00+00:00,,,,,,Singapore Airlines,SQ,SIA,935,SQ935,SIA935,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-16T10:05:00+00:00,2026-06-16T10:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-06-16T12:45:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9741,GA9741,GIA9741,,singapore airlines,sq,sia,935,sq935,sia935,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-16T10:05:00+00:00,2026-06-16T10:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-06-16T12:45:00+00:00,,,,,,Air India,AI,AIC,8141,AI8141,AIC8141,,singapore airlines,sq,sia,935,sq935,sia935,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,,,,2026-06-16T10:00:00+00:00,2026-06-16T10:00:00+00:00,,,,Yogyakarta International Airport,,YIA,WAHI,,,,2026-06-16T10:30:00+00:00,,,,,,Super Air Jet,IU,SJV,122,IU122,SJV122,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,,,,2026-06-16T10:00:00+00:00,2026-06-16T10:00:00+00:00,,,,Eltari,Asia/Dili,KOE,WATT,,,,2026-06-16T11:50:00+00:00,,,,,,Super Air Jet,IU,SJV,137,IU137,SJV137,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T10:00:00+00:00,2026-06-16T10:00:00+00:00,,,,Mutiara,Asia/Makassar,LBJ,WATO,,,,2026-06-16T11:15:00+00:00,,,,,,Batik Air,ID,BTK,8333,ID8333,BTK8333,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-16T09:40:00+00:00,2026-06-16T09:40:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-06-16T13:25:00+00:00,5.0,,,,,TransNusa,8B,TNU,80,8B80,TNU80,,,,,,,,,,,8A0A8C,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T09:35:00+00:00,2026-06-16T09:35:00+00:00,,,,Bima,Asia/Makassar,BMU,WADB,,,,2026-06-16T10:35:00+00:00,,,,,,TransNusa,8B,TNU,5634,8B5634,TNU5634,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T09:25:00+00:00,2026-06-16T09:25:00+00:00,,,,Lombok International,Asia/Makassar,LOP,WADL,,,,2026-06-16T10:15:00+00:00,,,,,,Wings Air,IW,WON,1848,IW1848,WON1848,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T09:15:00+00:00,2026-06-16T09:15:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-06-16T10:00:00+00:00,,,,,,TransNusa,8B,TNU,5105,8B5105,TNU5105,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T09:10:00+00:00,2026-06-16T09:10:00+00:00,,,,,,TMC,WATK,,,,2026-06-16T10:10:00+00:00,,,,,,Nam Air,IN,LKN,640,IN640,LKN640,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-16T09:10:00+00:00,2026-06-16T09:10:00+00:00,,,,,,TMC,WATK,,,,2026-06-16T10:20:00+00:00,,,,,,Batik Air,ID,BTK,6324,ID6324,BTK6324,,,,,,,,,,,,,,,,,,,
2026-06-16,scheduled,,,Dongying,Asia/Shanghai,DOY,ZSDY,,6-7,,2026-06-16T10:00:00+00:00,2026-06-16T10:00:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,3,2026-06-16T11:50:00+00:00,235.0,,,,,Spring Airlines,9C,CQH,6481,9C6481,CQH6481,,,,,,,,,,,781C9D,,,,,,,,
2026-06-16,scheduled,,,Dongying,Asia/Shanghai,DOY,ZSDY,,3,,2026-06-16T09:55:00+00:00,2026-06-16T09:55:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,4,69,,2026-06-16T12:35:00+00:00,,,,,,Shandong Airlines,SC,CDG,2183,SC2183,CDG2183,,,,,,,,,,,780DED,,,,,,,,
