flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-17,scheduled,,,Boigu Island,Australia/Brisbane,GIC,YBOI,,,,2026-09-17T11:30:00+00:00,2026-09-17T11:30:00+00:00,,,,,,SBR,YSII,,,,2026-09-17T11:45:00+00:00,,,,,,Hinterland Aviation,OI,HND,621,OI621,HND621,,,,,,,,,,,
2026-09-17,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2026-09-17T07:00:00+00:00,2026-09-17T07:00:00+00:00,,,,Fak Fak,Asia/Jayapura,FKQ,WASF,,,,2026-09-17T08:00:00+00:00,,,,,,Wings Air,IW,WON,1512,IW1512,WON1512,,,,,,,,,,,
2026-09-17,scheduled,,,West Angelas Airport,,WLP,YANG,,,0.0,2026-09-17T08:30:00+00:00,2026-09-17T08:30:00+00:00,,2026-09-17T08:30:00+00:00,,Broome,Australia/Perth,BME,YBRM,,,,2026-09-17T09:45:00+00:00,,,,,,Virgin Australia,VA,VOZ,9291,VA9291,VOZ9291,,,,,7CAF18,,,,,,
2026-09-17,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,,,,2026-09-17T04:50:00+00:00,2026-09-17T04:50:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-09-17T06:30:00+00:00,,,,,,DHL Air,D0,DHK,803,D0803,DHK803,,,,,80156E,,,,,,
2026-09-17,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,,,,2026-09-17T03:50:00+00:00,2026-09-17T03:50:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,,,2026-09-17T06:30:00+00:00,,,,,,DHL Air,D0,DHK,403,D0403,DHK403,,,,,801570,,,,,,
2026-09-17,scheduled,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-09-17T08:15:00+00:00,2026-09-17T08:15:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-09-17T10:00:00+00:00,,,,,,VietJet Air,VJ,VJC,492,VJ492,VJC492,,,,,,,,,,,
2026-09-17,scheduled,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-09-17T08:15:00+00:00,2026-09-17T08:15:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-09-17T10:00:00+00:00,,,,,,vietjet air,H1,H1,4444,H14444,H14444,,,,,,vietjet air,vj,vjc,492,vj492,vjc492
2026-09-17,scheduled,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-09-17T08:15:00+00:00,2026-09-17T08:15:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-09-17T10:00:00+00:00,,,,,,Flexflight,W2,FXT,4492,W24492,FXT4492,,,,,,vietjet air,vj,vjc,492,vj492,vjc492
2026-09-17,scheduled,,,Phung-Duc,Asia/Ho_Chi_Minh,BMV,VVBM,,,,2026-09-17T08:15:00+00:00,2026-09-17T08:15:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-09-17T10:00:00+00:00,,,,,,vietjet air,A1,A1,2492,A12492,A12492,,,,,,vietjet air,vj,vjc,492,vj492,vjc492
2026-09-17,scheduled,,,Broome,Australia/Perth,BME,YBRM,,,0.0,2026-09-17T09:30:00+00:00,2026-09-17T09:30:00+00:00,,2026-09-17T09:30:00+00:00,,,,FIZ,YFTZ,,,,2026-09-17T10:25:00+00:00,,,,,,empty,,,,,,,,,,7C6A63,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,35,15.0,2026-09-17T07:30:00+00:00,2026-09-17T07:30:00+00:00,,2026-09-17T07:45:00+00:00,,Devi Ahilyabai Holkar,Asia/Kolkata,IDR,VAID,,,,2026-09-17T09:25:00+00:00,,,,,,IndiGo,6E,IGO,959,6E959,IGO959,,,,,80142B,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,21,15.0,2026-09-17T07:30:00+00:00,2026-09-17T07:30:00+00:00,,2026-09-17T07:45:00+00:00,,Bhubaneswar,Asia/Kolkata,BBI,VEBS,1,,,2026-09-17T09:35:00+00:00,,,,,,IndiGo,6E,IGO,702,6E702,IGO702,,,,,8015C7,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D29,5.0,2026-09-17T07:30:00+00:00,2026-09-17T07:30:00+00:00,,2026-09-17T07:35:00+00:00,,Nanded,Asia/Kolkata,NDC,VAND,,,,2026-09-17T09:00:00+00:00,,,,,,Star Air,S5,SDG,183,S5183,SDG183,,,,,801849,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,,,,2026-09-17T07:30:00+00:00,2026-09-17T07:30:00+00:00,,,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,,,,2026-09-17T08:35:00+00:00,,,,,,Bluebird Airways,BZ,BBG,201,BZ201,BBG201,,,,,,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,14,15.0,2026-09-17T07:25:00+00:00,2026-09-17T07:25:00+00:00,,2026-09-17T07:40:00+00:00,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-09-17T09:10:00+00:00,,,,,,IndiGo,6E,IGO,5216,6E5216,IGO5216,,,,,8017EE,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,32,15.0,2026-09-17T07:20:00+00:00,2026-09-17T07:20:00+00:00,,2026-09-17T07:35:00+00:00,,Thiruvananthapuram International,Asia/Kolkata,TRV,VOTV,1,,,2026-09-17T08:40:00+00:00,,,,,,IndiGo,6E,IGO,688,6E688,IGO688,,,,,80156A,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,28,15.0,2026-09-17T07:15:00+00:00,2026-09-17T07:15:00+00:00,,2026-09-17T07:30:00+00:00,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,1,,,2026-09-17T08:15:00+00:00,,,,,,IndiGo,6E,IGO,6269,6E6269,IGO6269,,,,,80171A,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,2,15.0,2026-09-17T07:15:00+00:00,2026-09-17T07:15:00+00:00,,2026-09-17T07:30:00+00:00,,Bajpe,Asia/Kolkata,IXE,VOML,,,,2026-09-17T08:15:00+00:00,,,,,,IndiGo,6E,IGO,541,6E541,IGO541,,,,,801736,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,25,15.0,2026-09-17T07:10:00+00:00,2026-09-17T07:10:00+00:00,,2026-09-17T07:25:00+00:00,,Amausi,Asia/Kolkata,LKO,VILK,3,,,2026-09-17T09:50:00+00:00,,,,,,IndiGo,6E,IGO,6353,6E6353,IGO6353,,,,,801748,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D25,,2026-09-17T07:05:00+00:00,2026-09-17T07:05:00+00:00,,,,Cochin International,Asia/Kolkata,COK,VOCI,1,,,2026-09-17T08:40:00+00:00,,,,,,Alliance Air,9I,LLR,507,9I507,LLR507,,,,,800C09,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,31,5.0,2026-09-17T07:05:00+00:00,2026-09-17T07:05:00+00:00,,2026-09-17T07:10:00+00:00,,Peelamedu,Asia/Kolkata,CJB,VOCB,,,,2026-09-17T07:55:00+00:00,,,,,,IndiGo,6E,IGO,857,6E857,IGO857,,,,,8014C1,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,5.0,2026-09-17T07:05:00+00:00,2026-09-17T07:05:00+00:00,,2026-09-17T07:10:00+00:00,,Cochin International,Asia/Kolkata,COK,VOCI,1,,,2026-09-17T08:05:00+00:00,,,,,,IndiGo,6E,IGO,763,6E763,IGO763,,,,,801621,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D7,0.0,2026-09-17T07:05:00+00:00,2026-09-17T07:05:00+00:00,,2026-09-17T07:05:00+00:00,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,4,,,2026-09-17T08:10:00+00:00,,,,,,Air India Express,IX,AXB,1472,IX1472,AXB1472,,,,,801638,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D20,0.0,2026-09-17T07:05:00+00:00,2026-09-17T07:05:00+00:00,,2026-09-17T07:05:00+00:00,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-09-17T09:45:00+00:00,,,,,,Air India Express,IX,AXB,1131,IX1131,AXB1131,,,,,801623,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,12,15.0,2026-09-17T07:00:00+00:00,2026-09-17T07:00:00+00:00,,2026-09-17T07:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-17T09:50:00+00:00,,,,,,IndiGo,6E,IGO,844,6E844,IGO844,,,,,8018E1,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,12,15.0,2026-09-17T07:00:00+00:00,2026-09-17T07:00:00+00:00,,2026-09-17T07:15:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,09,2026-09-17T09:50:00+00:00,,,,,,Japan Airlines,JL,JTL,5286,JL5286,JTL5286,,,,,8018E1,indigo,6e,igo,844,6e844,igo844
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D5,0.0,2026-09-17T07:00:00+00:00,2026-09-17T07:00:00+00:00,,2026-09-17T07:00:00+00:00,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,07,2026-09-17T10:00:00+00:00,,,,,,Air India,AI,AIC,2654,AI2654,AIC2654,,,,,801553,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,23,15.0,2026-09-17T06:55:00+00:00,2026-09-17T06:55:00+00:00,,2026-09-17T07:10:00+00:00,,Kannur International Airport,Asia/Kolkata,CNN,VOKN,,,,2026-09-17T08:20:00+00:00,,,,,,IndiGo,6E,IGO,7728,6E7728,IGO7728,,,,,800CC3,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,27,5.0,2026-09-17T06:55:00+00:00,2026-09-17T06:55:00+00:00,,2026-09-17T07:00:00+00:00,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-09-17T08:05:00+00:00,,,,,,IndiGo,6E,IGO,7236,6E7236,IGO7236,,,,,801573,,,,,,
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,27,5.0,2026-09-17T06:55:00+00:00,2026-09-17T06:55:00+00:00,,2026-09-17T07:00:00+00:00,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-09-17T08:05:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5571,MH5571,MAS5571,,,,,801573,indigo,6e,igo,7236,6e7236,igo7236
2026-09-17,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,27,5.0,2026-09-17T06:55:00+00:00,2026-09-17T06:55:00+00:00,,2026-09-17T07:00:00+00:00,,Civil,Asia/Kolkata,TRZ,VOTR,,,,2026-09-17T08:05:00+00:00,,,,,,Japan Airlines,JL,JTL,8453,JL8453,JTL8453,,,,,801573,indigo,6e,igo,7236,6e7236,igo7236
