flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-07-14,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-07-14T07:50:00+00:00,2026-07-14T07:50:00+00:00,,,,Basrah International Airport ,Asia/Baghdad,BSR,ORMM,,,,2026-07-14T10:45:00+00:00,,,,,,LATAM Airlines,LA,LAN,5302,LA5302,LAN5302,qatar airways,qr,qtr,448,qr448,qtr448,,,,,
2026-07-14,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-07-14T07:50:00+00:00,2026-07-14T07:50:00+00:00,,,,Basrah International Airport ,Asia/Baghdad,BSR,ORMM,,,,2026-07-14T10:45:00+00:00,,,,,,British Airways,BA,BAW,6388,BA6388,BAW6388,qatar airways,qr,qtr,448,qr448,qtr448,,,,,
2026-07-14,scheduled,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B49,,2026-07-14T08:00:00+00:00,2026-07-14T08:00:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,7,2026-07-14T09:55:00+00:00,,,,,,LATAM Airlines,LA,LAN,5753,LA5753,LAN5753,vueling,vy,vlg,6260,vy6260,vlg6260,,,,342397,
2026-07-14,scheduled,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B49,,2026-07-14T08:00:00+00:00,2026-07-14T08:00:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,7,2026-07-14T09:55:00+00:00,,,,,,Qatar Airways,QR,QTR,3785,QR3785,QTR3785,vueling,vy,vlg,6260,vy6260,vlg6260,,,,342397,
2026-07-14,scheduled,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B49,,2026-07-14T08:00:00+00:00,2026-07-14T08:00:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,7,2026-07-14T09:55:00+00:00,,,,,,Miami Air International,LL,BSK,5492,LL5492,BSK5492,vueling,vy,vlg,6260,vy6260,vlg6260,,,,342397,
2026-07-14,scheduled,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B49,,2026-07-14T08:00:00+00:00,2026-07-14T08:00:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,7,2026-07-14T09:55:00+00:00,,,,,,Iberia,IB,IBE,5534,IB5534,IBE5534,vueling,vy,vlg,6260,vy6260,vlg6260,,,,342397,
2026-07-14,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G25,,2026-07-14T08:50:00+00:00,2026-07-14T08:50:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,4,2026-07-14T09:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,1883,MU1883,CES1883,air france,af,afr,1192,af1192,afr1192,,,,39856B,
2026-07-14,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G25,,2026-07-14T08:50:00+00:00,2026-07-14T08:50:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,4,2026-07-14T09:55:00+00:00,,,,,,KLM,KL,KLM,2043,KL2043,KLM2043,air france,af,afr,1192,af1192,afr1192,,,,39856B,
2026-07-14,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G25,,2026-07-14T08:50:00+00:00,2026-07-14T08:50:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,4,2026-07-14T09:55:00+00:00,,,,,,GOL,G3,GLO,5268,G35268,GLO5268,air france,af,afr,1192,af1192,afr1192,,,,39856B,
2026-07-14,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G25,,2026-07-14T08:50:00+00:00,2026-07-14T08:50:00+00:00,,,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,4,2026-07-14T09:55:00+00:00,,,,,,Delta Air Lines,DL,DAL,8266,DL8266,DAL8266,air france,af,afr,1192,af1192,afr1192,,,,39856B,
