flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-04,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-04T01:05:00+00:00,2026-07-04T01:05:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-04T06:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,527,MH527,MAS527,,,,,,,,,,,
2026-07-04,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-04T00:30:00+00:00,2026-07-04T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,,,2026-07-04T05:25:00+00:00,,,,,,Asiana Airlines,OZ,AAR,324,OZ324,AAR324,,,,,,,,,,,
2026-07-04,scheduled,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-04T00:25:00+00:00,2026-07-04T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,258,,2026-07-04T04:45:00+00:00,,,,,,Asiana Airlines,OZ,AAR,568,OZ568,AAR568,,,,,,,,,,,
2026-07-04,scheduled,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-04T00:25:00+00:00,2026-07-04T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,258,,2026-07-04T04:45:00+00:00,,,,,,Etihad Airways,EY,ETD,8461,EY8461,ETD8461,,asiana airlines,oz,aar,568,oz568,aar568,,,,
2026-07-04,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-04T01:05:00+00:00,2026-07-04T01:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-04T05:00:00+00:00,,,,,,VietJet Air,VJ,VJC,3949,VJ3949,VJC3949,,,,,,,,,,,
2026-07-04,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-04T00:20:00+00:00,2026-07-04T00:20:00+00:00,,,,Kota-Kinabalu International Airport,Asia/Kuching,BKI,WBKK,1,,,2026-07-04T05:40:00+00:00,,,,,,AirAsia,AK,AXM,1561,AK1561,AXM1561,,,,,,,,,,,750493
2026-07-04,scheduled,,,Yakutsk,Asia/Yakutsk,YKS,UEEE,,,,2026-07-04T01:40:00+00:00,2026-07-04T01:40:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-07-04T06:00:00+00:00,,,,,,Yakutia Airlines,R3,SYL,491,R3491,SYL491,,,,,,,,,,,
2026-07-04,scheduled,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-04T00:30:00+00:00,2026-07-04T00:30:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,,,,2026-07-04T03:25:00+00:00,,,,,,Central Airlines,I9,HLF,8871,I98871,HLF8871,,,,,,,,,,,
2026-07-04,scheduled,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-04T00:30:00+00:00,2026-07-04T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-04T03:00:00+00:00,,,,,,Central Airlines,I9,HLF,8809,I98809,HLF8809,,,,,,,,,,,
2026-07-04,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-07-04T01:00:00+00:00,2026-07-04T01:00:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,,,,2026-07-04T06:00:00+00:00,,,,,,SF Airlines,O3,CSS,275,O3275,CSS275,,,,,,,,,,,
