flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-22,scheduled,,,Flinders Island,Australia/Hobart,FLS,YFLI,,,,2026-09-22T12:35:00+00:00,2026-09-22T12:35:00+00:00,,,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-09-22T13:10:00+00:00,,,,,,SolitAir,SH,CGS,802,SH802,CGS802,,,,,,,,,,,
2026-09-22,scheduled,,,Flinders Island,Australia/Hobart,FLS,YFLI,,,,2026-09-22T12:35:00+00:00,2026-09-22T12:35:00+00:00,,,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-09-22T13:10:00+00:00,,,,,,empty,,,2372,,,,,,,,,,,,,
2026-09-22,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,0.0,2026-09-22T11:35:00+00:00,2026-09-22T11:35:00+00:00,,2026-09-22T11:35:00+00:00,,Bundaberg,Australia/Brisbane,BDB,YBUD,,,,2026-09-22T12:35:00+00:00,,,,,,QantasLink,,QLK,2322,,QLK2322,,,,,7CB066,,,,,,
2026-09-22,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,0.0,2026-09-22T11:35:00+00:00,2026-09-22T11:35:00+00:00,,2026-09-22T11:35:00+00:00,,Bundaberg,Australia/Brisbane,BDB,YBUD,,,,2026-09-22T12:35:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7154,NZ7154,ANZ7154,,,,,7CB066,qantaslink,,qlk,2322,,qlk2322
2026-09-22,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,0.0,2026-09-22T11:35:00+00:00,2026-09-22T11:35:00+00:00,,2026-09-22T11:35:00+00:00,,Bundaberg,Australia/Brisbane,BDB,YBUD,,,,2026-09-22T12:35:00+00:00,,,,,,Emirates,EK,UAE,5558,EK5558,UAE5558,,,,,7CB066,qantaslink,,qlk,2322,,qlk2322
2026-09-22,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,0.0,2026-09-22T09:20:00+00:00,2026-09-22T09:20:00+00:00,,2026-09-22T09:20:00+00:00,,Bacolod,Asia/Manila,BCD,RPVB,,,,2026-09-22T10:35:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3953,VN3953,HVN3953,,,,,,philippine airlines,pr,pal,2131,pr2131,pal2131
2026-09-22,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,0.0,2026-09-22T09:20:00+00:00,2026-09-22T09:20:00+00:00,,2026-09-22T09:20:00+00:00,,Bacolod,Asia/Manila,BCD,RPVB,,,,2026-09-22T10:35:00+00:00,,,,,,Malaysia Airlines,MH,MAS,5551,MH5551,MAS5551,,,,,,philippine airlines,pr,pal,2131,pr2131,pal2131
2026-09-22,scheduled,,,Sjamsudin Noor,Asia/Makassar,BDJ,WAOO,,,,2026-09-22T10:55:00+00:00,2026-09-22T10:55:00+00:00,,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-09-22T11:45:00+00:00,,,,,,Pelita Air,IP,PAS,617,IP617,PAS617,,,,,,,,,,,
2026-09-22,scheduled,,,Sjamsudin Noor,Asia/Makassar,BDJ,WAOO,,6,,2026-09-22T10:25:00+00:00,2026-09-22T10:25:00+00:00,,,,Achmad Yani,Asia/Jakarta,SRG,WAHS,,2B,1,2026-09-22T10:45:00+00:00,,,,,,Citilink,QG,CTV,795,QG795,CTV795,,,,,8A074D,,,,,,
2026-09-22,scheduled,,,Sjamsudin Noor,Asia/Makassar,BDJ,WAOO,,6,,2026-09-22T10:25:00+00:00,2026-09-22T10:25:00+00:00,,,,Achmad Yani,Asia/Jakarta,SRG,WAHS,,2B,1,2026-09-22T10:45:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8705,GA8705,GIA8705,,,,,8A074D,citilink,qg,ctv,795,qg795,ctv795
