flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-23,scheduled,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-23T07:45:00+00:00,2026-06-23T07:45:00+00:00,,,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-06-22T08:09:00+00:00,,,,,,empty,,,,,,,,,,7C6C6E,,,,,,,
2026-06-23,scheduled,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-06-23T08:45:00+00:00,2026-06-23T08:45:00+00:00,,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-22T09:07:00+00:00,,,,,,empty,,,,,,,,,,7C6C6E,,,,,,,
2026-06-22,scheduled,,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-06-22T10:00:00+00:00,2026-06-22T10:00:00+00:00,,,,Essendon,Australia/Melbourne,MEB,YMEN,,,,2026-06-22T11:39:00+00:00,,,,,,empty,,,,,,,,,,7C3BFA,,,,,,,
2026-06-22,scheduled,,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-06-22T10:05:00+00:00,2026-06-22T10:05:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,AG7,D6,2026-06-22T11:15:00+00:00,15.0,,,,,Rex,ZL,RXA,6825,ZL6825,RXA6825,,,,,7C80AC,,,,,,,
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,3,,,2026-06-22T08:35:00+00:00,,,,,,Vietnam Airlines,VN,HVN,7145,VN7145,HVN7145,,,,,,,,,,,,
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-06-22T08:25:00+00:00,,,,,,Vietnam Airlines,VN,HVN,7150,VN7150,HVN7150,,,,,,,,,,,,
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-06-22T08:20:00+00:00,,,,,,VietJet Air,VJ,VJC,504,VJ504,VJC504,,,,,,,,,,,,
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-06-22T08:20:00+00:00,,,,,,,H1,H1,4021,H14021,H14021,,,,,,,vietjet air,vj,vjc,504,vj504,vjc504
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-06-22T08:20:00+00:00,,,,,,Flexflight,W2,FXT,4504,W24504,FXT4504,,,,,,,vietjet air,vj,vjc,504,vj504,vjc504
2026-06-22,scheduled,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,1,,,2026-06-22T07:00:00+00:00,2026-06-22T07:00:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,1,,,2026-06-22T08:20:00+00:00,,,,,,,A1,A1,2504,A12504,A12504,,,,,,,vietjet air,vj,vjc,504,vj504,vjc504
