flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-03,scheduled,,,Tachilek,Asia/Yangon,THL,VYTL,,,,2026-09-03T14:30:00+00:00,2026-09-03T14:30:00+00:00,,,,Mandalay International,Asia/Yangon,MDL,VYMD,,,,2026-09-03T15:40:00+00:00,,,,,,Mann Yadanarpon Airlines,7Y,MYP,672,7Y672,MYP672,,,,,,,,,,,
2026-09-03,scheduled,,,Sky Harbor International,America/Phoenix,PHX,KPHX,3,F3,,2026-09-03T00:29:00+00:00,2026-09-03T00:29:00+00:00,,2026-09-03T00:48:00+00:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,E,,4,2026-09-03T07:30:00+00:00,19.0,,,,,Volaris,Y4,VOI,2769,Y42769,VOI2769,,frontier,f9,fft,4392,f94392,fft4392,,,,A9077B
2026-09-03,scheduled,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,A13,,2026-09-03T00:20:00+00:00,2026-09-03T00:20:00+00:00,,2026-09-03T00:20:00+00:00,,Chicago O'hare International,America/Chicago,ORD,KORD,3,G8,32,2026-09-03T06:00:00+00:00,,,,,,Royal Jordanian,RJ,RJA,7523,RJ7523,RJA7523,,american airlines,aa,aal,1148,aa1148,aal1148,,,,A0A7A0
2026-09-03,scheduled,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,A13,,2026-09-03T00:20:00+00:00,2026-09-03T00:20:00+00:00,,2026-09-03T00:20:00+00:00,,Chicago O'hare International,America/Chicago,ORD,KORD,3,G8,32,2026-09-03T06:00:00+00:00,,,,,,Japan Airlines,JL,JTL,8336,JL8336,JTL8336,,american airlines,aa,aal,1148,aa1148,aal1148,,,,A0A7A0
2026-09-03,scheduled,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,A13,,2026-09-03T00:20:00+00:00,2026-09-03T00:20:00+00:00,,2026-09-03T00:20:00+00:00,,Chicago O'hare International,America/Chicago,ORD,KORD,3,G8,32,2026-09-03T06:00:00+00:00,,,,,,Aer Lingus,EI,EIN,7475,EI7475,EIN7475,,american airlines,aa,aal,1148,aa1148,aal1148,,,,A0A7A0
2026-09-03,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D5,,2026-09-03T09:15:00+00:00,2026-09-03T09:15:00+00:00,,2026-09-03T09:15:00+00:00,,Dehra Dun,Asia/Kolkata,DED,VIDN,,,,2026-09-03T12:20:00+00:00,,,,,,Air India,AI,AIC,9602,AI9602,AIC9602,,air india express,ix,axb,1506,ix1506,axb1506,,,,80165E
2026-09-03,active,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S117,,2026-09-03T07:55:00+00:00,2026-09-03T07:55:00+00:00,,2026-09-03T08:03:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,35,19,2026-09-03T15:25:00+00:00,8.0,,,,,Oman Air,WY,OMA,5918,WY5918,OMA5918,,thai airways,tg,tha,652,tg652,tha652,,,,88510C
2026-09-03,active,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S117,,2026-09-03T07:55:00+00:00,2026-09-03T07:55:00+00:00,,2026-09-03T08:03:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,35,19,2026-09-03T15:25:00+00:00,8.0,,,,,Turkish Airlines,TK,THY,8376,TK8376,THY8376,,thai airways,tg,tha,652,tg652,tha652,,,,88510C
2026-09-03,active,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,E8,,2026-09-03T07:55:00+00:00,2026-09-03T07:55:00+00:00,2026-09-03T08:18:00+00:00,2026-09-03T08:18:00+00:00,2026-09-03T08:18:00+00:00,Narita International Airport,Asia/Tokyo,NRT,RJAA,2,61,,2026-09-03T16:05:00+00:00,23.0,,,,,Japan Airlines,JL,JAL,708,JL708,JAL708,,,,,,,,,,,86D996
2026-09-03,scheduled,,,Marudi,Asia/Kuching,MUR,WBGM,,,,2026-09-03T12:20:00+00:00,2026-09-03T12:20:00+00:00,,,,Bario,Asia/Kuching,BBN,WBGZ,,,,2026-09-03T13:00:00+00:00,,,,,,AirBorneo,MY,MWG,3722,MY3722,MWG3722,,,,,,,,,,,75030D
2026-09-03,scheduled,,,Bakalalan,Asia/Kuching,BKM,WBGO,,,,2026-09-03T11:10:00+00:00,2026-09-03T11:10:00+00:00,,,,Bario,Asia/Kuching,BBN,WBGZ,,,,2026-09-03T11:30:00+00:00,,,,,,AirBorneo,MY,MWG,3587,MY3587,MWG3587,,,,,,,,,,,750310
2026-09-03,scheduled,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,19,,2026-09-03T11:55:00+00:00,2026-09-03T11:55:00+00:00,,,,"Dongji Aiport
",,FYJ,ZYFY,,,,2026-09-03T13:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5569,3U5569,CSC5569,,chengdu airlines,eu,uea,1977,eu1977,uea1977,,,,
