flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-25,scheduled,,Larnaca,Asia/Nicosia,LCA,LCLK,,,,2026-06-25T07:35:00+00:00,2026-06-25T07:35:00+00:00,,,,Ben Gurion International,Asia/Jerusalem,TLV,LLBG,,,,2026-06-25T08:22:00+00:00,,,,,,VistaJet,,VJT,423,,VJT423,,,,,4D243B,,,,,,,
2026-06-25,scheduled,,Libreville,Africa/Libreville,LBV,FOOL,,,,2026-06-25T05:15:00+00:00,2026-06-25T05:15:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2026-06-25T13:25:00+00:00,,,,,,Air France,AF,AFR,923,AF923,AFR923,,,,,39C420,,,,,,,
2026-06-25,scheduled,,Libreville,Africa/Libreville,LBV,FOOL,,,,2026-06-25T05:15:00+00:00,2026-06-25T05:15:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2026-06-25T13:25:00+00:00,,,,,,KLM,KL,KLM,2271,KL2271,KLM2271,,,,,39C420,air france,af,afr,923,af923,afr923,
2026-06-25,scheduled,,Perth International,Australia/Perth,PER,YPPH,3,16,,2026-06-25T10:50:00+00:00,2026-06-25T10:50:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-06-25T12:55:00+00:00,,,,,,QantasLink,,QLK,1730,,QLK1730,,,,,7C6CA9,,,,,,,
2026-06-25,scheduled,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-06-25T09:30:00+00:00,2026-06-25T09:30:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-06-25T10:58:00+00:00,,,,,,CHC Helicopter,,HMB,,,HMB,,,,,7C4F30,,,,,,,
2026-06-25,scheduled,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-06-25T13:40:00+00:00,2026-06-25T13:40:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,3,17,,2026-06-25T15:45:00+00:00,,,,,,QantasLink,,QLK,1731,,QLK1731,,,,,7C6CA9,,,,,,,
2026-06-25,scheduled,,Kunming,Asia/Shanghai,KMG,ZPPP,,323,,2026-06-25T11:50:00+00:00,2026-06-25T11:50:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-06-25T14:50:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,5503,ZH5503,CSZ5503,,,,,780BFD,kunming airlines,ky,kna,8203,ky8203,kna8203,
2026-06-25,scheduled,,Kunming,Asia/Shanghai,KMG,ZPPP,,323,,2026-06-25T11:50:00+00:00,2026-06-25T11:50:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-06-25T14:50:00+00:00,,,,,,Air China,CA,CCA,5743,CA5743,CCA5743,,,,,780BFD,kunming airlines,ky,kna,8203,ky8203,kna8203,
2026-06-25,scheduled,,Kunming,Asia/Shanghai,KMG,ZPPP,,59,,2026-06-25T11:50:00+00:00,2026-06-25T11:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,23,2026-06-25T14:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1752,ZH1752,CSZ1752,,,,,7806E0,air china,ca,cca,1752,ca1752,cca1752,
2026-06-25,scheduled,,Kunming,Asia/Shanghai,KMG,ZPPP,,59,,2026-06-25T11:50:00+00:00,2026-06-25T11:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,23,2026-06-25T14:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,5112,SC5112,CDG5112,,,,,7806E0,air china,ca,cca,1752,ca1752,cca1752,
2026-06-25,landed,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,B1,42.0,2026-06-25T08:00:00+00:00,2026-06-25T08:00:00+00:00,2026-06-25T09:04:00+00:00,2026-06-25T09:04:00+00:00,2026-06-25T09:04:00+00:00,Sultan Ismail Petra,Asia/Kuala_Lumpur,KBR,WMKC,,,,2026-06-25T09:05:00+00:00,42.0,,2026-06-25T09:47:00+00:00,2026-06-25T09:47:00+00:00,2026-06-25T09:47:00+00:00,Batik Air,ID,BTK,2302,ID2302,BTK2302,,,,,75056D,,,,,,,
2026-06-25,active,,Kuching,Asia/Kuching,KCH,WBGG,,,,2026-06-25T09:25:00+00:00,2026-06-25T09:25:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,J15,,2026-06-25T11:15:00+00:00,,,,,,AirAsia,AK,AXM,5203,AK5203,AXM5203,,,,,7505C0,,,,,,,
2026-06-25,scheduled,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,B5,,2026-06-25T07:20:00+00:00,2026-06-25T07:20:00+00:00,,,,Kuching,Asia/Kuching,KCH,WBGG,,,,2026-06-25T09:10:00+00:00,,,,,,Batik Air,ID,BTK,1632,ID1632,BTK1632,,,,,750583,,,,,,,
2026-06-25,scheduled,,Clinton Field,America/New_York,ILN,KILN,,,,2026-06-25T00:45:00+00:00,2026-06-25T00:45:00+00:00,,,,George Bush Intercontinental,America/Chicago,IAH,KIAH,,,,2026-06-25T02:19:00+00:00,,,,,,Air Transport International,8C,ATN,3302,8C3302,ATN3302,,,,,,,,,,,,
