flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-15,active,,Gladstone,Australia/Brisbane,GLT,YGLA,,,,2026-09-15T08:00:00+00:00,2026-09-15T08:00:00+00:00,2026-09-14T08:15:00+00:00,2026-09-14T08:15:00+00:00,2026-09-14T08:15:00+00:00,Mackay,Australia/Brisbane,MKY,YBMK,,,,2026-09-14T09:43:00+00:00,,,,,,empty,,,,,,,,,,7C7F47,,,,,,,
2026-09-14,scheduled,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-14T11:20:00+00:00,2026-09-14T11:20:00+00:00,,2026-09-14T11:20:00+00:00,,Chingchuankang,Asia/Taipei,RMQ,RCMQ,2,,,2026-09-14T15:50:00+00:00,,,,,,Mandarin Airlines,AE,MDA,1858,AE1858,MDA1858,,,,,,,,,,,,
2026-09-14,scheduled,,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,,,,2026-09-14T09:45:00+00:00,2026-09-14T09:45:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2026-09-14T12:02:00+00:00,,,,,,Flexjet,LXJ,LXJ,569,LXJ569,LXJ569,,,,,A748EC,,,,,,,
2026-09-14,scheduled,,Armidale,Australia/Sydney,ARM,YARM,,,,2026-09-14T13:15:00+00:00,2026-09-14T13:15:00+00:00,,,,Williamtown,Australia/Sydney,NTL,YWLM,,,,2026-09-14T13:55:00+00:00,,,,,,empty,,,,,,,,,,7C3FCA,,,,,,,
2026-09-14,scheduled,,Shuangliu,Asia/Shanghai,CTU,ZUUU,,1-14,91.0,2026-09-14T05:40:00+00:00,2026-09-14T05:40:00+00:00,2026-09-14T07:29:00+00:00,2026-09-14T07:29:00+00:00,2026-09-14T07:29:00+00:00,Ted Stevens Anchorage International Airport,America/Anchorage,ANC,PANC,,,,2026-09-13T23:15:00+00:00,91.0,2026-09-14T00:46:00+00:00,,2026-09-14T00:46:00+00:00,,Air China Cargo,CAO,CAO,8443,CAO8443,CAO8443,,,,,780BB8,,,,,,,
2026-09-14,scheduled,,Shevchenko,Asia/Aqtau,SCO,UATE,,,,2026-09-14T06:35:00+00:00,2026-09-14T06:35:00+00:00,,,,Almaty,Asia/Almaty,ALA,UAAA,1,,,2026-09-14T09:35:00+00:00,,,,,,FlyArystan,FS,AYN,7178,FS7178,AYN7178,,,,,4CABFD,,,,,,,
2026-09-14,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B10,,2026-09-14T10:25:00+00:00,2026-09-14T10:25:00+00:00,,2026-09-14T10:48:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,9,13,2026-09-15T06:10:00+00:00,23.0,,,,,Turkish Airlines,TK,THY,8620,TK8620,THY8620,,,,,89672F,,etihad airways,ey,etd,450,ey450,etd450
2026-09-14,active,,Bundaberg,Australia/Brisbane,BDB,YBUD,,,,2026-09-14T11:10:00+00:00,2026-09-14T11:10:00+00:00,,,,Rockhampton,Australia/Brisbane,ROK,YBRK,,,,2026-09-14T12:19:00+00:00,,,,,,empty,,,,,,,,,,7C6420,,,,,,,
2026-09-14,scheduled,,Jinka,Africa/Addis_Ababa,BCO,HABC,,,,2026-09-14T10:20:00+00:00,2026-09-14T10:20:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,1,,,2026-09-14T11:45:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,270,ET270,ETH270,,,,,040096,,,,,,,
2026-09-14,active,,Barcaldine,Australia/Brisbane,BCI,YBAR,,,,2026-09-14T11:15:00+00:00,2026-09-14T11:15:00+00:00,2026-09-14T11:17:00+00:00,2026-09-14T11:17:00+00:00,2026-09-14T11:17:00+00:00,Canobie,Australia/Brisbane,CBY,YCBE,,,,2026-09-14T13:09:00+00:00,3.0,,,,,empty,,,,,,,,,,7C17B8,,,,,,,
