flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,G1-G,,2026-09-16T05:05:00+00:00,2026-09-16T05:05:00+00:00,,,,Sanliurfa GAP,Europe/Istanbul,GNY,LTCS,,,,2026-09-16T06:50:00+00:00,,,,,,Pegasus,PC,PGT,2420,PC2420,PGT2420,,,,,,,,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,G1-G,,2026-09-16T05:05:00+00:00,2026-09-16T05:05:00+00:00,,,,Sanliurfa GAP,Europe/Istanbul,GNY,LTCS,,,,2026-09-16T06:50:00+00:00,,,,,,flynas,XY,KNE,5420,XY5420,KNE5420,,pegasus,pc,pgt,2420,pc2420,pgt2420,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2026-09-16T05:00:00+00:00,2026-09-16T05:00:00+00:00,,,,Sulaimaniyah International,Asia/Baghdad,ISU,ORSJ,,,,2026-09-16T07:25:00+00:00,,,,,,AJet,VF,TKJ,373,VF373,TKJ373,,,,,,,,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,H1,,2026-09-16T05:00:00+00:00,2026-09-16T05:00:00+00:00,,,,Adnan Menderes Airport,Europe/Istanbul,ADB,LTBJ,D,,,2026-09-16T06:10:00+00:00,,,,,,AJet,VF,TKJ,3084,VF3084,TKJ3084,,,,,,,,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,B1-B,,2026-09-16T04:45:00+00:00,2026-09-16T04:45:00+00:00,,,,Damascus International Airport,Asia/Damascus,DAM,OSDI,,,,2026-09-16T06:50:00+00:00,,,,,,Fly Cham,,FYC,486,,FYC486,,,,,,,,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,D1,,2026-09-16T04:30:00+00:00,2026-09-16T04:30:00+00:00,,,,Kuwait International,Asia/Kuwait,KWI,OKKK,4,55A,,2026-09-16T07:55:00+00:00,,,,,,Pegasus,PC,PGT,858,PC858,PGT858,,,,,,,,,,,
2026-09-16,scheduled,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,D1,,2026-09-16T04:10:00+00:00,2026-09-16T04:10:00+00:00,,,,Erbil International (irbil Northwest),Asia/Baghdad,EBL,ORER,,,,2026-09-16T06:30:00+00:00,,,,,,Pegasus,PC,PGT,818,PC818,PGT818,,,,,,,,,,,
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,3,,,2026-09-16T05:00:00+00:00,2026-09-16T05:00:00+00:00,,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,1,2026-09-16T06:45:00+00:00,,,,,,flyadeal,F3,FAD,101,F3101,FAD101,,,,,,,,,,,7114CF
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,,2026-09-16T05:00:00+00:00,2026-09-16T05:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-09-16T06:30:00+00:00,,,,,,Qatar Airways,QR,QTR,1167,QR1167,QTR1167,,,,,,,,,,,
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,4,,,2026-09-16T04:50:00+00:00,2026-09-16T04:50:00+00:00,,,,Mohammad Bin Abdulaziz,Asia/Riyadh,MED,OEMA,,,02,2026-09-16T06:25:00+00:00,,,,,,Saudia,SV,SVA,8850,SV8850,SVA8850,,,,,,,,,,,717CA1
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,1,,,2026-09-16T04:45:00+00:00,2026-09-16T04:45:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,,,,2026-09-16T07:35:00+00:00,,,,,,Air Arabia Egypt,E5,RBG,416,E5416,RBG416,,,,,,,,,,,
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,3,,,2026-09-16T04:30:00+00:00,2026-09-16T04:30:00+00:00,,,,Abha,Asia/Riyadh,AHB,OEAB,,,,2026-09-16T06:10:00+00:00,,,,,,flyadeal,F3,FAD,13,F313,FAD13,,,,,,,,,,,
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,15.0,2026-09-16T04:20:00+00:00,2026-09-16T04:20:00+00:00,,2026-09-16T04:35:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C27,,2026-09-16T07:10:00+00:00,,,,,,Etihad Airways,EY,ETD,552,EY552,ETD552,,,,,,,,,,,896714
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,15.0,2026-09-16T04:20:00+00:00,2026-09-16T04:20:00+00:00,,2026-09-16T04:35:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C27,,2026-09-16T07:10:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6998,OZ6998,AAR6998,,etihad airways,ey,etd,552,ey552,etd552,,,,896714
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,15.0,2026-09-16T04:20:00+00:00,2026-09-16T04:20:00+00:00,,2026-09-16T04:35:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C27,,2026-09-16T07:10:00+00:00,,,,,,Air Seychelles,HM,SEY,5233,HM5233,SEY5233,,etihad airways,ey,etd,552,ey552,etd552,,,,896714
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,15.0,2026-09-16T04:20:00+00:00,2026-09-16T04:20:00+00:00,,2026-09-16T04:35:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C27,,2026-09-16T07:10:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9055,GA9055,GIA9055,,etihad airways,ey,etd,552,ey552,etd552,,,,896714
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,4,,,2026-09-16T04:10:00+00:00,2026-09-16T04:10:00+00:00,,,,Abha,Asia/Riyadh,AHB,OEAB,,,,2026-09-16T06:15:00+00:00,,,,,,Saudia,SV,SVA,1661,SV1661,SVA1661,,,,,,,,,,,7100BE
2026-09-16,scheduled,,,King Khaled International,Asia/Riyadh,RUH,OERK,4,,,2026-09-16T04:10:00+00:00,2026-09-16T04:10:00+00:00,,,,Abha,Asia/Riyadh,AHB,OEAB,,,,2026-09-16T06:15:00+00:00,,,,,,Regent Airways,RX,RGE,2105,RX2105,RGE2105,,saudia,sv,sva,1661,sv1661,sva1661,,,,7100BE
