flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-01,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,18,,2026-07-01T00:30:00+00:00,2026-07-01T00:30:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,,,2026-07-01T07:10:00+00:00,,,,,,AirAsia,AK,AXM,213,AK213,AXM213,,,,,7501FA,,,,,,,
2026-07-01,scheduled,,Phuket International,Asia/Bangkok,HKT,VTSP,I,14,,2026-07-01T00:05:00+00:00,2026-07-01T00:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-07-01T06:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8618,MU8618,CES8618,,,,,,,shanghai airlines,fm,csh,832,fm832,csh832
2026-07-01,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,D,,2026-07-01T01:05:00+00:00,2026-07-01T01:05:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-01T06:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,527,MH527,MAS527,,,,,,,,,,,,
2026-07-01,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-07-01T00:30:00+00:00,2026-07-01T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,278,,2026-07-01T05:25:00+00:00,,,,,,Asiana Airlines,OZ,AAR,324,OZ324,AAR324,,,,,,,,,,,,
2026-07-01,scheduled,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-01T00:25:00+00:00,2026-07-01T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,275,,2026-07-01T04:45:00+00:00,,,,,,Asiana Airlines,OZ,AAR,568,OZ568,AAR568,,,,,,,,,,,,
2026-07-01,scheduled,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-07-01T00:25:00+00:00,2026-07-01T00:25:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,275,,2026-07-01T04:45:00+00:00,,,,,,Etihad Airways,EY,ETD,8461,EY8461,ETD8461,,,,,,,asiana airlines,oz,aar,568,oz568,aar568
2026-07-01,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-01T01:05:00+00:00,2026-07-01T01:05:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-07-01T05:00:00+00:00,,,,,,VietJet Air,VJ,VJC,3949,VJ3949,VJC3949,,,,,,,,,,,,
2026-07-01,scheduled,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-01T00:30:00+00:00,2026-07-01T00:30:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,,,,2026-07-01T03:25:00+00:00,,,,,,Central Airlines,I9,HLF,8871,I98871,HLF8871,,,,,,,,,,,,
2026-07-01,scheduled,,Yantai,Asia/Shanghai,YNT,ZSYT,,,,2026-07-01T00:30:00+00:00,2026-07-01T00:30:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-01T03:00:00+00:00,,,,,,Central Airlines,I9,HLF,8809,I98809,HLF8809,,,,,,,,,,,,
2026-07-01,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-01T00:55:00+00:00,2026-07-01T00:55:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-01T02:00:00+00:00,,,,,,Loong Air,GJ,CDC,8372,GJ8372,CDC8372,,,,,,,,,,,,
