flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-08-29,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-08-29T02:45:00+00:00,2026-08-29T02:45:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,CARG,,,2026-08-29T05:05:00+00:00,,,,,,DHL Air,QY,BCS,8340,QY8340,BCS8340,,,,,,,,,,3C1BB0,,
2026-08-29,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-08-29T02:35:00+00:00,2026-08-29T02:35:00+00:00,,,,Luton Airport,Europe/London,LTN,EGGW,,,,2026-08-29T03:30:00+00:00,,,,,,DHL Air,QY,BCS,,QY,BCS,,,,,,,,,,3C70B4,,
2026-08-29,active,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-08-29T04:00:00+00:00,2026-08-29T04:00:00+00:00,,2026-08-29T04:00:00+00:00,,Cagayan De Oro Domestic Airport,Asia/Manila,CGY,RPMY,,,,2026-08-29T05:50:00+00:00,,,,,,Philippine Airlines,2P,GAP,2519,2P2519,GAP2519,,,,,,,,,,758081,,
2026-08-29,scheduled,,Mopah,Asia/Jayapura,MKQ,WAKK,,,,2026-08-29T07:00:00+00:00,2026-08-29T07:00:00+00:00,,,,Kepi,Asia/Jayapura,KEI,WAKP,,,,2026-08-29T08:00:00+00:00,,,,,,Susi Air,,SQS,952,,SQS952,,,,,,,,,,,,
2026-08-29,scheduled,,Mopah,Asia/Jayapura,MKQ,WAKK,,,,2026-08-29T09:50:00+00:00,2026-08-29T09:50:00+00:00,,,,Kepi,Asia/Jayapura,KEI,WAKP,,,,2026-08-29T10:35:00+00:00,,,,,,Trigana Air,IL,TGN,283,IL283,TGN283,,,,,,,,,,,,
2026-08-29,scheduled,,Mopah,Asia/Jayapura,MKQ,WAKK,,,,2026-08-29T09:45:00+00:00,2026-08-29T09:45:00+00:00,,,,Kepi,Asia/Jayapura,KEI,WAKP,,,,2026-08-29T10:45:00+00:00,,,,,,Susi Air,,SQS,955,,SQS955,,,,,,,,,,,,
2026-08-29,scheduled,,Hobart,Australia/Hobart,HBA,YMHB,D,4,,2026-08-29T06:00:00+00:00,2026-08-29T06:00:00+00:00,,2026-08-29T06:00:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,,,2026-08-29T07:25:00+00:00,,,,,,QantasLink,,QLK,1290,,QLK1290,,,,,,,,,,7C78AE,,
2026-08-29,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,30,,2026-08-29T06:00:00+00:00,2026-08-29T06:00:00+00:00,,2026-08-29T06:00:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,2,Q3,2026-08-29T07:30:00+00:00,,,,,,QantasLink,,QLK,1514,,QLK1514,,,,,,,,,,7C78A9,,
2026-08-29,scheduled,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,,,,2026-08-29T01:15:00+00:00,2026-08-29T01:15:00+00:00,,,,Hanover Airport,Europe/Berlin,HAJ,EDDV,,,,2026-08-29T02:12:00+00:00,,,,,,Aerowest,,AWH,,,AWH,,,,,,,,,,3E198A,,
2026-08-29,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-08-29T07:30:00+00:00,2026-08-29T07:30:00+00:00,,2026-08-29T07:30:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-08-29T11:55:00+00:00,,,,,,Air Cambodia,K6,KHV,3661,K63661,KHV3661,vietnam airlines,vn,hvn,661,vn661,hvn661,,,,,,
2026-08-29,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-08-29T07:30:00+00:00,2026-08-29T07:30:00+00:00,,2026-08-29T07:30:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-08-29T11:55:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9607,GA9607,GIA9607,vietnam airlines,vn,hvn,661,vn661,hvn661,,,,,,
2026-08-29,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-08-29T07:30:00+00:00,2026-08-29T07:30:00+00:00,,2026-08-29T07:30:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,,,2026-08-29T11:55:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5351,SQ5351,SIA5351,vietnam airlines,vn,hvn,661,vn661,hvn661,,,,,,
2026-08-29,scheduled,,Gurney,Pacific/Port_Moresby,GUR,AYGN,,,,2026-08-29T11:25:00+00:00,2026-08-29T11:25:00+00:00,,,,Jackson Field,Pacific/Port_Moresby,POM,AYPY,D,,,2026-08-29T12:25:00+00:00,,,,,,Air Niugini,PX,ANG,155,PX155,ANG155,,,,,,,,,,,,
2026-08-29,scheduled,,East Midlands,Europe/London,EMA,EGNX,,,,2026-08-29T01:15:00+00:00,2026-08-29T01:15:00+00:00,,,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-08-29T03:52:00+00:00,,,,,,DHL Air,3S,BOX,191,3S191,BOX191,,,,,,,,,,3C4594,,
2026-08-29,scheduled,,Dubai,Asia/Dubai,DXB,OMDB,3,A19A,,2026-08-29T03:00:00+00:00,2026-08-29T03:00:00+00:00,,2026-08-29T07:45:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-08-29T15:00:00+00:00,285.0,,,,,Qantas,QF,QFA,8354,QF8354,QFA8354,emirates,ek,uae,354,ek354,uae354,,,,896315,,
2026-08-29,scheduled,,Dubai,Asia/Dubai,DXB,OMDB,3,A19A,,2026-08-29T03:00:00+00:00,2026-08-29T03:00:00+00:00,,2026-08-29T07:45:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-08-29T15:00:00+00:00,285.0,,,,,Condor,DE,CFG,5930,DE5930,CFG5930,emirates,ek,uae,354,ek354,uae354,,,,896315,,
2026-08-29,scheduled,,Dubai,Asia/Dubai,DXB,OMDB,3,A19A,,2026-08-29T03:00:00+00:00,2026-08-29T03:00:00+00:00,,2026-08-29T06:20:00+00:00,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-29T17:15:00+00:00,200.0,,,,,Japan Airlines,JL,JTL,5090,JL5090,JTL5090,emirates,ek,uae,316,ek316,uae316,,,,8964A6,,
2026-08-29,scheduled,,Dubai,Asia/Dubai,DXB,OMDB,3,C8,,2026-08-29T02:55:00+00:00,2026-08-29T02:55:00+00:00,,2026-08-28T05:27:00+00:00,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,I,,,2026-08-29T16:20:00+00:00,,,,,,flydubai,FZ,FDB,6338,FZ6338,FDB6338,emirates,ek,uae,338,ek338,uae338,,,,8963D6,,
2026-08-29,scheduled,,,,DWC,OMDW,,,,2026-08-29T05:45:00+00:00,2026-08-29T05:45:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2026-08-29T11:46:00+00:00,,,,,,Challenge Airlines BE,X6,CHZ,4996,X64996,CHZ4996,,,,,,,,,,4D24C0,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,British Airways,BA,BAW,2325,BA2325,BAW2325,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,Finnair,AY,FIN,6501,AY6501,FIN6501,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,American Airlines,AA,AAL,8178,AA8178,AAL8178,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,RwandAir,WB,RWD,1175,WB1175,RWD1175,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,Virgin Australia,VA,VOZ,6139,VA6139,VOZ6139,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3079,UL3079,ALK3079,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,,,2026-08-29T02:20:00+00:00,2026-08-29T02:20:00+00:00,,,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-29T03:25:00+00:00,,,,,,Malaysia Airlines,MH,MAS,4134,MH4134,MAS4134,qatar airways,qr,qtr,1156,qr1156,qtr1156,,,,,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,C15,,2026-08-29T01:35:00+00:00,2026-08-29T01:35:00+00:00,,2026-08-29T01:35:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,10,,2026-08-29T22:05:00+00:00,,,,,,Qatar Airways,VA,VOZ,8,VA8,VOZ8,,,,,,,,,,06A2B1,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,A10,,2026-08-29T01:20:00+00:00,2026-08-29T01:20:00+00:00,,2026-08-29T01:20:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,1,,,2026-08-29T06:45:00+00:00,,,,,,RwandAir,WB,RWD,1407,WB1407,RWD1407,qatar airways,qr,qtr,19,qr19,qtr19,,,,06A2E8,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,A10,,2026-08-29T01:20:00+00:00,2026-08-29T01:20:00+00:00,,2026-08-29T01:20:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,1,,,2026-08-29T06:45:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3013,UL3013,ALK3013,qatar airways,qr,qtr,19,qr19,qtr19,,,,06A2E8,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,A10,,2026-08-29T01:20:00+00:00,2026-08-29T01:20:00+00:00,,2026-08-29T01:20:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,1,,,2026-08-29T06:45:00+00:00,,,,,,Philippine Airlines,PR,PAL,3476,PR3476,PAL3476,qatar airways,qr,qtr,19,qr19,qtr19,,,,06A2E8,,
2026-08-29,scheduled,,Doha International,Asia/Qatar,DOH,OTHH,,A10,,2026-08-29T01:20:00+00:00,2026-08-29T01:20:00+00:00,,2026-08-29T01:20:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,1,,,2026-08-29T06:45:00+00:00,,,,,,Virgin Australia,VA,VOZ,6153,VA6153,VOZ6153,qatar airways,qr,qtr,19,qr19,qtr19,,,,06A2E8,,
2026-08-29,active,,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,,,,2026-08-29T01:00:00+00:00,2026-08-29T01:00:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,,,,2026-08-29T03:10:00+00:00,,,,,,Blue Dart Aviation,BZ,BDA,684,BZ684,BDA684,,,,,,,,,,800728,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D8,,2026-08-29T14:00:00+00:00,2026-08-29T14:00:00+00:00,,2026-08-29T14:00:00+00:00,,Wellington International,Pacific/Auckland,WLG,NZWN,,18,,2026-08-29T15:05:00+00:00,,,,,,Etihad Airways,EY,ETD,4547,EY4547,ETD4547,air new zealand,nz,anz,5360,nz5360,anz5360,,,,C8276C,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D19,,2026-08-29T14:00:00+00:00,2026-08-29T14:00:00+00:00,,2026-08-29T14:00:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,30,DT2,2026-08-29T15:25:00+00:00,,,,,,Etihad Airways,EY,ETD,4552,EY4552,ETD4552,air new zealand,nz,anz,550,nz550,anz550,,,,C821C1,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D19,,2026-08-29T14:00:00+00:00,2026-08-29T14:00:00+00:00,,2026-08-29T14:00:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,30,DT2,2026-08-29T15:25:00+00:00,,,,,,Air China,CA,CCA,5918,CA5918,CCA5918,air new zealand,nz,anz,550,nz550,anz550,,,,C821C1,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D19,,2026-08-29T14:00:00+00:00,2026-08-29T14:00:00+00:00,,2026-08-29T14:00:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,30,DT2,2026-08-29T15:25:00+00:00,,,,,,EVA Air,BR,EVA,3230,BR3230,EVA3230,air new zealand,nz,anz,550,nz550,anz550,,,,C821C1,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D21,,2026-08-29T13:50:00+00:00,2026-08-29T13:50:00+00:00,,2026-08-29T13:50:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,DT1,2026-08-29T15:10:00+00:00,,,,,,Qantas,QF,QFA,5762,QF5762,QFA5762,jetstar,jq,jst,236,jq236,jst236,,,,,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D21,,2026-08-29T13:50:00+00:00,2026-08-29T13:50:00+00:00,,2026-08-29T13:50:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,DT1,2026-08-29T15:10:00+00:00,,,,,,Fiji Airways,FJ,FJI,5522,FJ5522,FJI5522,jetstar,jq,jst,236,jq236,jst236,,,,,,
2026-08-29,scheduled,,Christchurch International,Pacific/Auckland,CHC,NZCH,,D21,,2026-08-29T13:50:00+00:00,2026-08-29T13:50:00+00:00,,2026-08-29T13:50:00+00:00,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,DT1,2026-08-29T15:10:00+00:00,,,,,,Emirates,EK,UAE,7536,EK7536,UAE7536,jetstar,jq,jst,236,jq236,jst236,,,,,,
2026-08-29,scheduled,,Cologne/bonn,Europe/Berlin,CGN,EDDK,,,,2026-08-29T01:20:00+00:00,2026-08-29T01:20:00+00:00,,,,Adnan Menderes Airport,Europe/Istanbul,ADB,LTBJ,,,,2026-08-29T05:11:00+00:00,,,,,,SunExpress,XQ,SXS,991,XQ991,SXS991,,,,,,,,,,4BCE46,,
2026-08-29,scheduled,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-08-29T07:00:00+00:00,2026-08-29T07:00:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,,,,2026-08-29T10:30:00+00:00,,,,,,IndiGo,6E,IGO,3623,6E3623,IGO3623,garuda indonesia,ga,gia,610,ga610,gia610,,,,,,
2026-08-29,scheduled,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-08-29T07:00:00+00:00,2026-08-29T07:00:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,,,,2026-08-29T10:30:00+00:00,,,,,,China Airlines,CI,CAL,8616,CI8616,CAL8616,garuda indonesia,ga,gia,610,ga610,gia610,,,,,,
2026-08-29,scheduled,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2026-08-29T07:00:00+00:00,2026-08-29T07:00:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,,,,2026-08-29T10:30:00+00:00,,,,,,Etihad Airways,EY,ETD,8091,EY8091,ETD8091,garuda indonesia,ga,gia,610,ga610,gia610,,,,,,
2026-08-29,scheduled,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,,,2026-08-29T06:55:00+00:00,2026-08-29T06:55:00+00:00,,2026-08-29T06:55:00+00:00,,"Silangit Airport
",,DTB,WIMN,,,,2026-08-29T09:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8740,GA8740,GIA8740,citilink,qg,ctv,884,qg884,ctv884,,,,8A03B1,,
2026-08-29,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,B,,2026-08-29T06:55:00+00:00,2026-08-29T06:55:00+00:00,,2026-08-29T06:55:00+00:00,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,33,2026-08-29T09:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1249,3U1249,CSC1249,china southern airlines,cz,csn,3549,cz3549,csn3549,,,,780FC7,,
2026-08-29,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,409,,2026-08-29T07:15:00+00:00,2026-08-29T07:15:00+00:00,,2026-08-29T07:15:00+00:00,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,62,2026-08-29T09:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1789,ZH1789,CSZ1789,air china,ca,cca,1789,ca1789,cca1789,,,,,,
2026-08-29,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,409,,2026-08-29T07:15:00+00:00,2026-08-29T07:15:00+00:00,,2026-08-29T07:15:00+00:00,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,62,2026-08-29T09:20:00+00:00,,,,,,Shandong Airlines,SC,CDG,5513,SC5513,CDG5513,air china,ca,cca,1789,ca1789,cca1789,,,,,,
2026-08-29,active,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,26,,2026-08-29T06:00:00+00:00,2026-08-29T06:00:00+00:00,,2026-08-29T06:00:00+00:00,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,17,D02,2026-08-29T08:20:00+00:00,,,,,,QantasLink,,QLK,1250,,QLK1250,,,,,,,,,,7C78B0,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:30:00+00:00,2026-08-29T05:30:00+00:00,,2026-08-29T05:45:00+00:00,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-08-29T08:15:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8509,VS8509,VIR8509,indigo,6e,igo,6367,6e6367,igo6367,,,,8017E4,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:30:00+00:00,2026-08-29T05:30:00+00:00,,2026-08-29T05:45:00+00:00,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-08-29T08:15:00+00:00,15.0,,,,,KLM,KL,KLM,4771,KL4771,KLM4771,indigo,6e,igo,6367,6e6367,igo6367,,,,8017E4,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:30:00+00:00,2026-08-29T05:30:00+00:00,,2026-08-29T05:45:00+00:00,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-08-29T08:15:00+00:00,15.0,,,,,Air France,AF,AFR,3779,AF3779,AFR3779,indigo,6e,igo,6367,6e6367,igo6367,,,,8017E4,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:30:00+00:00,2026-08-29T05:30:00+00:00,,2026-08-29T05:45:00+00:00,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-08-29T08:15:00+00:00,15.0,,,,,Aegean Airlines,A3,AEE,2042,A32042,AEE2042,indigo,6e,igo,6367,6e6367,igo6367,,,,8017E4,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:25:00+00:00,2026-08-29T05:25:00+00:00,,,,Seeb,Asia/Muscat,MCT,OOMS,,,,2026-08-29T06:50:00+00:00,,,,,,Oman Air,WY,OMA,6845,WY6845,OMA6845,salamair,ov,oms,762,ov762,oms762,,,,,,
2026-08-29,scheduled,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,,2026-08-29T05:20:00+00:00,2026-08-29T05:20:00+00:00,,2026-08-29T05:20:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,2,,,2026-08-29T07:05:00+00:00,,,,,,Emirates,EK,UAE,2137,EK2137,UAE2137,flydubai,fz,fdb,446,fz446,fdb446,,,,,,
2026-08-29,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,16,,2026-08-29T06:10:00+00:00,2026-08-29T06:10:00+00:00,,2026-08-29T06:10:00+00:00,,Cairns,Australia/Brisbane,CNS,YBCS,2,,,2026-08-29T08:40:00+00:00,,,,,,QantasLink,,QLK,1880,,QLK1880,,,,,,,,,,7C777B,,
2026-08-29,scheduled,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D10,,2026-08-29T07:05:00+00:00,2026-08-29T07:05:00+00:00,,2026-08-29T07:05:00+00:00,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,4,,,2026-08-29T08:10:00+00:00,,,,,,Air India,AI,AIC,9762,AI9762,AIC9762,air india,ai,aic,1472,ai1472,aic1472,,,,80158B,,
