flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-12,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-12T08:00:00+00:00,2026-09-12T08:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,33,2026-09-12T11:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2515,3U2515,CSC2515,xiamen air,mf,cxa,8395,mf8395,cxa8395,,,,,
2026-09-12,scheduled,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-12T08:00:00+00:00,2026-09-12T08:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,33,2026-09-12T11:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,4798,MU4798,CES4798,xiamen air,mf,cxa,8395,mf8395,cxa8395,,,,,
2026-09-12,active,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-12T03:15:00+00:00,2026-09-12T03:15:00+00:00,,2026-09-12T02:21:00+00:00,,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-09-12T08:10:00+00:00,,,,,,Aurora,HZ,SHU,5431,HZ5431,SHU5431,,,,,,,,,,,151FCE
2026-09-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,"G,H",,2026-09-12T07:05:00+00:00,2026-09-12T07:05:00+00:00,,2026-09-12T07:05:00+00:00,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-09-12T09:25:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4462,ZH4462,CSZ4462,air china,ca,cca,4368,ca4368,cca4368,,,,,780F64
2026-09-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,"G,H",,2026-09-12T07:05:00+00:00,2026-09-12T07:05:00+00:00,,2026-09-12T07:05:00+00:00,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-09-12T09:25:00+00:00,,,,,,Shandong Airlines,SC,CDG,5100,SC5100,CDG5100,air china,ca,cca,4368,ca4368,cca4368,,,,,780F64
2026-09-12,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,F,,2026-09-12T07:00:00+00:00,2026-09-12T07:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,37,2026-09-12T09:10:00+00:00,,,,,,Hainan Airlines,HU,CHH,4745,HU4745,CHH4745,suparna airlines,y8,yzr,7565,y87565,yzr7565,,,,,7808A2
2026-09-12,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,3,,2026-09-12T10:50:00+00:00,2026-09-12T10:50:00+00:00,,2026-09-12T10:50:00+00:00,,Townsville International,Australia/Brisbane,TSV,YBTL,,4,,2026-09-12T13:35:00+00:00,,,,,,QantasLink,,QLK,1944,,QLK1944,,,,,,,,,,,7C68B4
2026-09-12,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,19,,2026-09-12T10:35:00+00:00,2026-09-12T10:35:00+00:00,,2026-09-12T10:35:00+00:00,,Port Macquarie,Australia/Sydney,PQQ,YPMQ,,,,2026-09-12T11:40:00+00:00,,,,,,QantasLink,,QLK,2162,,QLK2162,,,,,,,,,,,7CB05D
2026-09-12,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,1,,2026-09-12T10:30:00+00:00,2026-09-12T10:30:00+00:00,,2026-09-12T10:30:00+00:00,,Cairns,Australia/Brisbane,CNS,YBCS,2,2,,2026-09-12T13:40:00+00:00,,,,,,QantasLink,,QLK,1818,,QLK1818,,,,,,,,,,,7C7778
2026-09-12,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,2,,2026-09-12T10:05:00+00:00,2026-09-12T10:05:00+00:00,,2026-09-12T10:05:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,,,2026-09-12T11:40:00+00:00,,,,,,QantasLink,,QLK,1261,,QLK1261,,,,,,,,,,,7C78B5
