flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-13T01:05:00+00:00,2026-07-13T01:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-07-13T02:20:00+00:00,,,,,,Atlas Air,5Y,GTI,811,5Y811,GTI811,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-13T00:55:00+00:00,2026-07-13T00:55:00+00:00,,,,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,,,,2026-07-12T14:10:00+00:00,,,,,,Korean Air,KE,KAL,281,KE281,KAL281,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-13T00:55:00+00:00,2026-07-13T00:55:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,,,,2026-07-13T07:15:00+00:00,,,,,,Lufthansa,LH,DLH,8383,LH8383,DLH8383,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,E1,,2026-07-13T00:30:00+00:00,2026-07-13T00:30:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,2,,,2026-07-13T03:15:00+00:00,,,,,,Vietnam Airlines,VN,HVN,433,VN433,HVN433,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,M,,2026-07-13T00:30:00+00:00,2026-07-13T00:30:00+00:00,,,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,,4,2026-07-13T02:15:00+00:00,,,,,,Tigerair Taiwan,IT,TTW,603,IT603,TTW603,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,12,,2026-07-13T00:20:00+00:00,2026-07-13T00:20:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,A7,,2026-07-13T06:55:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,673,ET673,ETH673,,,,,,,,,,,
2026-07-13,scheduled,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-07-13T00:10:00+00:00,2026-07-13T00:10:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-13T05:45:00+00:00,,,,,,Malaysia Airlines,MH,MAS,39,MH39,MAS39,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,145,,2026-07-13T01:05:00+00:00,2026-07-13T01:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,,2026-07-13T03:30:00+00:00,,,,,,Spring Airlines,9C,CQH,8516,9C8516,CQH8516,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-13T01:00:00+00:00,2026-07-13T01:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-07-13T04:40:00+00:00,,,,,,HK express,UO,HKE,623,UO623,HKE623,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,69,,2026-07-13T00:40:00+00:00,2026-07-13T00:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,,,2026-07-13T06:40:00+00:00,,,,,,All Nippon Airways,NH,ANA,843,NH843,ANA843,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,71,,2026-07-13T00:30:00+00:00,2026-07-13T00:30:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,TBIT,,,2026-07-12T19:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,106,NH106,ANA106,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,,2026-07-13T00:20:00+00:00,2026-07-13T00:20:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-13T04:50:00+00:00,,,,,,Thai Airways,TG,THA,661,TG661,THA661,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,67,,2026-07-13T00:15:00+00:00,2026-07-13T00:15:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-13T04:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,849,NH849,ANA849,,,,,,,,,,,
2026-07-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-13T00:15:00+00:00,2026-07-13T00:15:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,3,,,2026-07-13T06:25:00+00:00,,,,,,Japan Airlines,JL,JTL,41,JL41,JTL41,,,,,,,,,,,
2026-07-13,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,G,,2026-07-13T00:05:00+00:00,2026-07-13T00:05:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,20,,2026-07-13T04:55:00+00:00,,,,,,Eastar Jet,ZE,ESR,862,ZE862,ESR862,,,,,,,,,,,
