flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-07-28T01:30:00+00:00,2026-07-28T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-28T09:30:00+00:00,,,,,,Swiss,LX,SWR,4125,LX4125,SWR4125,air india,ai,aic,309,ai309,aic309,,,,80159F,,
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-07-28T01:30:00+00:00,2026-07-28T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-28T09:30:00+00:00,,,,,,Lufthansa,LH,DLH,5279,LH5279,DLH5279,air india,ai,aic,309,ai309,aic309,,,,80159F,,
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-28T00:00:00+00:00,2026-07-28T00:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-07-28T06:49:00+00:00,,,,,,Cathay Pacific,CX,CPA,178,CX178,CPA178,,,,,,,,,,780A3A,,
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-28T00:00:00+00:00,2026-07-28T00:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-07-28T06:49:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,5612,OM5612,MGL5612,cathay pacific,cx,cpa,178,cx178,cpa178,,,,780A3A,,
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-28T00:00:00+00:00,2026-07-28T00:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-07-28T06:49:00+00:00,,,,,,British Airways,BA,BAW,4140,BA4140,BAW4140,cathay pacific,cx,cpa,178,cx178,cpa178,,,,780A3A,,
2026-07-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-28T00:00:00+00:00,2026-07-28T00:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-07-28T06:49:00+00:00,,,,,,Finnair,AY,FIN,5844,AY5844,FIN5844,cathay pacific,cx,cpa,178,cx178,cpa178,,,,780A3A,,
2026-07-28,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-28T00:15:00+00:00,2026-07-28T00:15:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-28T04:15:00+00:00,,,,,,Philippine Airlines,PR,PAL,3495,PR3495,PAL3495,malaysia airlines,mh,mas,805,mh805,mas805,,,,,,
2026-07-28,scheduled,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-28T00:15:00+00:00,2026-07-28T00:15:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-28T04:15:00+00:00,,,,,,Fly Sky Airlines,FY,FSQ,7353,FY7353,FSQ7353,malaysia airlines,mh,mas,805,mh805,mas805,,,,,,
2026-07-28,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-28T01:05:00+00:00,2026-07-28T01:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-28T03:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8589,SQ8589,SIA8589,scoot,tr,tgw,347,tr347,tgw347,,,,,,
2026-07-28,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-07-28T00:55:00+00:00,2026-07-28T00:55:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-28T05:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9139,GA9139,GIA9139,philippine airlines,pr,pal,538,pr538,pal538,,,,,,
