flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-03,scheduled,,,Bandar Seri Begwan International Airport,Asia/Brunei,BWN,WBSB,,,,2026-07-03T00:35:00+00:00,2026-07-03T00:35:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,,,2026-07-03T07:30:00+00:00,,,,,,Royal Brunei Airlines,BI,RBA,695,BI695,RBA695,,,,,,,,,,,
2026-07-03,scheduled,,,Bandar Seri Begwan International Airport,Asia/Brunei,BWN,WBSB,,,,2026-07-03T00:35:00+00:00,2026-07-03T00:35:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,,,2026-07-03T07:30:00+00:00,,,,,,Japan Airlines,JL,JTL,5000,JL5000,JTL5000,,royal brunei airlines,bi,rba,695,bi695,rba695,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,S122,,2026-07-03T00:05:00+00:00,2026-07-03T00:05:00+00:00,,,,Gardermoen,Europe/Oslo,OSL,ENGM,,,,2026-07-03T07:25:00+00:00,,,,,,Thai Airways,TG,THA,954,TG954,THA954,,,,,,,,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,D6,,2026-07-03T00:05:00+00:00,2026-07-03T00:05:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-07-03T07:10:00+00:00,,,,,,Thai Airways,TG,THA,930,TG930,THA930,,,,,,,,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,C9,,2026-07-03T00:05:00+00:00,2026-07-03T00:05:00+00:00,,,,Brussels Airport,Europe/Brussels,BRU,EBBR,,,,2026-07-03T07:15:00+00:00,,,,,,Thai Airways,TG,THA,934,TG934,THA934,,,,,,,,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-03T00:05:00+00:00,2026-07-03T00:05:00+00:00,,,,Chu-Bu Centrair International (Central Japan International),Asia/Tokyo,NGO,RJGG,1,,,2026-07-03T08:00:00+00:00,,,,,,Thai Airways,TG,THA,644,TG644,THA644,,,,,,,,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-03T00:00:00+00:00,2026-07-03T00:00:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-03T05:00:00+00:00,,,,,,JDL Airlines,JG,JDL,2902,JG2902,JDL2902,,,,,,,,,,,
2026-07-03,scheduled,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-03T00:00:00+00:00,2026-07-03T00:00:00+00:00,,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-07-03T01:20:00+00:00,,,,,,Exploits Valley Air Services,8K,EVS,802,8K802,EVS802,,,,,,,,,,,
2026-07-03,scheduled,,,Auckland International,Pacific/Auckland,AKL,NZAA,,,,2026-07-03T05:00:00+00:00,2026-07-03T05:00:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-03T11:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,7289,SQ7289,SIA7289,,,,,,,,,,,
2026-07-03,cancelled,,,Auckland International,Pacific/Auckland,AKL,NZAA,,,,2026-07-03T04:10:00+00:00,2026-07-03T04:10:00+00:00,,,,Christchurch International,Pacific/Auckland,CHC,NZCH,,,,2026-07-03T05:25:00+00:00,,,,,,Qantas,QF,QFA,7523,QF7523,QFA7523,,,,,,,,,,,
