flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-10,scheduled,,"Toowoomba Wellcamp Airport
",,WTB,YBWW,,,,2026-08-10T09:00:00+00:00,2026-08-10T09:00:00+00:00,,,,Charleville,Australia/Brisbane,CTL,YBCV,,,,2026-08-10T10:40:00+00:00,,,,,,Rex,ZL,RXA,5662,ZL5662,RXA5662,,,,,7C802C,,,,,,,
2026-08-10,scheduled,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,,,,2026-08-10T07:00:00+00:00,2026-08-10T07:00:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,18,2026-08-10T09:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,3774,CZ3774,CSN3774,,,,,7BB0DA,,,,,,,
2026-08-10,cancelled,,Zhuhai Airport,Asia/Shanghai,ZUH,ZGSD,,,,2026-08-10T06:30:00+00:00,2026-08-10T06:30:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-08-10T08:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,2340,MU2340,CES2340,,,,,,,,,,,,
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,,2026-08-10T08:15:00+00:00,2026-08-10T08:15:00+00:00,,,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:10:00+00:00,,,,,,Qantas,QF,QFA,5819,QF5819,QFA5819,,,,,,,jetstar,jq,jst,295,jq295,jst295
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,,2026-08-10T08:15:00+00:00,2026-08-10T08:15:00+00:00,,,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:10:00+00:00,,,,,,Emirates,EK,UAE,7565,EK7565,UAE7565,,,,,,,jetstar,jq,jst,295,jq295,jst295
2026-08-10,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,,2026-08-10T08:15:00+00:00,2026-08-10T08:15:00+00:00,,,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:10:00+00:00,,,,,,American Airlines,AA,AAL,9033,AA9033,AAL9033,,,,,,,jetstar,jq,jst,295,jq295,jst295
2026-08-10,scheduled,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:50:00+00:00,2026-08-10T10:50:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,1,2026-08-10T12:40:00+00:00,,,,,,Jetstar,JQ,JST,292,JQ292,JST292,,,,,,,,,,,,
2026-08-10,scheduled,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:50:00+00:00,2026-08-10T10:50:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,1,2026-08-10T12:40:00+00:00,,,,,,Qantas,QF,QFA,5816,QF5816,QFA5816,,,,,,,jetstar,jq,jst,292,jq292,jst292
2026-08-10,scheduled,,Queenstown,Pacific/Auckland,ZQN,NZQN,,4,,2026-08-10T10:50:00+00:00,2026-08-10T10:50:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,D,21,1,2026-08-10T12:40:00+00:00,,,,,,Emirates,EK,UAE,7562,EK7562,UAE7562,,,,,,,jetstar,jq,jst,292,jq292,jst292
2026-08-10,scheduled,,Queenstown,Pacific/Auckland,ZQN,NZQN,,3,,2026-08-10T10:35:00+00:00,2026-08-10T10:35:00+00:00,,,,Auckland International,Pacific/Auckland,AKL,NZAA,D,31,2,2026-08-10T12:25:00+00:00,,,,,,Air New Zealand,NZ,ANZ,612,NZ612,ANZ612,,,,,,,,,,,,
