flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,D,,2026-08-24T07:25:00+00:00,2026-08-24T07:25:00+00:00,,,,Itami,Asia/Tokyo,ITM,RJOO,,,,2026-08-24T08:15:00+00:00,,,,,,All Nippon Airways,NH,ANA,1632,NH1632,ANA1632,,,,,,,,,,,
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,C,,2026-08-24T07:15:00+00:00,2026-08-24T07:15:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,,,2026-08-24T08:50:00+00:00,,,,,,All Nippon Airways,NH,ANA,582,NH582,ANA582,,,,,,,,,,,
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,C,,2026-08-24T07:15:00+00:00,2026-08-24T07:15:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,,,2026-08-24T08:50:00+00:00,,,,,,Lufthansa,LH,DLH,4893,LH4893,DLH4893,,all nippon airways,nh,ana,582,nh582,ana582,,,,
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,A,,2026-08-24T07:10:00+00:00,2026-08-24T07:10:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-08-24T08:40:00+00:00,,,,,,Japan Airlines,JL,JTL,430,JL430,JTL430,,,,,,,,,,,
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,A,,2026-08-24T07:10:00+00:00,2026-08-24T07:10:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-08-24T08:40:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9339,GA9339,GIA9339,,jet linx aviation,jl,jtl,430,jl430,jtl430,,,,
2026-08-24,scheduled,,,Matsuyama,Asia/Tokyo,MYJ,RJOM,,A,,2026-08-24T07:10:00+00:00,2026-08-24T07:10:00+00:00,,,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,,,2026-08-24T08:40:00+00:00,,,,,,AlphaSky,AS,JAG,7508,AS7508,JAG7508,,jet linx aviation,jl,jtl,430,jl430,jtl430,,,,
2026-08-24,scheduled,,,Bicol International Airport,Asia/Manila,DRP,RPLK,,,,2026-08-24T05:40:00+00:00,2026-08-24T05:40:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-08-24T07:00:00+00:00,,,,,,Cebu Pacific,5J,CEB,322,5J322,CEB322,,,,,,,,,,,7586A0
2026-08-24,scheduled,,,Moranbah,Australia/Brisbane,MOV,YMRB,,,,2026-08-24T08:55:00+00:00,2026-08-24T08:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,D03,2026-08-24T10:40:00+00:00,,,,,,Qantas,QF,QFA,2453,QF2453,QFA2453,,,,,,,,,,,
2026-08-24,scheduled,,,Moranbah,Australia/Brisbane,MOV,YMRB,,,,2026-08-24T08:55:00+00:00,2026-08-24T08:55:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,D03,2026-08-24T10:40:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7231,NZ7231,ANZ7231,,qantas,qf,qfa,2453,qf2453,qfa2453,,,,
2026-08-24,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,2,,,2026-08-24T07:05:00+00:00,2026-08-24T07:05:00+00:00,,,,D.Z. Romualdez,Asia/Manila,TAC,RPVA,,,,2026-08-24T08:25:00+00:00,,,,,,Philippines AirAsia,Z2,EZD,6325,Z26325,EZD6325,,,,,,,,,,,758550
