flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-25,scheduled,,Menara,Africa/Casablanca,RAK,GMMX,,,,2026-08-25T07:10:00+00:00,2026-08-25T07:10:00+00:00,,2026-08-25T07:10:00+00:00,,St-Exupéry,Europe/Paris,LYS,LFLL,1,,,2026-08-25T11:10:00+00:00,,,,,,easyJet,EC,EJU,4480,EC4480,EJU4480,,,,,440083,,,,,,,
2026-08-25,scheduled,,West Angelas Airport,,WLP,YANG,,,,2026-08-25T09:45:00+00:00,2026-08-25T09:45:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,3,35,,2026-08-25T11:40:00+00:00,,,,,,Qantas,QF,QFA,2963,QF2963,QFA2963,,,,,,,,,,,,
2026-08-25,scheduled,,West Angelas Airport,,WLP,YANG,,,,2026-08-25T09:00:00+00:00,2026-08-25T09:00:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,4,,,2026-08-25T10:55:00+00:00,,,,,,Qantas,QF,QFA,2961,QF2961,QFA2961,,,,,,,,,,,,
2026-08-25,active,,,,KFE,YFDF,,,12.0,2026-08-25T08:05:00+00:00,2026-08-25T08:05:00+00:00,2026-08-25T08:14:00+00:00,2026-08-25T08:14:00+00:00,2026-08-25T08:14:00+00:00,Perth International,Australia/Perth,PER,YPPH,3,,,2026-08-25T10:00:00+00:00,12.0,2026-08-25T10:12:00+00:00,,2026-08-25T10:12:00+00:00,,QantasLink,,NWK,2909,,NWK2909,,,,,7C4414,,,,,,,
2026-08-25,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,38,,2026-08-25T08:30:00+00:00,2026-08-25T08:30:00+00:00,,2026-08-25T08:36:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,49,2026-08-25T10:35:00+00:00,,,,,,Shandong Airlines,SC,CDG,5094,SC5094,CDG5094,,,,,,,air china,ca,cca,1640,ca1640,cca1640
2026-08-25,scheduled,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,38,,2026-08-25T08:30:00+00:00,2026-08-25T08:30:00+00:00,,2026-08-25T08:36:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,49,2026-08-25T10:35:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3971,NZ3971,ANZ3971,,,,,,,air china,ca,cca,1640,ca1640,cca1640
2026-08-25,scheduled,,Lawica,Europe/Warsaw,POZ,EPPO,,,,2026-08-25T08:30:00+00:00,2026-08-25T08:30:00+00:00,,,,Stuttgart Echterdingen,Europe/Berlin,STR,EDDS,,,,2026-08-25T09:34:00+00:00,,,,,,AMC Aviation,,AMQ,,,AMQ,,,,,48E81B,,,,,,,
2026-08-25,scheduled,,Osvaldo Vieira International,Africa/Bissau,OXB,GGOV,,,,2026-08-25T06:30:00+00:00,2026-08-25T06:30:00+00:00,,,,"Blaise Diagne International Airport
",,DSS,GOBD,,,,2026-08-25T07:30:00+00:00,,,,,,ASKY Airlines,KP,SKK,53,KP53,SKK53,,,,,040268,,,,,,,
2026-08-25,scheduled,,Osvaldo Vieira International,Africa/Bissau,OXB,GGOV,,,,2026-08-25T06:30:00+00:00,2026-08-25T06:30:00+00:00,,,,"Blaise Diagne International Airport
",,DSS,GOBD,,,,2026-08-25T07:30:00+00:00,,,,,,Air Senegal,HC,SZN,3002,HC3002,SZN3002,,,,,040268,,asky airlines,kp,skk,53,kp53,skk53
2026-08-25,scheduled,,Osvaldo Vieira International,Africa/Bissau,OXB,GGOV,,,,2026-08-25T06:30:00+00:00,2026-08-25T06:30:00+00:00,,,,"Blaise Diagne International Airport
",,DSS,GOBD,,,,2026-08-25T07:30:00+00:00,,,,,,Kenya Airways,KQ,KQA,4761,KQ4761,KQA4761,,,,,040268,,asky airlines,kp,skk,53,kp53,skk53
