flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,Xiamen Air,MF,CXA,4118,MF4118,CXA4118,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4104,3U4104,CSC4104,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,Loong Air,GJ,CDC,5682,GJ5682,CDC5682,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,China Eastern Airlines,MU,CES,4491,MU4491,CES4491,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,Shandong Airlines,SC,CDG,3716,SC3716,CDG3716,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-07-16T14:55:00+00:00,2026-07-16T14:55:00+00:00,,,,Linfen Qiaoli Airport,,LFQ,ZBLF,,,,2026-07-16T16:05:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,3840,ZH3840,CSZ3840,china express airlines,g5,hxa,4226,g54226,hxa4226,,,,781D6E,,
2026-07-16,scheduled,,Ordu Giresun Airport,,OGU,LTCB,,,,2026-07-16T10:45:00+00:00,2026-07-16T10:45:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-07-16T12:40:00+00:00,,,,,,Turkish Airlines,TK,THY,2849,TK2849,THY2849,,,,,,,,,,,,
2026-07-16,scheduled,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-07-16T13:00:00+00:00,2026-07-16T13:00:00+00:00,,,,Ust-kamenogorsk,Asia/Almaty,UKK,UASK,,,,2026-07-16T14:35:00+00:00,,,,,,Air Astana,KC,KZR,345,KC345,KZR345,,,,,,,,,,,,
2026-07-16,scheduled,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-07-16T13:00:00+00:00,2026-07-16T13:00:00+00:00,,,,Ust-kamenogorsk,Asia/Almaty,UKK,UASK,,,,2026-07-16T14:35:00+00:00,,,,,,Etihad Airways,EY,ETD,5294,EY5294,ETD5294,air astana,kc,kzr,345,kc345,kzr345,,,,,,
2026-07-16,scheduled,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-07-16T12:50:00+00:00,2026-07-16T12:50:00+00:00,,,,Almaty,Asia/Almaty,ALA,UAAA,1,,,2026-07-16T14:35:00+00:00,,,,,,Air Falcon,FS,FPK,7058,FS7058,FPK7058,,,,,,,,,,,,
