flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-16,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-06-16T07:30:00+00:00,2026-06-16T07:30:00+00:00,,,,Emerald,Australia/Brisbane,EMD,YEML,,,,2026-06-15T10:18:00+00:00,,,,,,empty,,,,,,,,,,7C7AC6,,,,,,,
2026-06-15,active,,Polonia,Asia/Jakarta,KNO,WIMM,,3,,2026-06-15T08:50:00+00:00,2026-06-15T08:50:00+00:00,2026-06-15T08:54:00+00:00,2026-06-15T08:54:00+00:00,2026-06-15T08:54:00+00:00,Penang International,Asia/Kuala_Lumpur,PEN,WMKP,,,,2026-06-15T10:45:00+00:00,4.0,2026-06-15T10:25:00+00:00,,,,Batik Air,ID,BTK,311,ID311,BTK311,,,,,75056A,,,,,,,
2026-06-15,active,,Kuching,Asia/Kuching,KCH,WBGG,,6,,2026-06-15T10:00:00+00:00,2026-06-15T10:00:00+00:00,2026-06-15T10:07:00+00:00,2026-06-15T10:07:00+00:00,2026-06-15T10:07:00+00:00,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A4,,2026-06-15T11:50:00+00:00,8.0,2026-06-15T11:37:00+00:00,,,,Batik Air,ID,BTK,1633,ID1633,BTK1633,,,,,7505A9,,,,,,,
2026-06-15,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-06-15T14:15:00+00:00,2026-06-15T14:15:00+00:00,,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-06-15T16:50:00+00:00,,,,,,Juneyao Air,HO,DKH,7031,HO7031,DKH7031,,,,,780684,xiamen air,mf,cxa,8114,mf8114,cxa8114,
2026-06-15,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-06-15T14:15:00+00:00,2026-06-15T14:15:00+00:00,,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-06-15T16:50:00+00:00,,,,,,China Express Airlines,G5,HXA,9218,G59218,HXA9218,,,,,780684,xiamen air,mf,cxa,8114,mf8114,cxa8114,
2026-06-15,scheduled,,Oliver Reginald Tambo International (Jan Smuts International),Africa/Johannesburg,JNB,FAOR,B,A27,,2026-06-15T10:20:00+00:00,2026-06-15T10:20:00+00:00,,,,Rooikop,Africa/Windhoek,WVB,FYWB,,,,2026-06-15T12:55:00+00:00,,,,,,Emirates,EK,UAE,4166,EK4166,UAE4166,,,,,00AE2A,airlink,4z,lnk,141,4z141,lnk141,
2026-06-15,scheduled,,Itami,Asia/Tokyo,ITM,RJOO,,9B,,2026-06-15T17:35:00+00:00,2026-06-15T17:35:00+00:00,,,,Niigata,Asia/Tokyo,KIJ,RJSN,,,,2026-06-15T18:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,3189,NH3189,ANA3189,,,,,,ibex airlines,fw,ibx,89,fw89,ibx89,
2026-06-15,scheduled,,Itami,Asia/Tokyo,ITM,RJOO,,24,,2026-06-15T17:25:00+00:00,2026-06-15T17:25:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-06-15T18:35:00+00:00,,,,,,China Airlines,CI,CAL,8307,CI8307,CAL8307,,,,,,jet linx aviation,jl,jtl,2389,jl2389,jtl2389,
2026-06-15,scheduled,,Juba,Africa/Juba,JUB,HJJJ,IN,1,,2026-06-15T10:50:00+00:00,2026-06-15T10:50:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,B7,,2026-06-15T13:50:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,353,ET353,ETH353,,,,,040013,,,,,,,
2026-06-15,scheduled,,Juba,Africa/Juba,JUB,HJJJ,,,,2026-06-15T09:30:00+00:00,2026-06-15T09:30:00+00:00,,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,2,,,2026-06-15T12:15:00+00:00,,,,,,empty,,,3504,,,,,,,,,,,,,,
2026-06-15,scheduled,,Kuusamo,Europe/Helsinki,KAO,EFKS,T1,3,,2026-06-15T10:45:00+00:00,2026-06-15T10:45:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,9,12,2026-06-15T12:25:00+00:00,,,,,,Finnair,AY,FIN,490,AY490,FIN490,,,,,4601F7,,,,,,,
2026-06-15,scheduled,,Kuusamo,Europe/Helsinki,KAO,EFKS,T1,3,,2026-06-15T10:45:00+00:00,2026-06-15T10:45:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,9,12,2026-06-15T12:25:00+00:00,,,,,,Qatar Airways,QR,QTR,6155,QR6155,QTR6155,,,,,4601F7,finnair,ay,fin,490,ay490,fin490,
2026-06-15,scheduled,,Kuusamo,Europe/Helsinki,KAO,EFKS,T1,3,,2026-06-15T10:45:00+00:00,2026-06-15T10:45:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,9,12,2026-06-15T12:25:00+00:00,,,,,,AlphaSky,AS,JAG,7644,AS7644,JAG7644,,,,,4601F7,finnair,ay,fin,490,ay490,fin490,
2026-06-15,scheduled,,Kuusamo,Europe/Helsinki,KAO,EFKS,T1,3,,2026-06-15T10:45:00+00:00,2026-06-15T10:45:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,9,12,2026-06-15T12:25:00+00:00,,,,,,Air France,AF,AFR,4226,AF4226,AFR4226,,,,,4601F7,finnair,ay,fin,490,ay490,fin490,
2026-06-15,scheduled,,Washington Dulles International,America/New_York,IAD,KIAD,,A15,,2026-06-15T02:21:00+00:00,2026-06-15T02:21:00+00:00,,,,Tocumen International,America/Panama,PTY,MPTO,2,,,2026-06-15T06:13:00+00:00,,,,,,United Airlines,UA,UAL,7065,UA7065,UAL7065,,,,,,copa airlines,cm,cmp,403,cm403,cmp403,
2026-06-15,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,20,,2026-06-15T13:10:00+00:00,2026-06-15T13:10:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,37,2026-06-15T16:05:00+00:00,,,,,,Xiamen Air,MF,CXA,5243,MF5243,CXA5243,,,,,7821A8,loong air,gj,cdc,8560,gj8560,cdc8560,
2026-06-15,scheduled,,Yinchuan,Asia/Shanghai,INC,ZLIC,,20,,2026-06-15T13:10:00+00:00,2026-06-15T13:10:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,37,2026-06-15T16:05:00+00:00,,,,,,Hainan Airlines,HU,CHH,2094,HU2094,CHH2094,,,,,7821A8,loong air,gj,cdc,8560,gj8560,cdc8560,
