flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-13,scheduled,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-13T01:05:00+00:00,2026-08-13T01:05:00+00:00,,,,Ben Gurion International,Asia/Jerusalem,TLV,LLBG,,,,2026-08-13T05:16:00+00:00,,,,,,arkia,IZ,AIZ,902,IZ902,AIZ902,,,,,738446,,,,,,,
2026-08-13,scheduled,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-13T00:15:00+00:00,2026-08-13T00:15:00+00:00,,,,Rinas Mother Teresa,Europe/Tirane,TIA,LATI,,,,2026-08-13T02:02:00+00:00,,,,,,Ryanair,RR,RYS,,RR,RYS,,,,,48C1A9,,,,,,,
2026-08-13,scheduled,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2026-08-13T00:10:00+00:00,2026-08-13T00:10:00+00:00,,,,Liszt Ferenc International,Europe/Budapest,BUD,LHBP,,,,2026-08-13T01:16:00+00:00,,,,,,Wizz Air,W6,WZZ,,W6,WZZ,,,,,471DAF,,,,,,,
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,10,,2026-08-13T07:20:00+00:00,2026-08-13T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-13T08:35:00+00:00,,,,,,AlphaSky,AS,JAG,7479,AS7479,JAG7479,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,10,,2026-08-13T07:20:00+00:00,2026-08-13T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-13T08:35:00+00:00,,,,,,Malaysia Airlines,MH,MAS,9167,MH9167,MAS9167,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,10,,2026-08-13T07:20:00+00:00,2026-08-13T07:20:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-08-13T08:35:00+00:00,,,,,,Qatar Airways,QR,QTR,6045,QR6045,QTR6045,,,,,,,jet linx aviation,jl,jtl,221,jl221,jtl221
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-08-13T07:15:00+00:00,2026-08-13T07:15:00+00:00,,,,Chitose,Asia/Tokyo,CTS,RJCC,D,,,2026-08-13T08:50:00+00:00,,,,,,AlphaSky,AS,JAG,7395,AS7395,JAG7395,,,,,,,jet linx aviation,jl,jtl,503,jl503,jtl503
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,1,17,,2026-08-13T07:15:00+00:00,2026-08-13T07:15:00+00:00,,,,Chitose,Asia/Tokyo,CTS,RJCC,D,,,2026-08-13T08:50:00+00:00,,,,,,Qatar Airways,QR,QTR,6057,QR6057,QTR6057,,,,,,,jet linx aviation,jl,jtl,503,jl503,jtl503
2026-08-13,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,502,,2026-08-13T07:15:00+00:00,2026-08-13T07:15:00+00:00,,,,Kumamoto,Asia/Tokyo,KMJ,RJFT,,,,2026-08-13T09:00:00+00:00,,,,,,All Nippon Airways,NH,ANA,2411,NH2411,ANA2411,,,,,,,solaseed air,6j,snj,11,6j11,snj11
2026-08-13,active,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-08-13T00:40:00+00:00,2026-08-13T00:40:00+00:00,,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,,,,2026-08-13T03:15:00+00:00,23.0,,,,,Air Zeta,KJ,AIH,933,KJ933,AIH933,,,,,71BC23,,,,,,,
