flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-09-10,scheduled,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-09-10T01:00:00+00:00,2026-09-10T01:00:00+00:00,,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-09-10T02:55:00+00:00,,,,,,SunExpress,XQ,SXS,5030,XQ5030,SXS5030,,,,,4BCE1A,,,,,,,
2026-09-10,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-10T08:00:00+00:00,2026-09-10T08:00:00+00:00,,2026-09-10T08:00:00+00:00,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,33,2026-09-10T11:10:00+00:00,,,,,,KLM,KL,KLM,4268,KL4268,KLM4268,,,,,782148,xiamen air,mf,cxa,8395,mf8395,cxa8395,
2026-09-10,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-10T08:00:00+00:00,2026-09-10T08:00:00+00:00,,2026-09-10T08:00:00+00:00,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,33,2026-09-10T11:10:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4294,CZ4294,CSN4294,,,,,782148,xiamen air,mf,cxa,8395,mf8395,cxa8395,
2026-09-10,active,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-10T02:15:00+00:00,2026-09-10T02:15:00+00:00,,,,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-09-10T07:10:00+00:00,,,,,,Aurora,HZ,SHU,5431,HZ5431,SHU5431,,,,,151FCC,,,,,,,
2026-09-10,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-09-10T05:00:00+00:00,2026-09-10T05:00:00+00:00,,,,Stansted,Europe/London,STN,EGSS,,,,2026-09-10T09:22:00+00:00,,,,,,China Cargo Airlines,CK,CKK,605,CK605,CKK605,,,,,782409,,,,,,,
2026-09-10,active,,Nadi International,Pacific/Fiji,NAN,NFFN,,,,2026-09-10T07:00:00+00:00,2026-09-10T07:00:00+00:00,,2026-09-10T07:00:00+00:00,,Matei,Pacific/Fiji,TVU,NFNM,,,,2026-09-10T08:20:00+00:00,,,,,,Fiji Airways,FJ,FJA,121,FJ121,FJA121,,,,,C88080,,,,,,,
2026-09-10,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-09-10T02:40:00+00:00,2026-09-10T02:40:00+00:00,,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,T1,,,2026-09-10T04:20:00+00:00,,,,,,Cargo Air,QY,BCS,460,QY460,BCS460,,,,,452084,,,,,,,
2026-09-10,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-09-10T02:30:00+00:00,2026-09-10T02:30:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,CARG,,,2026-09-10T04:50:00+00:00,,,,,,Cygnus Air,QY,BCS,8340,QY8340,BCS8340,,,,,347301,,,,,,,
2026-09-10,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-09-10T02:15:00+00:00,2026-09-10T02:15:00+00:00,,,,Stansted,Europe/London,STN,EGSS,,,,2026-09-10T02:57:00+00:00,,,,,,DHL Air,QY,BCS,2204,QY2204,BCS2204,,,,,451DBD,,,,,,,
2026-09-10,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,,,Vitoria,Europe/Madrid,VIT,LEVT,,,,2026-09-10T04:00:00+00:00,,,,,,Swiftair,QY,BCS,422,QY422,BCS422,,,,,345292,,,,,,,
2026-09-10,scheduled,,Milano Malpensa,Europe/Rome,MXP,LIMC,,,,2026-09-10T00:45:00+00:00,2026-09-10T00:45:00+00:00,,,,Stansted,Europe/London,STN,EGSS,,,,2026-09-10T01:23:00+00:00,,,,,,DHL Air,QY,BCS,,QY,BCS,,,,,440BCF,,,,,,,
2026-09-10,scheduled,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-09-10T06:30:00+00:00,2026-09-10T06:30:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-09-10T07:20:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C39FA,,,,,,,
2026-09-10,scheduled,,Devonport,Australia/Hobart,DPO,YDPO,,,,2026-09-10T06:30:00+00:00,2026-09-10T06:30:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-09-10T07:15:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C530F,,,,,,,
2026-09-10,scheduled,,Madang,Pacific/Port_Moresby,MAG,AYMD,,,,2026-09-10T11:05:00+00:00,2026-09-10T11:05:00+00:00,,,,Boram,Pacific/Port_Moresby,WWK,AYWK,,,,2026-09-10T11:55:00+00:00,,,,,,Air Niugini,PX,ANG,4128,PX4128,ANG4128,,,,,,,,,,,,
2026-09-10,scheduled,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-09-10T02:20:00+00:00,2026-09-10T02:20:00+00:00,,,,Vitoria,Europe/Madrid,VIT,LEVT,,,,2026-09-10T04:32:00+00:00,,,,,,DHL Air,QY,BCS,,QY,BCS,,,,,3C5421,,,,,,,
2026-09-10,scheduled,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-09-10T01:40:00+00:00,2026-09-10T01:40:00+00:00,,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,,,,2026-09-10T04:21:00+00:00,,,,,,Swiftair,QY,BCS,,QY,BCS,,,,,346319,,,,,,,
2026-09-10,scheduled,,Halle,Europe/Berlin,LEJ,EDDP,,,,2026-09-10T00:15:00+00:00,2026-09-10T00:15:00+00:00,,,,Milano Malpensa,Europe/Rome,MXP,LIMC,T1,,,2026-09-10T01:50:00+00:00,,,,,,Swiftair,QY,BCS,136,QY136,BCS136,,,,,348358,,,,,,,
2026-09-10,scheduled,,Kyzyl,Asia/Krasnoyarsk,KYZ,UNKY,,,,2026-09-10T07:55:00+00:00,2026-09-10T07:55:00+00:00,,,,Domodedovo,Europe/Moscow,DME,UUDD,,,,2026-09-10T09:10:00+00:00,,,,,,S7 Airlines,S7,SBI,2600,S72600,SBI2600,,,,,,,,,,,,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,A33,,2026-09-10T03:10:00+00:00,2026-09-10T03:10:00+00:00,,2026-09-10T03:10:00+00:00,,Doha International,Asia/Qatar,DOH,OTHH,,,9,2026-09-10T05:30:00+00:00,,,,,,American Airlines,AA,AAL,8214,AA8214,AAL8214,,,,,,qatar airways,qr,qtr,1183,qr1183,qtr1183,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,B23-,,2026-09-10T03:05:00+00:00,2026-09-10T03:05:00+00:00,,2026-09-10T03:05:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C31,5,2026-09-10T07:05:00+00:00,,,,,,flynas,XY,KNE,3330,XY3330,KNE3330,,,,,896697,etihad airways,ey,etd,602,ey602,etd602,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,B23-,,2026-09-10T03:05:00+00:00,2026-09-10T03:05:00+00:00,,2026-09-10T03:05:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C31,5,2026-09-10T07:05:00+00:00,,,,,,Saudia,SV,SVA,6471,SV6471,SVA6471,,,,,896697,etihad airways,ey,etd,602,ey602,etd602,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,B23-,,2026-09-10T03:05:00+00:00,2026-09-10T03:05:00+00:00,,2026-09-10T03:05:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C31,5,2026-09-10T07:05:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6972,OZ6972,AAR6972,,,,,896697,etihad airways,ey,etd,602,ey602,etd602,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,B23-,,2026-09-10T03:05:00+00:00,2026-09-10T03:05:00+00:00,,2026-09-10T03:05:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C31,5,2026-09-10T07:05:00+00:00,,,,,,China Eastern Airlines,MU,CES,3624,MU3624,CES3624,,,,,896697,etihad airways,ey,etd,602,ey602,etd602,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,B23-,,2026-09-10T03:05:00+00:00,2026-09-10T03:05:00+00:00,,2026-09-10T03:05:00+00:00,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C31,5,2026-09-10T07:05:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8857,GA8857,GIA8857,,,,,896697,etihad airways,ey,etd,602,ey602,etd602,
2026-09-10,scheduled,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T02:50:00+00:00,2026-09-10T02:50:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,3,,,2026-09-10T04:25:00+00:00,,,,,,Saudia,SV,SVA,6577,SV6577,SVA6577,,,,,,flyadeal,f3,fad,162,f3162,fad162,
2026-09-10,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,F3B,,2026-09-10T00:30:00+00:00,2026-09-10T00:30:00+00:00,,2026-09-10T00:30:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,1,,3,2026-09-10T05:55:00+00:00,,,,,,Royal Brunei Airlines,BI,RBA,3603,BI3603,RBA3603,,,,,4BB287,turkish airlines,tk,thy,762,tk762,thy762,
2026-09-10,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,F3B,,2026-09-10T00:30:00+00:00,2026-09-10T00:30:00+00:00,,2026-09-10T00:30:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,1,,3,2026-09-10T05:55:00+00:00,,,,,,Interjet,4O,AIJ,4454,4O4454,AIJ4454,,,,,4BB287,turkish airlines,tk,thy,762,tk762,thy762,
2026-09-10,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-10T06:50:00+00:00,2026-09-10T06:50:00+00:00,,2026-09-10T06:50:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-10T09:15:00+00:00,,,,,,Loong Air,GJ,CDC,3759,GJ3759,CDC3759,,,,,780685,xiamen air,mf,cxa,8345,mf8345,cxa8345,
2026-09-10,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-10T06:50:00+00:00,2026-09-10T06:50:00+00:00,,2026-09-10T06:50:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-10T09:15:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4248,CZ4248,CSN4248,,,,,780685,xiamen air,mf,cxa,8345,mf8345,cxa8345,
2026-09-10,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-10T06:50:00+00:00,2026-09-10T06:50:00+00:00,,2026-09-10T06:50:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-10T09:15:00+00:00,,,,,,Hebei Airlines,NS,HBH,8345,NS8345,HBH8345,,,,,780685,xiamen air,mf,cxa,8345,mf8345,cxa8345,
2026-09-10,scheduled,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-10T06:50:00+00:00,2026-09-10T06:50:00+00:00,,2026-09-10T06:50:00+00:00,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-10T09:15:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2469,3U2469,CSC2469,,,,,780685,xiamen air,mf,cxa,8345,mf8345,cxa8345,
2026-09-10,scheduled,,Hurghada,Africa/Cairo,HRG,HEGN,,,,2026-09-10T03:30:00+00:00,2026-09-10T03:30:00+00:00,,,,Frederic Chopin,Europe/Warsaw,WAW,EPWA,,,,2026-09-10T06:50:00+00:00,,,,,,Enter Air,E4,ENT,7036,E47036,ENT7036,,,,,4891B4,,,,,,,
2026-09-10,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-09-10T07:55:00+00:00,2026-09-10T07:55:00+00:00,,2026-09-10T07:55:00+00:00,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-09-10T14:30:00+00:00,,,,,,Flexflight,W2,FXT,4930,W24930,FXT4930,,,,,,vietjet air,vj,vjc,930,vj930,vjc930,
2026-09-10,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-09-10T07:55:00+00:00,2026-09-10T07:55:00+00:00,,2026-09-10T07:55:00+00:00,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-09-10T14:30:00+00:00,,,,,,vietjet air,A1,A1,2930,A12930,A12930,,,,,,vietjet air,vj,vjc,930,vj930,vjc930,
2026-09-10,scheduled,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,2026-09-10T07:55:00+00:00,2026-09-10T07:55:00+00:00,,2026-09-10T07:55:00+00:00,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-09-10T14:30:00+00:00,,,,,,vietjet air,H1,H1,5183,H15183,H15183,,,,,,vietjet air,vj,vjc,930,vj930,vjc930,
2026-09-10,scheduled,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-09-10T02:20:00+00:00,2026-09-10T02:20:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,CARG,,,2026-09-10T06:00:00+00:00,,,,,,Silk Way West Airlines,7L,AZG,9933,7L9933,AZG9933,,,,,4246B3,,,,,,,
2026-09-10,scheduled,,Heydar Aliyev International (Bina International),Asia/Baku,GYD,UBBB,,,,2026-09-10T00:30:00+00:00,2026-09-10T00:30:00+00:00,,,,Karaganda,Asia/Almaty,KGF,UAKK,,,,2026-09-10T04:00:00+00:00,,,,,,Silk Way West Airlines,7L,AZG,1234,7L1234,AZG1234,,,,,600BBE,,,,,,,
2026-09-10,scheduled,,Lech Walesa,Europe/Warsaw,GDN,EPGD,,,,2026-09-10T00:40:00+00:00,2026-09-10T00:40:00+00:00,,,,Milas,Europe/Istanbul,BJV,LTFE,,,,2026-09-10T04:31:00+00:00,,,,,,Pegasus,PC,PGT,,PC,PGT,,,,,4BB84B,,,,,,,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,,,Cochin International,Asia/Kolkata,COK,VOCI,3,,,2026-09-10T07:50:00+00:00,,,,,,Etihad Airways,EY,ETD,1372,EY1372,ETD1372,,,,,,air arabia abu dhabi,3l,ady,174,3l174,ady174,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B19,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,2026-09-10T02:33:00+00:00,,Lisbon Portela,Europe/Lisbon,LIS,LPPT,1,,,2026-09-10T07:25:00+00:00,23.0,,,,,TAP Air Portugal,TP,TAP,6890,TP6890,TAP6890,,,,,8964BC,etihad airways,ey,etd,99,ey99,etd99,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C39,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,2026-09-10T02:35:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,2,,,2026-09-10T07:15:00+00:00,25.0,,,,,Air New Zealand,NZ,ANZ,4275,NZ4275,ANZ4275,,,,,8963CC,etihad airways,ey,etd,45,ey45,etd45,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C39,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,2026-09-10T02:35:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,2,,,2026-09-10T07:15:00+00:00,25.0,,,,,Gulf Air,GF,GFA,5107,GF5107,GFA5107,,,,,8963CC,etihad airways,ey,etd,45,ey45,etd45,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C39,,2026-09-10T02:10:00+00:00,2026-09-10T02:10:00+00:00,,2026-09-10T02:35:00+00:00,,Dublin International,Europe/Dublin,DUB,EIDW,2,,,2026-09-10T07:15:00+00:00,25.0,,,,,Garuda Indonesia,GA,GIA,9052,GA9052,GIA9052,,,,,8963CC,etihad airways,ey,etd,45,ey45,etd45,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B23,,2026-09-10T02:05:00+00:00,2026-09-10T02:05:00+00:00,,2026-09-10T02:28:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T03:55:00+00:00,23.0,,,,,flynas,XY,KNE,3313,XY3313,KNE3313,,,,,8961EB,etihad airways,ey,etd,603,ey603,etd603,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B23,,2026-09-10T02:05:00+00:00,2026-09-10T02:05:00+00:00,,2026-09-10T02:28:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T03:55:00+00:00,23.0,,,,,TAP Air Portugal,TP,TAP,6908,TP6908,TAP6908,,,,,8961EB,etihad airways,ey,etd,603,ey603,etd603,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B23,,2026-09-10T02:05:00+00:00,2026-09-10T02:05:00+00:00,,2026-09-10T02:28:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T03:55:00+00:00,23.0,,,,,Saudia,SV,SVA,6108,SV6108,SVA6108,,,,,8961EB,etihad airways,ey,etd,603,ey603,etd603,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B23,,2026-09-10T02:05:00+00:00,2026-09-10T02:05:00+00:00,,2026-09-10T02:28:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T03:55:00+00:00,23.0,,,,,Asiana Airlines,OZ,AAR,6995,OZ6995,AAR6995,,,,,8961EB,etihad airways,ey,etd,603,ey603,etd603,
2026-09-10,scheduled,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,B23,,2026-09-10T02:05:00+00:00,2026-09-10T02:05:00+00:00,,2026-09-10T02:28:00+00:00,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,,,2026-09-10T03:55:00+00:00,23.0,,,,,All Nippon Airways,NH,ANA,6370,NH6370,ANA6370,,,,,8961EB,etihad airways,ey,etd,603,ey603,etd603,
