flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-08-11,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,MAIN,1-10,,2026-08-11T01:05:00+00:00,2026-08-11T01:05:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-11T01:50:00+00:00,,,,,,S7 Airlines,S7,SBI,6241,S76241,SBI6241,,,,,,,,,,,
2026-08-11,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-08-11T00:15:00+00:00,2026-08-11T00:15:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-11T00:55:00+00:00,,,,,,Aeroflot,SU,AFL,5468,SU5468,AFL5468,,,,,,,,,,,
2026-08-11,scheduled,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,MAIN,,,2026-08-11T00:15:00+00:00,2026-08-11T00:15:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-11T00:55:00+00:00,,,,,,Aurora,HZ,SHU,5468,HZ5468,SHU5468,,,,,,,,,,,
2026-08-11,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-08-11T01:05:00+00:00,2026-08-11T01:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-08-11T01:35:00+00:00,,,,,,Qantas,QF,QFA,7420,QF7420,QFA7420,,,,,,,,,,,
2026-08-11,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-08-11T00:45:00+00:00,2026-08-11T00:45:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-08-11T02:20:00+00:00,,,,,,Qantas,QF,QFA,7488,QF7488,QFA7488,,,,,,,,,,,
2026-08-11,scheduled,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-08-11T00:25:00+00:00,2026-08-11T00:25:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-08-11T02:00:00+00:00,,,,,,Qantas,QF,QFA,7445,QF7445,QFA7445,,,,,,,,,,,
2026-08-11,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-08-11T01:00:00+00:00,2026-08-11T01:00:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,,,,2026-08-11T02:51:00+00:00,,,,,,Team Global Express,,TFX,23,,TFX23,,,,,C82AA5,,,,,,
2026-08-11,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-08-11T01:00:00+00:00,2026-08-11T01:00:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-08-11T09:15:00+00:00,,,,,,Air India,AI,AIC,309,AI309,AIC309,,,,,8003E3,,,,,,
2026-08-11,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-08-11T00:30:00+00:00,2026-08-11T00:30:00+00:00,,,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-08-11T01:20:00+00:00,,,,,,Team Global Express,,TFX,93,,TFX93,,,,,C82AE2,,,,,,
2026-08-11,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,8,,2026-08-11T00:30:00+00:00,2026-08-11T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-08-11T06:05:00+00:00,,,,,,VietJet Air,VJ,VJC,82,VJ82,VJC82,,,,,,,,,,,
