flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,26,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Melbourne Avalon International Airport,Australia/Melbourne,AVV,YMAV,,4,,2026-09-16T18:15:00+00:00,,,,,,Qantas,QF,QFA,5686,QF5686,QFA5686,jetstar,jq,jst,620,jq620,jst620,,,,,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,15,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,A38,D1,2026-09-16T18:50:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6875,SQ6875,SIA6875,virgin australia,va,voz,429,va429,voz429,,,,7C7A3B,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,15,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,A38,D1,2026-09-16T18:50:00+00:00,,,,,,Qatar Airways,QR,QTR,6359,QR6359,QTR6359,virgin australia,va,voz,429,va429,voz429,,,,7C7A3B,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,15,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,A38,D1,2026-09-16T18:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1011,CZ1011,CSN1011,virgin australia,va,voz,429,va429,voz429,,,,7C7A3B,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,15,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,A38,D1,2026-09-16T18:50:00+00:00,,,,,,Air Canada,AC,ACA,2811,AC2811,ACA2811,virgin australia,va,voz,429,va429,voz429,,,,7C7A3B,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,,,2026-09-16T18:20:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7594,CZ7594,CSN7594,qantas,qf,qfa,690,qf690,qfa690,,,,7C6D98,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,,,2026-09-16T18:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,4042,MU4042,CES4042,qantas,qf,qfa,690,qf690,qfa690,,,,7C6D98,
2026-09-16,scheduled,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,0.0,2026-09-16T16:30:00+00:00,2026-09-16T16:30:00+00:00,,2026-09-16T16:30:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,,,2026-09-16T18:20:00+00:00,,,,,,China Airlines,CI,CAL,8660,CI8660,CAL8660,qantas,qf,qfa,690,qf690,qfa690,,,,7C6D98,
2026-09-16,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,6,,2026-09-16T08:25:00+00:00,2026-09-16T08:25:00+00:00,,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,,,2026-09-16T10:55:00+00:00,,,,,,Air India,AI,AIC,9261,AI9261,AIC9261,air india express,ix,axb,179,ix179,axb179,,,,801403,
2026-09-16,scheduled,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,3.0,2026-09-16T03:25:00+00:00,2026-09-16T03:25:00+00:00,,2026-09-16T03:28:00+00:00,,Campo Dell Oro,Europe/Paris,AJA,LFKJ,,,,2026-09-16T04:30:00+00:00,,,,,,ASL Airlines,5H,ABR,5775,5H5775,ABR5775,,,,,,,,,,396669,
