flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-06-21,scheduled,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-06-21T00:30:00+00:00,2026-06-21T00:30:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-06-21T01:40:00+00:00,,,,,,SF Airlines,O3,CSS,7069,O37069,CSS7069,,,,,,,,,,,
2026-06-21,scheduled,,,,,JHG,ZPJH,,,,2026-06-21T01:00:00+00:00,2026-06-21T01:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,T3,,,2026-06-21T02:35:00+00:00,,,,,,Chongqing Airlines,OQ,CQN,2374,OQ2374,CQN2374,,,,,,,,,,,
2026-06-21,scheduled,,,,,JHG,ZPJH,,,,2026-06-21T01:00:00+00:00,2026-06-21T01:00:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,T3,,,2026-06-21T02:35:00+00:00,,,,,,China Southern Airlines,CZ,CSN,2374,CZ2374,CSN2374,,chongqing airlines,oq,cqn,2374,oq2374,cqn2374,,,,
2026-06-21,scheduled,,,Phuket International,Asia/Bangkok,HKT,VTSP,I,82,,2026-06-21T00:05:00+00:00,2026-06-21T00:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-21T06:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8618,MU8618,CES8618,,shanghai airlines,fm,csh,832,fm832,csh832,,,,
2026-06-21,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-06-21T02:50:00+00:00,2026-06-21T02:50:00+00:00,,,,Gimhae,Asia/Seoul,PUS,RKPK,I,,,2026-06-21T06:15:00+00:00,,,,,,Jin Air,LJ,JNA,922,LJ922,JNA922,,,,,,,,,,,71C014
2026-06-21,scheduled,,,Guam International,Pacific/Guam,GUM,PGUM,,,,2026-06-21T02:50:00+00:00,2026-06-21T02:50:00+00:00,,,,Gimhae,Asia/Seoul,PUS,RKPK,I,,,2026-06-21T06:15:00+00:00,,,,,,Korean Air,KE,KAL,5778,KE5778,KAL5778,,jin air,lj,jna,922,lj922,jna922,,,,71C014
2026-06-21,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-21T01:05:00+00:00,2026-06-21T01:05:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-06-21T03:50:00+00:00,,,,,,Scoot,TR,TGW,347,TR347,TGW347,,,,,,,,,,,
2026-06-21,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2026-06-21T01:05:00+00:00,2026-06-21T01:05:00+00:00,,,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-06-21T05:45:00+00:00,,,,,,Garuda Indonesia,GA,GIA,652,GA652,GIA652,,,,,,,,,,,
2026-06-21,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-21T01:00:00+00:00,2026-06-21T01:00:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-06-21T04:45:00+00:00,,,,,,AirAsia,AK,AXM,548,AK548,AXM548,,,,,,,,,,,8A06F0
2026-06-21,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-21T00:55:00+00:00,2026-06-21T00:55:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-21T08:00:00+00:00,,,,,,China Eastern Airlines,MU,CES,5030,MU5030,CES5030,,,,,,,,,,,78008B
