flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,69,,2026-09-13T00:30:00+00:00,2026-09-13T00:30:00+00:00,,2026-09-13T00:30:00+00:00,,Arlanda,Europe/Stockholm,ARN,ESSA,5,,,2026-09-13T07:15:00+00:00,,,,,,Lufthansa,LH,DLH,4949,LH4949,DLH4949,all nippon airways,nh,ana,221,nh221,ana221,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,72,,2026-09-13T00:30:00+00:00,2026-09-13T00:30:00+00:00,,2026-09-13T00:30:00+00:00,,Los Angeles International,America/Los_Angeles,LAX,KLAX,TBIT,,,2026-09-12T18:45:00+00:00,,,,,,United Airlines,UA,UAL,7982,UA7982,UAL7982,all nippon airways,nh,ana,106,nh106,ana106,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,108B,,2026-09-13T00:20:00+00:00,2026-09-13T00:20:00+00:00,,2026-09-13T00:30:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-13T04:50:00+00:00,10.0,,,,,All Nippon Airways,NH,ANA,5965,NH5965,ANA5965,thai airways,tg,tha,661,tg661,tha661,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,68,,2026-09-13T00:15:00+00:00,2026-09-13T00:15:00+00:00,,2026-09-13T00:15:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-13T04:35:00+00:00,,,,,,Thai Airways,TG,THA,6106,TG6106,THA6106,all nippon airways,nh,ana,849,nh849,ana849,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,68,,2026-09-13T00:15:00+00:00,2026-09-13T00:15:00+00:00,,2026-09-13T00:15:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-13T04:35:00+00:00,,,,,,Air Canada,AC,ACA,6273,AC6273,ACA6273,all nippon airways,nh,ana,849,nh849,ana849,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,68,,2026-09-13T00:15:00+00:00,2026-09-13T00:15:00+00:00,,2026-09-13T00:15:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-13T04:35:00+00:00,,,,,,United Airlines,UA,UAL,8003,UA8003,UAL8003,all nippon airways,nh,ana,849,nh849,ana849,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,113,,2026-09-13T00:15:00+00:00,2026-09-13T00:15:00+00:00,,2026-09-13T00:35:00+00:00,,Heathrow,Europe/London,LHR,EGLL,3,,,2026-09-13T06:25:00+00:00,20.0,,,,,Iberia,IB,IBE,7191,IB7191,IBE7191,jet linx aviation,jl,jtl,41,jl41,jtl41,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,113,,2026-09-13T00:15:00+00:00,2026-09-13T00:15:00+00:00,,2026-09-13T00:35:00+00:00,,Heathrow,Europe/London,LHR,EGLL,3,,,2026-09-13T06:25:00+00:00,20.0,,,,,British Airways,BA,BAW,4609,BA4609,BAW4609,jet linx aviation,jl,jtl,41,jl41,jtl41,,,,,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,144,,2026-09-13T00:05:00+00:00,2026-09-13T00:05:00+00:00,,2026-09-13T00:05:00+00:00,,Dubai,Asia/Dubai,DXB,OMDB,3,,7,2026-09-13T05:40:00+00:00,,,,,,Japan Airlines,JL,JTL,5093,JL5093,JTL5093,emirates,ek,uae,313,ek313,uae313,,,,8964A1,
2026-09-13,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,IJ,,2026-09-13T00:05:00+00:00,2026-09-13T00:05:00+00:00,,2026-09-13T00:05:00+00:00,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-09-13T08:00:00+00:00,,,,,,SAS,SK,SAS,9996,SK9996,SAS9996,air france,af,afr,293,af293,afr293,,,,,
