flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-26,scheduled,,Williamtown,Australia/Sydney,NTL,YWLM,,,,2026-09-26T00:30:00+00:00,2026-09-26T00:30:00+00:00,,,,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-09-26T01:19:00+00:00,,,,,,empty,,,,,,,,,,7C3FCA,,,,,,,
2026-09-26,scheduled,,Narita International Airport,Asia/Tokyo,NRT,RJAA,,,,2026-09-26T03:35:00+00:00,2026-09-26T03:35:00+00:00,,,,Lishe International Airport,Asia/Shanghai,NGB,ZSNB,,,,2026-09-26T05:40:00+00:00,,,,,,Gridiron Air,GI,RZN,4120,GI4120,RZN4120,,,,,,,,,,,,
2026-09-26,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,112,0.0,2026-09-26T00:10:00+00:00,2026-09-26T00:10:00+00:00,,2026-09-26T00:10:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T03:35:00+00:00,,,,,,sun phuquoc airways,W1,W1,6091,W16091,W16091,,,,,,,sun phuquoc airways,9g,spq,401,9g401,spq401
2026-09-26,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,23,0.0,2026-09-26T00:10:00+00:00,2026-09-26T00:10:00+00:00,,2026-09-26T00:10:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-09-26T05:45:00+00:00,,,,,,SriLankan Airlines,UL,ALK,2769,UL2769,ALK2769,,,,,,,malaysia airlines,mh,mas,39,mh39,mas39
2026-09-26,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,23,0.0,2026-09-26T00:10:00+00:00,2026-09-26T00:10:00+00:00,,2026-09-26T00:10:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-09-26T05:45:00+00:00,,,,,,Qatar Airways,QR,QTR,4497,QR4497,QTR4497,,,,,,,malaysia airlines,mh,mas,39,mh39,mas39
2026-09-26,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,23,0.0,2026-09-26T00:10:00+00:00,2026-09-26T00:10:00+00:00,,2026-09-26T00:10:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-09-26T05:45:00+00:00,,,,,,Korean Air,KE,KAL,5669,KE5669,KAL5669,,,,,,,malaysia airlines,mh,mas,39,mh39,mas39
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-26T02:20:00+00:00,2026-09-26T02:20:00+00:00,,2026-09-26T02:20:00+00:00,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-09-26T06:00:00+00:00,,,,,,Cathay Pacific,CX,CPA,5629,CX5629,CPA5629,,,,,789280,,hk express,uo,hke,629,uo629,hke629
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,0.0,2026-09-26T02:20:00+00:00,2026-09-26T02:20:00+00:00,,2026-09-26T02:20:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-26T08:20:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8681,SQ8681,SIA8681,,,,,,,scoot,tr,tgw,883,tr883,tgw883
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,141,0.0,2026-09-26T02:05:00+00:00,2026-09-26T02:05:00+00:00,,2026-09-26T02:05:00+00:00,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-09-26T05:40:00+00:00,,,,,,American Airlines,AA,AAL,8345,AA8345,AAL8345,,,,,,,philippine airlines,pr,pal,423,pr423,pal423
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,141,0.0,2026-09-26T02:05:00+00:00,2026-09-26T02:05:00+00:00,,2026-09-26T02:05:00+00:00,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-09-26T05:40:00+00:00,,,,,,All Nippon Airways,NH,ANA,5331,NH5331,ANA5331,,,,,,,philippine airlines,pr,pal,423,pr423,pal423
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,246,5,2026-09-26T04:35:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9854,OZ9854,AAR9854,,,,,71BD32,,korean air,ke,kal,752,ke752,kal752
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,246,5,2026-09-26T04:35:00+00:00,,,,,,Virgin Atlantic,VS,VIR,5530,VS5530,VIR5530,,,,,71BD32,,korean air,ke,kal,752,ke752,kal752
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,246,5,2026-09-26T04:35:00+00:00,,,,,,Japan Airlines,JL,JTL,5257,JL5257,JTL5257,,,,,71BD32,,korean air,ke,kal,752,ke752,kal752
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,246,5,2026-09-26T04:35:00+00:00,,,,,,Air France,AF,AFR,5367,AF5367,AFR5367,,,,,71BD32,,korean air,ke,kal,752,ke752,kal752
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,147,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T06:10:00+00:00,,,,,,Flexflight,W2,FXT,4821,W24821,FXT4821,,,,,,,vietjet air,vj,vjc,821,vj821,vjc821
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,147,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T06:10:00+00:00,,,,,,vietjet air,A1,A1,2821,A12821,A12821,,,,,,,vietjet air,vj,vjc,821,vj821,vjc821
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,147,0.0,2026-09-26T02:00:00+00:00,2026-09-26T02:00:00+00:00,,2026-09-26T02:00:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T06:10:00+00:00,,,,,,vietjet air,H1,H1,4012,H14012,H14012,,,,,,,vietjet air,vj,vjc,821,vj821,vjc821
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,111,0.0,2026-09-26T01:50:00+00:00,2026-09-26T01:50:00+00:00,,2026-09-26T01:50:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T05:25:00+00:00,,,,,,AlphaSky,AS,JAG,7327,AS7327,JAG7327,,,,,,,jet linx aviation,jl,jtl,79,jl79,jtl79
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,111,0.0,2026-09-26T01:50:00+00:00,2026-09-26T01:50:00+00:00,,2026-09-26T01:50:00+00:00,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-09-26T05:25:00+00:00,,,,,,American Airlines,AA,AAL,8493,AA8493,AAL8493,,,,,,,jet linx aviation,jl,jtl,79,jl79,jtl79
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,148,0.0,2026-09-26T01:35:00+00:00,2026-09-26T01:35:00+00:00,,2026-09-26T01:35:00+00:00,,Doha International,Asia/Qatar,DOH,OTHH,,,6,2026-09-26T06:45:00+00:00,,,,,,LATAM Airlines,LA,LAN,7429,LA7429,LAN7429,,,,,06A073,,qatar airways,qr,qtr,813,qr813,qtr813
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T03:00:00+00:00,2026-09-26T03:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-09-26T05:10:00+00:00,,,,,,Tianjin Air Cargo,HT,CTJ,3806,HT3806,CTJ3806,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:50:00+00:00,2026-09-26T02:50:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-09-26T04:30:00+00:00,,,,,,Gridiron Air,GI,RZN,4233,GI4233,RZN4233,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:40:00+00:00,2026-09-26T02:40:00+00:00,,,,Liszt Ferenc International,Europe/Budapest,BUD,LHBP,,,,2026-09-26T07:00:00+00:00,,,,,,Gridiron Air,GI,RZN,4383,GI4383,RZN4383,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:40:00+00:00,2026-09-26T02:40:00+00:00,,,,Weihai,Asia/Shanghai,WEH,ZSWH,,,,2026-09-26T04:25:00+00:00,,,,,,Gridiron Air,GI,RZN,4011,GI4011,RZN4011,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:35:00+00:00,2026-09-26T02:35:00+00:00,,,,Yulin,Asia/Shanghai,UYN,ZLYL,,,,2026-09-26T04:05:00+00:00,,,,,,Gridiron Air,GI,RZN,4103,GI4103,RZN4103,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:30:00+00:00,2026-09-26T02:30:00+00:00,,,,Taiyuan,Asia/Shanghai,TYN,ZBYN,,,,2026-09-26T04:10:00+00:00,,,,,,Gridiron Air,GI,RZN,4039,GI4039,RZN4039,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:25:00+00:00,2026-09-26T02:25:00+00:00,,,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,,,,2026-09-26T05:30:00+00:00,,,,,,Gridiron Air,GI,RZN,4387,GI4387,RZN4387,,,,,,,,,,,,
2026-09-26,scheduled,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,,,,2026-09-26T02:15:00+00:00,2026-09-26T02:15:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2026-09-26T06:10:00+00:00,,,,,,Gridiron Air,GI,RZN,4351,GI4351,RZN4351,,,,,,,,,,,,
2026-09-26,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,329,,2026-09-26T00:55:00+00:00,2026-09-26T00:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-26T05:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8449,SQ8449,SIA8449,,,,,,,scoot,tr,tgw,121,tr121,tgw121
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,148,0.0,2026-09-26T01:35:00+00:00,2026-09-26T01:35:00+00:00,,2026-09-26T01:35:00+00:00,,Doha International,Asia/Qatar,DOH,OTHH,,,6,2026-09-26T06:45:00+00:00,,,,,,Japan Airlines,JL,JTL,4823,JL4823,JTL4823,,,,,06A073,,qatar airways,qr,qtr,813,qr813,qtr813
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,71,0.0,2026-09-26T01:35:00+00:00,2026-09-26T01:35:00+00:00,,2026-09-26T01:35:00+00:00,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-09-26T05:15:00+00:00,,,,,,United Airlines,UA,UAL,7933,UA7933,UAL7933,,,,,,,all nippon airways,nh,ana,813,nh813,ana813
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,142,0.0,2026-09-26T01:30:00+00:00,2026-09-26T01:30:00+00:00,,2026-09-26T01:30:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,278,10,2026-09-26T04:10:00+00:00,,,,,,Korean Air,KE,KAL,5706,KE5706,KAL5706,,,,,,,asiana airlines,oz,aar,177,oz177,aar177
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,142,0.0,2026-09-26T01:30:00+00:00,2026-09-26T01:30:00+00:00,,2026-09-26T01:30:00+00:00,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,278,10,2026-09-26T04:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,6895,NH6895,ANA6895,,,,,,,asiana airlines,oz,aar,177,oz177,aar177
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,68,0.0,2026-09-26T01:25:00+00:00,2026-09-26T01:25:00+00:00,,2026-09-26T01:25:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-26T05:55:00+00:00,,,,,,Thai Airways,TG,THA,6102,TG6102,THA6102,,,,,,,all nippon airways,nh,ana,877,nh877,ana877
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,110,0.0,2026-09-26T01:20:00+00:00,2026-09-26T01:20:00+00:00,,2026-09-26T01:20:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-26T05:45:00+00:00,,,,,,Air Astana,KC,KZR,1033,KC1033,KZR1033,,,,,,,jet linx aviation,jl,jtl,33,jl33,jtl33
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,110,0.0,2026-09-26T01:20:00+00:00,2026-09-26T01:20:00+00:00,,2026-09-26T01:20:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-26T05:45:00+00:00,,,,,,IndiGo,6E,IGO,3807,6E3807,IGO3807,,,,,,,jet linx aviation,jl,jtl,33,jl33,jtl33
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,110,0.0,2026-09-26T01:20:00+00:00,2026-09-26T01:20:00+00:00,,2026-09-26T01:20:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-26T05:45:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3357,UL3357,ALK3357,,,,,,,jet linx aviation,jl,jtl,33,jl33,jtl33
2026-09-26,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,110,0.0,2026-09-26T01:20:00+00:00,2026-09-26T01:20:00+00:00,,2026-09-26T01:20:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-09-26T05:45:00+00:00,,,,,,Bangkok Airways,PG,BKP,4152,PG4152,BKP4152,,,,,,,jet linx aviation,jl,jtl,33,jl33,jtl33
