flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-23,landed,,,,KDB,YKBL,,,9.0,2026-06-23T07:20:00+00:00,2026-06-23T07:20:00+00:00,2026-06-22T07:31:00+00:00,2026-06-22T07:31:00+00:00,2026-06-22T07:31:00+00:00,Perth International,Australia/Perth,PER,YPPH,,,,2026-06-22T08:34:00+00:00,9.0,2026-06-22T08:41:00+00:00,2026-06-22T08:43:00+00:00,2026-06-22T08:43:00+00:00,2026-06-22T08:43:00+00:00,empty,,,,,,,,,,7C6F84,,,,,,,
2026-06-23,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-23T07:45:00+00:00,2026-06-23T07:45:00+00:00,,,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-06-22T08:09:00+00:00,,,,,,empty,,,,,,,,,,7C6C6E,,,,,,,
2026-06-23,scheduled,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,6.0,2026-06-23T08:45:00+00:00,2026-06-23T08:45:00+00:00,,,,Horn Island,Australia/Brisbane,HID,YHID,,,,2026-06-22T09:07:00+00:00,5.0,2026-06-22T09:12:00+00:00,,,,empty,,,,,,,,,,7C6C6E,,,,,,,
2026-06-22,scheduled,,Galileo Galilei,Europe/Rome,PSA,LIRP,,,,2026-06-22T09:55:00+00:00,2026-06-22T09:55:00+00:00,,,,Biarritz Parme,Europe/Paris,BIQ,LFBZ,,,,2026-06-22T12:01:00+00:00,,,,,,NetJets,1I,EJA,,1I,EJA,,,,,494141,,,,,,,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,E,,2026-06-22T11:05:00+00:00,2026-06-22T11:05:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,,,2026-06-22T13:25:00+00:00,,,,,,Hong Kong Airlines,HX,CRK,1237,HX1237,CRK1237,,,,,78058E,hainan airlines,hu,chh,7237,hu7237,chh7237,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,32,,2026-06-22T11:00:00+00:00,2026-06-22T11:00:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,31,2026-06-22T13:25:00+00:00,,,,,,Juneyao Air,HO,DKH,5345,HO5345,DKH5345,,,,,782296,china eastern airlines,mu,ces,5108,mu5108,ces5108,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,32,,2026-06-22T11:00:00+00:00,2026-06-22T11:00:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,31,2026-06-22T13:25:00+00:00,,,,,,Xiamen Air,MF,CXA,3562,MF3562,CXA3562,,,,,782296,china eastern airlines,mu,ces,5108,mu5108,ces5108,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,32,,2026-06-22T11:00:00+00:00,2026-06-22T11:00:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,31,2026-06-22T13:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5148,3U5148,CSC5148,,,,,782296,china eastern airlines,mu,ces,5108,mu5108,ces5108,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-22T11:00:00+00:00,2026-06-22T11:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,19,2026-06-22T14:25:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4348,ZH4348,CSZ4348,,,,,,air china,ca,cca,4162,ca4162,cca4162,
2026-06-22,active,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,J,,2026-06-22T11:00:00+00:00,2026-06-22T11:00:00+00:00,,,,Guiyang,Asia/Shanghai,KWE,ZUGY,3,,19,2026-06-22T14:25:00+00:00,,,,,,Shandong Airlines,SC,CDG,5200,SC5200,CDG5200,,,,,,air china,ca,cca,4162,ca4162,cca4162,
