flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-24,scheduled,,Townsville International,Australia/Brisbane,TSV,YBTL,,,,2026-06-24T03:00:00+00:00,2026-06-24T03:00:00+00:00,,,,Cairns,Australia/Brisbane,CNS,YBCS,,,,2026-06-24T03:47:00+00:00,,,,,,empty,,,,,,,,,,7C19D5,,,,,,,
2026-06-24,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-06-24T00:30:00+00:00,2026-06-24T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T06:05:00+00:00,,,,,,,H1,H1,4106,H14106,H14106,,,,,888201,vietjet air,vj,vjc,82,vj82,vjc82,
2026-06-24,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-06-24T00:30:00+00:00,2026-06-24T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-24T06:05:00+00:00,,,,,,Flexflight,W2,FXT,4082,W24082,FXT4082,,,,,888201,vietjet air,vj,vjc,82,vj82,vjc82,
2026-06-24,scheduled,,Phuket International,Asia/Bangkok,HKT,VTSP,I,14,,2026-06-24T00:05:00+00:00,2026-06-24T00:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-24T06:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8618,MU8618,CES8618,,,,,,shanghai airlines,fm,csh,832,fm832,csh832,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:55:00+00:00,2026-06-24T00:55:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-06-24T05:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9139,GA9139,GIA9139,,,,,,philippine airlines,pr,pal,538,pr538,pal538,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:55:00+00:00,2026-06-24T00:55:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-06-24T07:55:00+00:00,,,,,,Garuda Indonesia,GA,GIA,9300,GA9300,GIA9300,,,,,781230,china eastern airlines,mu,ces,5030,mu5030,ces5030,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:35:00+00:00,2026-06-24T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-24T04:45:00+00:00,,,,,,Iberia,IB,IBE,6287,IB6287,IBE6287,,,,,,qatar airways,qr,qtr,961,qr961,qtr961,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:35:00+00:00,2026-06-24T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-24T04:45:00+00:00,,,,,,British Airways,BA,BAW,6361,BA6361,BAW6361,,,,,,qatar airways,qr,qtr,961,qr961,qtr961,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:35:00+00:00,2026-06-24T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-24T04:45:00+00:00,,,,,,JetBlue,B6,JBU,6539,B66539,JBU6539,,,,,,qatar airways,qr,qtr,961,qr961,qtr961,
2026-06-24,scheduled,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,,2026-06-24T00:35:00+00:00,2026-06-24T00:35:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-24T04:45:00+00:00,,,,,,Finnair,AY,FIN,6672,AY6672,FIN6672,,,,,,qatar airways,qr,qtr,961,qr961,qtr961,
