flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-07-23,scheduled,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-07-23T01:00:00+00:00,2026-07-23T01:00:00+00:00,,,,Ted Stevens Anchorage International Airport,America/Anchorage,ANC,PANC,,,,2026-07-22T17:50:00+00:00,,,,,,Suparna Airlines,Y8,YZR,7453,Y87453,YZR7453,,,,,,,,,,,
2026-07-23,scheduled,,,Mackay,Australia/Brisbane,MKY,YBMK,,,,2026-07-23T02:10:00+00:00,2026-07-23T02:10:00+00:00,,,,Mackay,Australia/Brisbane,MKY,YBMK,,,,2026-07-23T03:58:00+00:00,,,,,,PHI,,PHM,,,PHM,,,,,7C4568,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-23T00:55:00+00:00,2026-07-23T00:55:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,41,,2026-07-23T06:00:00+00:00,,,,,,Philippine Airlines,PR,PAL,400,PR400,PAL400,,,,,,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2026-07-23T00:40:00+00:00,2026-07-23T00:40:00+00:00,,,,Wenzhou,Asia/Shanghai,WNZ,ZSWZ,,,,2026-07-23T03:30:00+00:00,,,,,,YTO Cargo Airlines,YG,HYT,9054,YG9054,HYT9054,,,,,,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-23T00:40:00+00:00,2026-07-23T00:40:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,3,,,2026-07-23T06:10:00+00:00,,,,,,Jetstar Japan,GK,JJP,40,GK40,JJP40,,,,,,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,,,,2026-07-23T00:25:00+00:00,2026-07-23T00:25:00+00:00,,,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-23T04:10:00+00:00,,,,,,JDL Airlines,JG,JDL,2760,JG2760,JDL2760,,,,,,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-23T00:15:00+00:00,2026-07-23T00:15:00+00:00,,,,King Khaled International,Asia/Riyadh,RUH,OERK,5,,,2026-07-23T05:15:00+00:00,,,,,,Cebu Pacific,5J,CEB,740,5J740,CEB740,,,,,75875F,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-23T00:15:00+00:00,2026-07-23T00:15:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-23T04:15:00+00:00,,,,,,Malaysia Airlines,MH,MAS,805,MH805,MAS805,,,,,,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-23T00:15:00+00:00,2026-07-23T00:15:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-23T04:15:00+00:00,,,,,,Philippine Airlines,PR,PAL,3495,PR3495,PAL3495,,,,,,malaysia airlines,mh,mas,805,mh805,mas805
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-23T00:15:00+00:00,2026-07-23T00:15:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-23T04:15:00+00:00,,,,,,Fly Sky Airlines,FY,FSQ,7353,FY7353,FSQ7353,,,,,,malaysia airlines,mh,mas,805,mh805,mas805
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-07-23T00:10:00+00:00,2026-07-23T00:10:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,103,,2026-07-23T05:20:00+00:00,,,,,,Cebu Pacific,5J,CEB,186,5J186,CEB186,,,,,7585CC,,,,,,
2026-07-23,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-23T00:10:00+00:00,2026-07-23T00:10:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-07-23T07:15:00+00:00,,,,,,Philippine Airlines,PR,PAL,223,PR223,PAL223,,,,,,,,,,,
2026-07-23,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-23T02:50:00+00:00,2026-07-23T02:50:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,,,,2026-07-23T03:39:00+00:00,,,,,,National Jet Express,WO,JTE,7489,WO7489,JTE7489,,,,,7C432D,,,,,,
2026-07-23,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-23T02:50:00+00:00,2026-07-23T02:50:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,,,,2026-07-23T03:50:00+00:00,,,,,,Qantas,QF,QFA,7489,QF7489,QFA7489,,,,,,,,,,,
2026-07-23,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-23T02:30:00+00:00,2026-07-23T02:30:00+00:00,,,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-07-23T03:30:00+00:00,,,,,,Qantas,QF,QFA,7356,QF7356,QFA7356,,,,,,,,,,,
2026-07-23,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-07-23T02:15:00+00:00,2026-07-23T02:15:00+00:00,,,,Sydney Bankstown,Australia/Sydney,BWU,YSBK,,,,2026-07-23T04:23:00+00:00,,,,,,empty,,,,,,,,,,7CAC27,,,,,,
2026-07-23,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A13,,2026-07-23T00:45:00+00:00,2026-07-23T00:45:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,18,2026-07-23T05:15:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3774,3U3774,CSC3774,,,,,,,,,,,
2026-07-23,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,A1,,2026-07-23T00:40:00+00:00,2026-07-23T00:40:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,,2026-07-23T06:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,2970,MU2970,CES2970,,,,,7817F2,,,,,,
2026-07-23,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,L1,,2026-07-23T00:25:00+00:00,2026-07-23T00:25:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,,2026-07-23T06:00:00+00:00,,,,,,Juneyao Air,HO,DKH,1354,HO1354,DKH1354,,,,,,,,,,,
