flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-06-27,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,76,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T06:50:00+00:00,,,,,,Swiss,LX,SWR,9518,LX9518,SWR9518,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB8,,
2026-06-27,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,76,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T06:50:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,5632,OM5632,MGL5632,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB8,,
2026-06-27,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,76,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T06:50:00+00:00,,,,,,Japan Airlines,JL,JTL,7906,JL7906,JTL7906,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB8,,
2026-06-27,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,76,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T06:50:00+00:00,,,,,,British Airways,BA,BAW,4146,BA4146,BAW4146,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB8,,
2026-06-27,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,76,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T06:50:00+00:00,,,,,,Finnair,AY,FIN,5850,AY5850,FIN5850,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB8,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-06-27T02:00:00+00:00,2026-06-27T02:00:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-06-27T04:15:00+00:00,,,,,,Mongolian Airways,XF,MGW,202,XF202,MGW202,,,,,,,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,50,,2026-06-27T01:55:00+00:00,2026-06-27T01:55:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T04:45:00+00:00,,,,,,Cathay Pacific,CX,CPA,427,CX427,CPA427,,,,,,,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,50,,2026-06-27T01:55:00+00:00,2026-06-27T01:55:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T04:45:00+00:00,,,,,,American Airlines,AA,AAL,8892,AA8892,AAL8892,cathay pacific,cx,cpa,427,cx427,cpa427,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,50,,2026-06-27T01:55:00+00:00,2026-06-27T01:55:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-27T04:45:00+00:00,,,,,,Qantas,QF,QFA,8219,QF8219,QFA8219,cathay pacific,cx,cpa,427,cx427,cpa427,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,15,,2026-06-27T01:50:00+00:00,2026-06-27T01:50:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-06-27T04:30:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,310,OM310,MGL310,,,,,,,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,15,,2026-06-27T01:50:00+00:00,2026-06-27T01:50:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-06-27T04:30:00+00:00,,,,,,Korean Air,KE,KAL,5839,KE5839,KAL5839,miat mongolian airlines,om,mgl,310,om310,mgl310,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,Qatar Airways,QR,QTR,859,QR859,QTR859,,,,,,,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,British Airways,BA,BAW,2293,BA2293,BAW2293,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,LATAM Airlines,LA,LAN,6037,LA6037,LAN6037,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,Iberia,IB,IBE,6329,IB6329,IBE6329,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,Royal Air Maroc,AT,RAM,5713,AT5713,RAM5713,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,AirSERBIA,JU,ASL,8358,JU8358,ASL8358,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,31,,2026-06-27T01:20:00+00:00,2026-06-27T01:20:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,8,2026-06-27T05:20:00+00:00,,,,,,Asiana Airlines,OZ,AAR,6889,OZ6889,AAR6889,qatar airways,qr,qtr,859,qr859,qtr859,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,12,,2026-06-27T00:20:00+00:00,2026-06-27T00:20:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,A7,,2026-06-27T06:55:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9302,OZ9302,AAR9302,ethiopian airlines,et,eth,673,et673,eth673,,,,04004A,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,12,,2026-06-27T00:20:00+00:00,2026-06-27T00:20:00+00:00,,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,A7,,2026-06-27T06:55:00+00:00,,,,,,All Nippon Airways,NH,ANA,5341,NH5341,ANA5341,ethiopian airlines,et,eth,673,et673,eth673,,,,04004A,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-06-27T00:10:00+00:00,2026-06-27T00:10:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-27T05:45:00+00:00,,,,,,SriLankan Airlines,UL,ALK,2769,UL2769,ALK2769,malaysia airlines,mh,mas,39,mh39,mas39,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-06-27T00:10:00+00:00,2026-06-27T00:10:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-27T05:45:00+00:00,,,,,,Qatar Airways,QR,QTR,4497,QR4497,QTR4497,malaysia airlines,mh,mas,39,mh39,mas39,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,24,,2026-06-27T00:10:00+00:00,2026-06-27T00:10:00+00:00,,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-06-27T05:45:00+00:00,,,,,,Korean Air,KE,KAL,5669,KE5669,KAL5669,malaysia airlines,mh,mas,39,mh39,mas39,,,,,,
2026-06-27,scheduled,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,17,,2026-06-27T00:05:00+00:00,2026-06-27T00:05:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-06-27T02:45:00+00:00,,,,,,Korean Air,KE,KAL,5649,KE5649,KAL5649,miat mongolian airlines,om,mgl,308,om308,mgl308,,,,,,
2026-06-27,scheduled,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-06-27T01:05:00+00:00,2026-06-27T01:05:00+00:00,,,,Yakutsk,Asia/Yakutsk,YKS,UEEE,,,,2026-06-27T04:55:00+00:00,,,,,,S7 Airlines,S7,SBI,6401,S76401,SBI6401,,,,,,,,,,,,
2026-06-27,scheduled,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-06-27T01:00:00+00:00,2026-06-27T01:00:00+00:00,,,,Novyy,Asia/Vladivostok,KHV,UHHH,,,,2026-06-27T06:10:00+00:00,,,,,,Aeroflot,SU,AFL,5653,SU5653,AFL5653,,,,,,,,,,,,
2026-06-27,scheduled,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-06-27T00:55:00+00:00,2026-06-27T00:55:00+00:00,,,,Chita,Asia/Yakutsk,HTA,UIAA,,,,2026-06-27T03:10:00+00:00,,,,,,S7 Airlines,S7,SBI,6425,S76425,SBI6425,,,,,,,,,,,,
2026-06-27,scheduled,,Irkutsk,Asia/Irkutsk,IKT,UIII,,,,2026-06-27T00:50:00+00:00,2026-06-27T00:50:00+00:00,,,,"Ulan-ude, Baykal",Asia/Irkutsk,UUD,UIUU,,,,2026-06-27T01:40:00+00:00,,,,,,IrAero,IO,IAE,113,IO113,IAE113,,,,,,,,,,,,
2026-06-27,scheduled,,Irkutsk,Asia/Irkutsk,IKT,UIII,2,,,2026-06-27T00:40:00+00:00,2026-06-27T00:40:00+00:00,,,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,,,2026-06-27T06:45:00+00:00,,,,,,S7 Airlines,S7,SBI,6403,S76403,SBI6403,,,,,,,,,,,,
2026-06-27,scheduled,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-06-27T02:00:00+00:00,2026-06-27T02:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-27T06:10:00+00:00,,,,,,VietJet Air,VJ,VJC,821,VJ821,VJC821,,,,,,,,,,,,
