flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-08-06,scheduled,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-08-06T13:30:00+00:00,2026-08-06T13:30:00+00:00,,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-06T14:20:00+00:00,,,,,,Air Cambodia,K6,KHV,107,K6107,KHV107,,,,,,,,,,,
2026-08-06,scheduled,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-08-06T13:30:00+00:00,2026-08-06T13:30:00+00:00,,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-06T14:20:00+00:00,,,,,,Etihad Airways,EY,ETD,2664,EY2664,ETD2664,,air cambodia,k6,khv,107,k6107,khv107,,,,
2026-08-06,scheduled,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-08-06T13:30:00+00:00,2026-08-06T13:30:00+00:00,,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-06T14:20:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3804,VN3804,HVN3804,,air cambodia,k6,khv,107,k6107,khv107,,,,
2026-08-06,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-06T14:35:00+00:00,2026-08-06T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-08-06T15:55:00+00:00,,,,,,China Eastern Airlines,MU,CES,3221,MU3221,CES3221,,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AD
2026-08-06,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-06T14:35:00+00:00,2026-08-06T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-08-06T15:55:00+00:00,,,,,,Xiamen Air,MF,CXA,4639,MF4639,CXA4639,,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AD
2026-08-06,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-06T14:35:00+00:00,2026-08-06T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-08-06T15:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4751,CZ4751,CSN4751,,sichuan airlines,3u,csc,6359,3u6359,csc6359,,,,7811AD
2026-08-06,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,,,2026-08-06T13:35:00+00:00,2026-08-06T13:35:00+00:00,,,,Yogyakarta International Airport,,YIA,WAHI,,,,2026-08-06T14:50:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8786,GA8786,GIA8786,,citilink,qg,ctv,778,qg778,ctv778,,,,8A061E
2026-08-06,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-06T11:00:00+00:00,2026-08-06T11:00:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,,,,2026-08-06T12:31:00+00:00,15.0,,,,,NetJets,1I,NJE,,1I,NJE,,,,,,,,,,,49328B
2026-08-06,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-06T11:00:00+00:00,2026-08-06T11:00:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-08-06T12:40:00+00:00,15.0,,,,,HiSky,H7,HYM,421,H7421,HYM421,,,,,,,,,,,504E61
2026-08-06,scheduled,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-06T10:20:00+00:00,2026-08-06T10:20:00+00:00,,,,"Athens International Airport ""Eleftherios Venizelos""",Europe/Athens,ATH,LGAV,,,04,2026-08-06T12:15:00+00:00,8.0,,,,,Aegean Airlines,A3,AEE,969,A3969,AEE969,,,,,,,,,,,46B8B6
