flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-08-18,scheduled,,Dalian,Asia/Shanghai,DLC,ZYTL,,14,,2026-08-18T11:40:00+00:00,2026-08-18T11:40:00+00:00,,,,Fuzhou,Asia/Shanghai,FOC,ZSFZ,,,,2026-08-18T14:10:00+00:00,,,,,,China Express Airlines,G5,HXA,9014,G59014,HXA9014,xiamen air,mf,cxa,8026,mf8026,cxa8026,,,,780E43,,
2026-08-18,scheduled,,Dalian,Asia/Shanghai,DLC,ZYTL,,14,,2026-08-18T11:40:00+00:00,2026-08-18T11:40:00+00:00,,,,Fuzhou,Asia/Shanghai,FOC,ZSFZ,,,,2026-08-18T14:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2206,3U2206,CSC2206,xiamen air,mf,cxa,8026,mf8026,cxa8026,,,,780E43,,
2026-08-18,scheduled,,Dalian,Asia/Shanghai,DLC,ZYTL,,"31,2",,2026-08-18T11:25:00+00:00,2026-08-18T11:25:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,27,2026-08-18T13:35:00+00:00,,,,,,Juneyao Air,HO,DKH,5405,HO5405,DKH5405,china eastern airlines,mu,ces,5684,mu5684,ces5684,,,,780CA0,,
2026-08-18,scheduled,,Dalian,Asia/Shanghai,DLC,ZYTL,,"31,2",,2026-08-18T11:25:00+00:00,2026-08-18T11:25:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,27,2026-08-18T13:35:00+00:00,,,,,,Xiamen Air,MF,CXA,3978,MF3978,CXA3978,china eastern airlines,mu,ces,5684,mu5684,ces5684,,,,780CA0,,
2026-08-18,scheduled,,Gaggal Airport,Asia/Kolkata,DHM,VIGG,,,,2026-08-18T11:35:00+00:00,2026-08-18T11:35:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,,05,2026-08-18T13:00:00+00:00,,,,,,SpiceJet,SG,SEJ,2951,SG2951,SEJ2951,,,,,,,,,,800D08,,
2026-08-18,scheduled,,Gaggal Airport,Asia/Kolkata,DHM,VIGG,,,,2026-08-18T10:15:00+00:00,2026-08-18T10:15:00+00:00,,,,Simla,Asia/Kolkata,SLV,VISM,,,,2026-08-18T11:05:00+00:00,,,,,,Alliance Air,9I,LLR,824,9I824,LLR824,,,,,,,,,,,,
2026-08-18,scheduled,,Baghdad International,Asia/Baghdad,BGW,ORBI,,,,2026-08-18T04:50:00+00:00,2026-08-18T04:50:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,4,2026-08-18T06:55:00+00:00,,,,,,Qatar Airways,QR,QTR,459,QR459,QTR459,,,,,,,,,,,,
2026-08-18,scheduled,,King Fahd International Airport,Asia/Riyadh,DMM,OEDF,,,,2026-08-18T05:00:00+00:00,2026-08-18T05:00:00+00:00,,,,Doha International,Asia/Qatar,DOH,OTHH,,,3,2026-08-18T06:05:00+00:00,,,,,,Qatar Airways,QR,QTR,1157,QR1157,QTR1157,,,,,,,,,,,,
2026-08-18,scheduled,,Municipal,Asia/Kolkata,IMF,VEIM,,,,2026-08-18T10:30:00+00:00,2026-08-18T10:30:00+00:00,,,,Dimapur,Asia/Kolkata,DMU,VEMR,,,,2026-08-18T11:15:00+00:00,,,,,,Alliance Air,9I,LLR,741,9I741,LLR741,,,,,,,,,,,,
2026-08-18,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,A1B,,2026-08-18T07:45:00+00:00,2026-08-18T07:45:00+00:00,,,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-18T09:15:00+00:00,,,,,,Turkish Airlines,TK,THY,269,TK269,THY269,,,,,,,,,,,,
2026-08-18,scheduled,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-08-18T11:50:00+00:00,2026-08-18T11:50:00+00:00,,,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-18T13:15:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3825,VN3825,HVN3825,air cambodia,k6,khv,825,k6825,khv825,,,,,,
2026-08-18,scheduled,,Utica N Railway,America/New_York,NGQ,ZUAL,,1-4,,2026-08-18T11:20:00+00:00,2026-08-18T11:20:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,,,,,,Tibet Airlines,TV,TBA,9748,TV9748,TBA9748,,,,,,,,,,7821E5,,
2026-08-18,scheduled,,Aba Hongyuan Airport,,AHJ,ZUHY,,1-4,,2026-08-18T13:50:00+00:00,2026-08-18T13:50:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:55:00+00:00,,,,,,Air China,CA,CCA,2536,CA2536,CCA2536,,,,,,,,,,,,
2026-08-18,scheduled,,Shashi,Asia/Shanghai,SHS,ZHJZ,,5,,2026-08-18T12:50:00+00:00,2026-08-18T12:50:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:35:00+00:00,,,,,,Loong Air,GJ,CDC,8893,GJ8893,CDC8893,,,,,,,,,,,,
2026-08-18,scheduled,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,"6,7",,2026-08-18T12:20:00+00:00,2026-08-18T12:20:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:30:00+00:00,,,,,,Air China,CA,CCA,9566,CA9566,CCA9566,,,,,,,,,,7822DD,,
2026-08-18,scheduled,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,17-3,,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,,,,New Ulaanbaator International Airport,,UBN,ZMCK,,,,2026-08-18T15:05:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,5228,OM5228,MGL5228,air china,ca,cca,955,ca955,cca955,,,,,,
2026-08-18,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,4,,2026-08-18T10:05:00+00:00,2026-08-18T10:05:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-08-18T11:45:00+00:00,,,,,,Turkish Airlines,TK,THY,270,TK270,THY270,,,,,,,,,,,,
2026-08-18,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-18T09:35:00+00:00,2026-08-18T09:35:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,,,,2026-08-18T11:15:00+00:00,,,,,,Wizz Air,W4,WMT,3963,W43963,WMT3963,,,,,,,,,,4D2492,,
2026-08-18,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-18T09:10:00+00:00,2026-08-18T09:10:00+00:00,,,,Larnaca,Asia/Nicosia,LCA,LCLK,,,,2026-08-18T11:40:00+00:00,15.0,,,,,SkyUp Airlines,U5,SEU,533,U5533,SEU533,,,,,,,,,,50848A,,
2026-08-18,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-08-18T09:10:00+00:00,2026-08-18T09:10:00+00:00,,,,Larnaca,Asia/Nicosia,LCA,LCLK,,,,2026-08-18T11:40:00+00:00,15.0,,,,,,X1,X1,2022,X12022,X12022,skyup airlines,u5,seu,533,u5533,seu533,,,,50848A,,
2026-08-18,scheduled,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-18T14:05:00+00:00,2026-08-18T14:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,2,,,2026-08-18T16:00:00+00:00,,,,,,Air Cambodia,K6,KHV,840,K6840,KHV840,,,,,,,,,,,,
2026-08-18,scheduled,,Siem Reap Angkor International Airport,Asia/Phnom_Penh,SAI,VDSA,,,,2026-08-18T14:05:00+00:00,2026-08-18T14:05:00+00:00,,,,Da Nang,Asia/Ho_Chi_Minh,DAD,VVDN,2,,,2026-08-18T16:00:00+00:00,,,,,,Vietnam Airlines,VN,HVN,3828,VN3828,HVN3828,air cambodia,k6,khv,840,k6840,khv840,,,,,,
2026-08-18,cancelled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:05:00+00:00,2026-08-18T15:05:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,,,2026-08-18T17:40:00+00:00,,,,,,Xiamen Air,MF,CXA,8422,MF8422,CXA8422,,,,,,,,,,780EAA,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:05:00+00:00,2026-08-18T15:05:00+00:00,,,,Jiujiang,Asia/Shanghai,JIU,ZSJJ,,,,2026-08-18T17:05:00+00:00,,,,,,Colorful Guizhou Airlines,GY,CGZ,7209,GY7209,CGZ7209,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,G,,2026-08-18T15:05:00+00:00,2026-08-18T15:05:00+00:00,,,,Kashi,Asia/Shanghai,KHG,ZWSH,T2,,,2026-08-18T19:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,5704,CZ5704,CSN5704,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,43,2026-08-18T17:35:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6995,3U6995,CSC6995,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,,,,Zhengzhou,Asia/Shanghai,CGO,ZHCC,2,,,2026-08-18T17:05:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6737,3U6737,CSC6737,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,66,2026-08-18T17:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,9893,MU9893,CES9893,,,,,,,,,,780534,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,,,,Yiwu,Asia/Shanghai,YIW,ZSYW,,,,2026-08-18T17:30:00+00:00,,,,,,Colorful Guizhou Airlines,GY,CGZ,7279,GY7279,CGZ7279,,,,,,,,,,781CDB,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,,,,Dongsheng,Asia/Shanghai,DSN,ZBDS,,,,2026-08-18T16:55:00+00:00,,,,,,Air China,CA,CCA,2705,CA2705,CCA2705,,,,,,,,,,78220F,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:55:00+00:00,2026-08-18T14:55:00+00:00,,,,,,JHG,ZPJH,T2,,,2026-08-18T16:45:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6655,3U6655,CSC6655,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:55:00+00:00,2026-08-18T14:55:00+00:00,,,,Yining,Asia/Shanghai,YIN,ZWYN,,,,2026-08-18T19:25:00+00:00,,,,,,China Eastern Airlines,MU,CES,6175,MU6175,CES6175,,,,,,,,,,7813E7,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:50:00+00:00,2026-08-18T14:50:00+00:00,,,,Hengyang,Asia/Shanghai,HNY,ZGHY,,,,2026-08-18T17:05:00+00:00,70.0,,,,,Air China,CA,CCA,9557,CA9557,CCA9557,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,C,,2026-08-18T14:50:00+00:00,2026-08-18T14:50:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-08-18T17:05:00+00:00,,,,,,Air China,CA,CCA,471,CA471,CCA471,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:45:00+00:00,2026-08-18T14:45:00+00:00,,,,Korla,Asia/Shanghai,KRL,ZWKL,,,,2026-08-18T18:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6583,3U6583,CSC6583,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:45:00+00:00,2026-08-18T14:45:00+00:00,,,,Karamay,Asia/Shanghai,KRY,ZWKM,,,,2026-08-18T18:35:00+00:00,,,,,,Air China,CA,CCA,2501,CA2501,CCA2501,,,,,,,,,,782442,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:40:00+00:00,2026-08-18T14:40:00+00:00,,,,Dali,Asia/Shanghai,DLU,ZPDL,,,,2026-08-18T16:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6667,3U6667,CSC6667,,,,,,,,,,7806CA,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,1,,,2026-08-18T14:40:00+00:00,2026-08-18T14:40:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-08-18T16:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3935,3U3935,CSC3935,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:35:00+00:00,2026-08-18T14:35:00+00:00,,,,"Gannan Xiahe Airport
",,GXH,ZLXH,,,,2026-08-18T15:55:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6359,3U6359,CSC6359,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:35:00+00:00,2026-08-18T14:35:00+00:00,,,,Dongying,Asia/Shanghai,DOY,ZSDY,,,,2026-08-18T17:05:00+00:00,,,,,,Air China,CA,CCA,2717,CA2717,CCA2717,,,,,,,,,,7823E9,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:30:00+00:00,2026-08-18T14:30:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-08-18T16:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6753,3U6753,CSC6753,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:30:00+00:00,2026-08-18T14:30:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,42,2026-08-18T17:15:00+00:00,,,,,,Juneyao Air,HO,DKH,1098,HO1098,DKH1098,,,,,,,,,,78184C,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,G,,2026-08-18T14:30:00+00:00,2026-08-18T14:30:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-08-18T17:00:00+00:00,40.0,,,,,China Southern Airlines,CZ,CSN,8478,CZ8478,CSN8478,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,G,,2026-08-18T14:30:00+00:00,2026-08-18T14:30:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-08-18T17:15:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6108,CZ6108,CSN6108,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:25:00+00:00,2026-08-18T14:25:00+00:00,,,,Dali,Asia/Shanghai,DLU,ZPDL,,,,2026-08-18T15:45:00+00:00,,,,,,China Eastern Airlines,MU,CES,5756,MU5756,CES5756,,,,,,,,,,78092A,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:20:00+00:00,2026-08-18T14:20:00+00:00,,,,Jinjiang,Asia/Shanghai,JJN,ZSQZ,,,,2026-08-18T17:05:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,9493,ZH9493,CSZ9493,,,,,,,,,,781433,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:20:00+00:00,2026-08-18T14:20:00+00:00,,,,Jinan,Asia/Shanghai,TNA,ZSJN,,,,2026-08-18T16:45:00+00:00,,,,,,Shandong Airlines,SC,CDG,8826,SC8826,CDG8826,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:20:00+00:00,2026-08-18T14:20:00+00:00,,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,,,2026-08-18T17:00:00+00:00,,,,,,Tianjin Airlines,GS,GCR,7888,GS7888,GCR7888,,,,,,,,,,780E9F,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:20:00+00:00,2026-08-18T14:20:00+00:00,,,,Gonggar/Lhasa,Asia/Shanghai,LXA,ZULS,T3,,,2026-08-18T16:55:00+00:00,,,,,,Air China,CA,CCA,2531,CA2531,CCA2531,,,,,,,,,,780356,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:15:00+00:00,2026-08-18T14:15:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,T2,,,2026-08-18T17:40:00+00:00,,,,,,Sichuan Airlines,3U,CSC,6455,3U6455,CSC6455,,,,,,,,,,,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:15:00+00:00,2026-08-18T14:15:00+00:00,,,,,,JNG,ZSJG,,,,2026-08-18T16:35:00+00:00,,,,,,China Express Airlines,G5,HXA,4483,G54483,HXA4483,,,,,,,,,,78227D,,
2026-08-18,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-08-18T14:10:00+00:00,2026-08-18T14:10:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-08-18T16:35:00+00:00,75.0,,,,,Xiamen Air,MF,CXA,8482,MF8482,CXA8482,,,,,,,,,,780F56,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,232,,2026-08-18T08:00:00+00:00,2026-08-18T08:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-18T10:40:00+00:00,12.0,,,,,Xiamen Air,MF,CXA,7456,MF7456,CXA7456,china eastern airlines,mu,ces,6115,mu6115,ces6115,,,,780558,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,232,,2026-08-18T08:00:00+00:00,2026-08-18T08:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-08-18T10:40:00+00:00,12.0,,,,,China United Airlines,KN,CUA,6223,KN6223,CUA6223,china eastern airlines,mu,ces,6115,mu6115,ces6115,,,,780558,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,China Eastern Airlines,MU,CES,3269,MU3269,CES3269,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,Xiamen Air,MF,CXA,4693,MF4693,CXA4693,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,Juneyao Air,HO,DKH,5788,HO5788,DKH5788,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,China Express Airlines,G5,HXA,8743,G58743,HXA8743,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,Chengdu Airlines,EU,UEA,7223,EU7223,UEA7223,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
2026-08-18,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,33,,2026-08-18T07:55:00+00:00,2026-08-18T07:55:00+00:00,,,,Nyingchi,Asia/Shanghai,LZY,ZUNZ,,,,2026-08-18T10:00:00+00:00,60.0,,,,,China Southern Airlines,CZ,CSN,4803,CZ4803,CSN4803,sichuan airlines,3u,csc,6671,3u6671,csc6671,,,,78050F,,
