flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-07-25,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,E8,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Gimhae,Asia/Seoul,PUS,RKPK,I,,,2026-07-25T08:00:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9280,OZ9280,AAR9280,air busan,bx,abl,602,bx602,abl602,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,145,,2026-07-25T01:05:00+00:00,2026-07-25T01:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,2,,,2026-07-25T03:30:00+00:00,,,,,,Spring Airlines,9C,CQH,8516,9C8516,CQH8516,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-25T01:00:00+00:00,2026-07-25T01:00:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-07-25T04:40:00+00:00,,,,,,HK express,UO,HKE,623,UO623,HKE623,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,66,,2026-07-25T00:40:00+00:00,2026-07-25T00:40:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,,,2026-07-25T06:40:00+00:00,,,,,,All Nippon Airways,NH,ANA,843,NH843,ANA843,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,72,,2026-07-25T00:30:00+00:00,2026-07-25T00:30:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,TBIT,,,2026-07-24T19:10:00+00:00,,,,,,All Nippon Airways,NH,ANA,106,NH106,ANA106,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,105,,2026-07-25T00:20:00+00:00,2026-07-25T00:20:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-25T04:50:00+00:00,,,,,,Thai Airways,TG,THA,661,TG661,THA661,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,2,73,,2026-07-25T00:15:00+00:00,2026-07-25T00:15:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,,2026-07-25T04:35:00+00:00,,,,,,All Nippon Airways,NH,ANA,849,NH849,ANA849,,,,,,,,,,,
2026-07-25,scheduled,,,Haneda Airport,Asia/Tokyo,HND,RJTT,3,,,2026-07-25T00:15:00+00:00,2026-07-25T00:15:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,3,,,2026-07-25T06:25:00+00:00,,,,,,Japan Airlines,JL,JTL,41,JL41,JTL41,,,,,,,,,,,
2026-07-25,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,G,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,1,,,2026-07-25T04:55:00+00:00,,,,,,Eastar Jet,ZE,ESR,862,ZE862,ESR862,,,,,,,,,,,
2026-07-25,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,,,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Ted Stevens Anchorage International Airport,America/Anchorage,ANC,PANC,,,,2026-07-24T18:05:00+00:00,,,,,,Cathay Pacific,CX,CPA,3272,CX3272,CPA3272,,,,,,,,,,,
2026-07-25,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,B,,,2026-07-24T22:35:00+00:00,,,,,,Cathay Pacific,CX,CPA,880,CX880,CPA880,,,,,,,,,,,
2026-07-25,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,"A, B",,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2,,,2026-07-25T07:55:00+00:00,,,,,,Cathay Pacific,CX,CPA,261,CX261,CPA261,,,,,,,,,,,
2026-07-25,scheduled,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,,,2026-07-25T10:05:00+00:00,,,,,,Philippine Airlines,PR,PAL,221,PR221,PAL221,,,,,,,,,,,
2026-07-25,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-07-25T05:50:00+00:00,,,,,,Batik Air Malaysia,OD,MXD,191,OD191,MXD191,,,,,,,,,,,
2026-07-25,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,,,2026-07-25T00:05:00+00:00,2026-07-25T00:05:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,,2026-07-25T05:30:00+00:00,,,,,,Shanghai Airlines,FM,CSH,7266,FM7266,CSH7266,,,,,,,,,,,
