flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-07-21,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,20,,2026-07-21T01:30:00+00:00,2026-07-21T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-21T09:30:00+00:00,305.0,,,,,Swiss,LX,SWR,4125,LX4125,SWR4125,air india,ai,aic,309,ai309,aic309,,,,80159F,,
2026-07-21,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,20,,2026-07-21T01:30:00+00:00,2026-07-21T01:30:00+00:00,,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,,,2026-07-21T09:30:00+00:00,305.0,,,,,Lufthansa,LH,DLH,5279,LH5279,DLH5279,air india,ai,aic,309,ai309,aic309,,,,80159F,,
2026-07-21,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-21T00:55:00+00:00,2026-07-21T00:55:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-21T02:00:00+00:00,,,,,,Loong Air,GJ,CDC,8372,GJ8372,CDC8372,,,,,,,,,,,,
2026-07-21,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-21T00:50:00+00:00,2026-07-21T00:50:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,,,,2026-07-21T04:00:00+00:00,,,,,,JDL Airlines,JG,JDL,2979,JG2979,JDL2979,,,,,,,,,,,,
2026-07-21,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-21T00:45:00+00:00,2026-07-21T00:45:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-07-21T03:15:00+00:00,,,,,,SF Airlines,O3,CSS,6840,O36840,CSS6840,,,,,,,,,,,,
2026-07-21,scheduled,,Wuxi,Asia/Shanghai,WUX,ZSWX,,,,2026-07-21T00:40:00+00:00,2026-07-21T00:40:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,,,,2026-07-21T02:25:00+00:00,,,,,,SF Airlines,O3,CSS,7343,O37343,CSS7343,,,,,,,,,,,,
2026-07-21,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,329,,2026-07-21T00:55:00+00:00,2026-07-21T00:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-21T05:40:00+00:00,,,,,,Scoot,TR,TGW,121,TR121,TGW121,,,,,,,,,,,,
2026-07-21,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,329,,2026-07-21T00:55:00+00:00,2026-07-21T00:55:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-07-21T05:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8449,SQ8449,SIA8449,scoot,tr,tgw,121,tr121,tgw121,,,,,,
2026-07-21,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,,,,2026-07-21T00:15:00+00:00,2026-07-21T00:15:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-07-21T02:05:00+00:00,,,,,,SF Airlines,O3,CSS,7232,O37232,CSS7232,,,,,,,,,,,,
2026-07-21,scheduled,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,,2026-07-21T00:05:00+00:00,2026-07-21T00:05:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-07-21T06:50:00+00:00,,,,,,Lufthansa,LH,DLH,7008,LH7008,DLH7008,cathay pacific,cx,cpa,156,cx156,cpa156,,,,780AB9,,
