flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-09-11,scheduled,,Bathurst Island,Australia/Darwin,BRT,YBTI,,,,2026-09-11T08:50:00+00:00,2026-09-11T08:50:00+00:00,,,,Darwin,Australia/Darwin,DRW,YPDN,,,,2026-09-10T09:12:00+00:00,,,,,,empty,,,,,,,,,,7C63A5,,,,,,,
2026-09-10,scheduled,,Windorah,Australia/Brisbane,WNR,YWDH,,,,2026-09-10T13:30:00+00:00,2026-09-10T13:30:00+00:00,,2026-09-10T13:30:00+00:00,,Birdsville,Australia/Brisbane,BVI,YBDV,,,,2026-09-10T14:30:00+00:00,,,,,,Rex,ZL,RXA,5662,ZL5662,RXA5662,,,,,7C80FF,,,,,,,
2026-09-10,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,H,,2026-09-10T12:15:00+00:00,2026-09-10T12:15:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,245,6,2026-09-10T16:00:00+00:00,,,,,,Asiana Airlines,OZ,AAR,9832,OZ9832,AAR9832,,,,,71C556,korean air,ke,kal,166,ke166,kal166,
2026-09-10,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,H,,2026-09-10T12:15:00+00:00,2026-09-10T12:15:00+00:00,,,,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,245,6,2026-09-10T16:00:00+00:00,,,,,,China Eastern Airlines,MU,CES,8951,MU8951,CES8951,,,,,71C556,korean air,ke,kal,166,ke166,kal166,
2026-09-10,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,F,,2026-09-10T12:10:00+00:00,2026-09-10T12:10:00+00:00,,2026-09-10T12:10:00+00:00,,Qingdao,Asia/Shanghai,TAO,ZSQD,,,8,2026-09-10T14:05:00+00:00,,,,,,Xiamen Air,MF,CXA,7649,MF7649,CXA7649,,,,,780EDA,china eastern airlines,mu,ces,6494,mu6494,ces6494,
2026-09-10,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-09-10T12:05:00+00:00,2026-09-10T12:05:00+00:00,,2026-09-10T12:05:00+00:00,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-09-10T13:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1591,3U1591,CSC1591,,,,,,china southern airlines,cz,csn,6291,cz6291,csn6291,
2026-09-10,scheduled,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-09-10T12:00:00+00:00,2026-09-10T12:00:00+00:00,,2026-09-10T12:00:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-10T14:10:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1041,3U1041,CSC1041,,,,,,china southern airlines,cz,csn,3137,cz3137,csn3137,
2026-09-10,scheduled,,International Airport Chisinau,Europe/Chisinau,RMO,LUKK,,,,2026-09-10T07:00:00+00:00,2026-09-10T07:00:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-09-10T09:03:00+00:00,,,,,,Turkish Airlines,TK,THY,3253,TK3253,THY3253,,,,,4BB322,,,,,,,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,205,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:12:00+00:00,2026-09-10T09:12:00+00:00,2026-09-10T09:12:00+00:00,Beijing Daxing International Airport,+8,PKX,ZBAD,,,36,2026-09-10T11:45:00+00:00,12.0,2026-09-10T11:29:00+00:00,,2026-09-10T11:29:00+00:00,,China Eastern Airlines,MU,CES,8072,MU8072,CES8072,,,,,781626,china united airlines,kn,cua,5160,kn5160,cua5160,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,Xiamen Air,MF,CXA,5165,MF5165,CXA5165,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,Hainan Airlines,HU,CHH,2022,HU2022,CHH2022,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,Tibet Airlines,TV,TBA,2326,TV2326,TBA2326,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,China Southern Airlines,CZ,CSN,7016,CZ7016,CSN7016,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,China Express Airlines,G5,HXA,6320,G56320,HXA6320,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,Sichuan Airlines,3U,CSC,4736,3U4736,CSC4736,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-09-10T09:00:00+00:00,2026-09-10T09:00:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,2026-09-10T09:15:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B06,2026-09-10T11:40:00+00:00,15.0,2026-09-10T11:34:00+00:00,,2026-09-10T11:34:00+00:00,,Chengdu Airlines,EU,UEA,9026,EU9026,UEA9026,,,,,7817C0,loong air,gj,cdc,8052,gj8052,cdc8052,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,32,,2026-09-10T08:35:00+00:00,2026-09-10T08:35:00+00:00,,2026-09-10T10:00:00+00:00,,Garze Gesar Airport,,GZG,ZUGZ,,,,2026-09-10T09:50:00+00:00,85.0,,,,,China Eastern Airlines,MU,CES,3255,MU3255,CES3255,,,,,7811AD,sichuan airlines,3u,csc,6627,3u6627,csc6627,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,32,,2026-09-10T08:35:00+00:00,2026-09-10T08:35:00+00:00,,2026-09-10T10:00:00+00:00,,Garze Gesar Airport,,GZG,ZUGZ,,,,2026-09-10T09:50:00+00:00,85.0,,,,,Xiamen Air,MF,CXA,4675,MF4675,CXA4675,,,,,7811AD,sichuan airlines,3u,csc,6627,3u6627,csc6627,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,32,,2026-09-10T08:35:00+00:00,2026-09-10T08:35:00+00:00,,2026-09-10T10:00:00+00:00,,Garze Gesar Airport,,GZG,ZUGZ,,,,2026-09-10T09:50:00+00:00,85.0,,,,,China Express Airlines,G5,HXA,8715,G58715,HXA8715,,,,,7811AD,sichuan airlines,3u,csc,6627,3u6627,csc6627,
2026-09-10,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,32,,2026-09-10T08:35:00+00:00,2026-09-10T08:35:00+00:00,,2026-09-10T10:00:00+00:00,,Garze Gesar Airport,,GZG,ZUGZ,,,,2026-09-10T09:50:00+00:00,85.0,,,,,Chengdu Airlines,EU,UEA,7215,EU7215,UEA7215,,,,,7811AD,sichuan airlines,3u,csc,6627,3u6627,csc6627,
