flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,United Airlines,UA,UAL,9189,UA9189,UAL9189,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,Thai Airways,TG,THA,7844,TG7844,THA7844,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,2176,SQ2176,SIA2176,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,All Nippon Airways,NH,ANA,6087,NH6087,ANA6087,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,Air China,CA,CCA,6111,CA6111,CCA6111,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,G16,,2026-08-03T09:00:00+00:00,2026-08-03T09:00:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B20,B2,2026-08-03T10:05:00+00:00,,,,,,Air Canada,AC,ACA,9508,AC9508,ACA9508,lufthansa,lh,dlh,1934,lh1934,dlh1934,,,,3C648E,,
2026-08-03,scheduled,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B32,,2026-08-03T07:10:00+00:00,2026-08-03T07:10:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,2,Z32,C1,2026-08-03T09:55:00+00:00,,,,,,Qatar Airways,QR,QTR,4692,QR4692,QTR4692,vueling,vy,vlg,1884,vy1884,vlg1884,,,,34469A,,
2026-08-03,scheduled,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B32,,2026-08-03T07:10:00+00:00,2026-08-03T07:10:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,2,Z32,C1,2026-08-03T09:55:00+00:00,,,,,,Miami Air International,LL,BSK,5167,LL5167,BSK5167,vueling,vy,vlg,1884,vy1884,vlg1884,,,,34469A,,
2026-08-03,scheduled,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,B32,,2026-08-03T07:10:00+00:00,2026-08-03T07:10:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,2,Z32,C1,2026-08-03T09:55:00+00:00,,,,,,Iberia,IB,IBE,5026,IB5026,IBE5026,vueling,vy,vlg,1884,vy1884,vlg1884,,,,34469A,,
2026-08-03,scheduled,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,1,A11,,2026-08-03T08:45:00+00:00,2026-08-03T08:45:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,B17,B4,2026-08-03T09:55:00+00:00,,,,,,United Airlines,UA,UAL,8721,UA8721,UAL8721,lufthansa,lh,dlh,178,lh178,dlh178,,,,3C6758,,
