flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-07-13T10:20:00+00:00,,,,,,Turkish Airlines,TK,THY,9330,TK9330,THY9330,singapore airlines,sq,sia,255,sq255,sia255,,,,76CD0D,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-07-13T10:20:00+00:00,,,,,,SAS,SK,SAS,8027,SK8027,SAS8027,singapore airlines,sq,sia,255,sq255,sia255,,,,76CD0D,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-07-13T10:20:00+00:00,,,,,,Swiss,LX,SWR,9002,LX9002,SWR9002,singapore airlines,sq,sia,255,sq255,sia255,,,,76CD0D,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-07-13T10:20:00+00:00,,,,,,Lufthansa,LH,DLH,7216,LH7216,DLH7216,singapore airlines,sq,sia,255,sq255,sia255,,,,76CD0D,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A11,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,I,80,I07,2026-07-13T10:20:00+00:00,,,,,,Air India,AI,AIC,8116,AI8116,AIC8116,singapore airlines,sq,sia,255,sq255,sia255,,,,76CD0D,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Virgin Australia,VA,VOZ,5531,VA5531,VOZ5531,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Turkish Airlines,TK,THY,9320,TK9320,THY9320,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,SAS,SK,SAS,8075,SK8075,SAS8075,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Bangkok Airways,PG,BKP,4729,PG4729,BKP4729,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Swiss,LX,SWR,9088,LX9088,SWR9088,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Lufthansa,LH,DLH,7206,LH7206,DLH7206,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A4,,2026-07-13T00:45:00+00:00,2026-07-13T00:45:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,8,7,2026-07-13T10:25:00+00:00,,,,,,Air India,AI,AIC,8270,AI8270,AIC8270,singapore airlines,sq,sia,231,sq231,sia231,,,,76CD76,,
2026-07-13,active,,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A5,,2026-07-13T00:15:00+00:00,2026-07-13T00:15:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,,2026-07-13T07:45:00+00:00,,,,,,Philippine Airlines,PR,PAL,3832,PR3832,PAL3832,singapore airlines,sq,sia,336,sq336,sia336,,,,76CEFA,,
2026-07-13,scheduled,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,,,,2026-07-13T03:20:00+00:00,2026-07-13T03:20:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2026-07-13T08:05:00+00:00,,,,,,China Cargo Airlines,CK,CKK,209,CK209,CKK209,,,,,,,,,,782377,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,,,2026-07-13T06:25:00+00:00,2026-07-13T06:25:00+00:00,,,,Singapore Changi,Asia/Singapore,SIN,WSSS,,,,2026-07-13T11:45:00+00:00,,,,,,Air India,AI,AIC,8237,AI8237,AIC8237,singapore airlines,sq,sia,224,sq224,sia224,,,,,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,47A,,2026-07-13T06:20:00+00:00,2026-07-13T06:20:00+00:00,,,,Newman,Australia/Perth,ZNE,YNWN,,,,2026-07-13T08:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6746,SQ6746,SIA6746,virgin australia,va,voz,1879,va1879,voz1879,,,,7C6A8C,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,47A,,2026-07-13T06:20:00+00:00,2026-07-13T06:20:00+00:00,,,,Newman,Australia/Perth,ZNE,YNWN,,,,2026-07-13T08:05:00+00:00,,,,,,Qatar Airways,QR,QTR,6301,QR6301,QTR6301,virgin australia,va,voz,1879,va1879,voz1879,,,,7C6A8C,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,44,,2026-07-13T06:20:00+00:00,2026-07-13T06:20:00+00:00,,,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-13T08:25:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6744,SQ6744,SIA6744,virgin australia,va,voz,1837,va1837,voz1837,,,,7CAF1C,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,1,44,,2026-07-13T06:20:00+00:00,2026-07-13T06:20:00+00:00,,,,Port Hedland,Australia/Perth,PHE,YPPD,,,,2026-07-13T08:25:00+00:00,,,,,,Qatar Airways,QR,QTR,7187,QR7187,QTR7187,virgin australia,va,voz,1837,va1837,voz1837,,,,7CAF1C,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,3,17A,,2026-07-13T06:15:00+00:00,2026-07-13T06:15:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-07-13T08:20:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7429,NZ7429,ANZ7429,qantas,qf,qfa,1726,qf1726,qfa1726,,,,,,
2026-07-13,scheduled,,Perth International,Australia/Perth,PER,YPPH,3,17A,,2026-07-13T06:15:00+00:00,2026-07-13T06:15:00+00:00,,,,Karratha,Australia/Perth,KTA,YPKA,,,,2026-07-13T08:20:00+00:00,,,,,,Emirates,EK,UAE,5420,EK5420,UAE5420,qantas,qf,qfa,1726,qf1726,qfa1726,,,,,,
