flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Cam Ranh,Asia/Ho_Chi_Minh,CXR,VVCR,1,,,2026-06-25T08:50:00+00:00,,,,,,Flexflight,W2,FXT,3771,W23771,FXT3771,,vietjet air,vj,vjc,1771,vj1771,vjc1771,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T09:10:00+00:00,,,,,,,H1,H1,4102,H14102,H14102,,vietjet air,vj,vjc,125,vj125,vjc125,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T09:10:00+00:00,,,,,,Flexflight,W2,FXT,4125,W24125,FXT4125,,vietjet air,vj,vjc,125,vj125,vjc125,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T1,,,2026-06-25T07:00:00+00:00,2026-06-25T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,1,,,2026-06-25T09:10:00+00:00,,,,,,,A1,A1,2125,A12125,A12125,,vietjet air,vj,vjc,125,vj125,vjc125,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,33,,2026-06-25T06:55:00+00:00,2026-06-25T06:55:00+00:00,,,,Kaoshiung International Airport,Asia/Taipei,KHH,RCKH,I,,1,2026-06-25T10:25:00+00:00,,,,,,China Airlines,CI,CAL,9584,CI9584,CAL9584,,vietnam airlines,vn,hvn,584,vn584,hvn584,,,,,,,,,,,,
2026-06-25,scheduled,,,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,2,33,,2026-06-25T06:55:00+00:00,2026-06-25T06:55:00+00:00,,,,Kaoshiung International Airport,Asia/Taipei,KHH,RCKH,I,,1,2026-06-25T10:25:00+00:00,,,,,,Etihad Airways,EY,ETD,7320,EY7320,ETD7320,,vietnam airlines,vn,hvn,584,vn584,hvn584,,,,,,,,,,,,
2026-06-25,scheduled,,,Lech Walesa,Europe/Warsaw,GDN,EPGD,,,,2026-06-25T02:05:00+00:00,2026-06-25T02:05:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-25T06:16:00+00:00,,,,,,Ryanair,FR,RYR,,FR,RYR,,,,,,,,,,,48E9F5,,,,,,,,
2026-06-25,scheduled,,,Nizhniy Novgorod,Europe/Moscow,GOJ,UWGG,,,,2026-06-25T00:40:00+00:00,2026-06-25T00:40:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-25T05:31:00+00:00,,,,,,Ural Airlines,U6,SVR,1579,U61579,SVR1579,,,,,,,,,,,152044,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,7,,2026-06-25T01:10:00+00:00,2026-06-25T01:10:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-25T09:20:00+00:00,,,,,,MIAT Mongolian Airlines,OM,MGL,5751,OM5751,MGL5751,,cathay pacific,cx,cpa,694,cx694,cpa694,,,,780AB7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,7,,2026-06-25T01:10:00+00:00,2026-06-25T01:10:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-25T09:20:00+00:00,,,,,,Japan Airlines,JL,JTL,7908,JL7908,JTL7908,,cathay pacific,cx,cpa,694,cx694,cpa694,,,,780AB7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,7,,2026-06-25T01:10:00+00:00,2026-06-25T01:10:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-06-25T09:20:00+00:00,,,,,,American Airlines,AA,AAL,8944,AA8944,AAL8944,,cathay pacific,cx,cpa,694,cx694,cpa694,,,,780AB7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D18,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,3,2026-06-25T04:00:00+00:00,10.0,,,,,Virgin Atlantic,VS,VIR,8713,VS8713,VIR8713,,indigo,6e,igo,6054,6e6054,igo6054,,,,8018A8,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D18,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,3,2026-06-25T04:00:00+00:00,10.0,,,,,Qantas,QF,QFA,4209,QF4209,QFA4209,,indigo,6e,igo,6054,6e6054,igo6054,,,,8018A8,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D18,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,3,2026-06-25T04:00:00+00:00,10.0,,,,,Japan Airlines,JL,JTL,9209,JL9209,JTL9209,,indigo,6e,igo,6054,6e6054,igo6054,,,,8018A8,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D18,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,3,2026-06-25T04:00:00+00:00,10.0,,,,,Air France,AF,AFR,6053,AF6053,AFR6053,,indigo,6e,igo,6054,6e6054,igo6054,,,,8018A8,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,1,D18,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,A7,3,2026-06-25T04:00:00+00:00,10.0,,,,,American Airlines,AA,AAL,9178,AA9178,AAL9178,,indigo,6e,igo,6054,6e6054,igo6054,,,,8018A8,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,8,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,2,,,2026-06-25T06:20:00+00:00,19.0,,,,,Air India,AI,AIC,7713,AI7713,AIC7713,,swiss,lx,swr,147,lx147,swr147,,,,4B1887,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,8,,2026-06-25T01:05:00+00:00,2026-06-25T01:05:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,2,,,2026-06-25T06:20:00+00:00,19.0,,,,,Air Canada,AC,ACA,6825,AC6825,ACA6825,,swiss,lx,swr,147,lx147,swr147,,,,4B1887,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,3,,2026-06-25T00:55:00+00:00,2026-06-25T00:55:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-25T07:30:00+00:00,10.0,,,,,Air Canada,AC,ACA,6453,AC6453,ACA6453,,air india,ai,aic,161,ai161,aic161,,,,8015F7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,3,,2026-06-25T00:55:00+00:00,2026-06-25T00:55:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-25T07:30:00+00:00,10.0,,,,,TAP Air Portugal,TP,TAP,7023,TP7023,TAP7023,,air india,ai,aic,161,ai161,aic161,,,,8015F7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,3,,2026-06-25T00:55:00+00:00,2026-06-25T00:55:00+00:00,,,,Heathrow,Europe/London,LHR,EGLL,2,,,2026-06-25T07:30:00+00:00,10.0,,,,,Singapore Airlines,SQ,SIA,4921,SQ4921,SIA4921,,air india,ai,aic,161,ai161,aic161,,,,8015F7,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,10,,2026-06-25T00:50:00+00:00,2026-06-25T00:50:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-06-25T06:25:00+00:00,34.0,,,,,KLM,KL,KLM,2369,KL2369,KLM2369,,air france,af,afr,283,af283,afr283,,,,,,,,,,,,
2026-06-25,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,10,,2026-06-25T00:50:00+00:00,2026-06-25T00:50:00+00:00,,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,,2026-06-25T06:25:00+00:00,34.0,,,,,Delta Air Lines,DL,DAL,8293,DL8293,DAL8293,,air france,af,afr,283,af283,afr283,,,,,,,,,,,,
2026-06-25,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2026-06-25T01:00:00+00:00,2026-06-25T01:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,,,,2026-06-25T03:15:00+00:00,,,,,,North-Western Cargo,CO,CNW,9635,CO9635,CNW9635,,,,,,,,,,,7BD028,,,,,,,,
2026-06-25,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,H4,,2026-06-25T00:05:00+00:00,2026-06-25T00:05:00+00:00,,,,Bandaranaike International,Asia/Colombo,CMB,VCBI,,14,,2026-06-25T01:05:00+00:00,,,,,,Batik Air,ID,BTK,297,ID297,BTK297,,,,,,,,,,,750400,,,,,,,,
2026-06-25,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-25T06:55:00+00:00,2026-06-25T06:55:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,6,2026-06-25T09:00:00+00:00,,,,,,Loong Air,GJ,CDC,5775,GJ5775,CDC5775,,china express airlines,g5,hxa,4033,g54033,hxa4033,,,,,,,,,,,,
2026-06-25,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-25T06:55:00+00:00,2026-06-25T06:55:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,6,2026-06-25T09:00:00+00:00,,,,,,Air China,CA,CCA,9021,CA9021,CCA9021,,china express airlines,g5,hxa,4033,g54033,hxa4033,,,,,,,,,,,,
2026-06-25,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-06-25T06:55:00+00:00,2026-06-25T06:55:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,6,2026-06-25T09:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,4197,3U4197,CSC4197,,china express airlines,g5,hxa,4033,g54033,hxa4033,,,,,,,,,,,,
2026-06-25,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3D,,2026-06-25T06:50:00+00:00,2026-06-25T06:50:00+00:00,,,,Changzhou,Asia/Shanghai,CZX,ZSCG,,,,2026-06-25T08:55:00+00:00,,,,,,China Express Airlines,G5,HXA,8791,G58791,HXA8791,,sichuan airlines,3u,csc,8097,3u8097,csc8097,,,,,,,,,,,,
2026-06-25,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,,,,2026-06-25T03:40:00+00:00,2026-06-25T03:40:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2026-06-25T07:38:00+00:00,,,,,,Suparna Airlines,Y8,YZR,7931,Y87931,YZR7931,,,,,,,,,,,78232F,,,,,,,,
2026-06-25,scheduled,,,M. R. Štefánika,Europe/Bratislava,BTS,LZIB,,,,2026-06-25T02:05:00+00:00,2026-06-25T02:05:00+00:00,,,,Hurghada,Africa/Cairo,HRG,HEGN,1,,,2026-06-25T06:00:00+00:00,10.0,,,,,Smartwings,QS,TVS,6090,QS6090,TVS6090,,,,,,,,,,,49D3FA,,,,,,,,
2026-06-25,scheduled,,,M. R. Štefánika,Europe/Bratislava,BTS,LZIB,,,,2026-06-25T00:20:00+00:00,2026-06-25T00:20:00+00:00,,,,Adnan Menderes Airport,Europe/Istanbul,ADB,LTBJ,,,6,2026-06-25T03:35:00+00:00,10.0,,,,,Smartwings,QS,TVS,6136,QS6136,TVS6136,,,,,,,,,,,49D1CD,,,,,,,,
2026-06-25,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-06-25T05:30:00+00:00,2026-06-25T05:30:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-25T07:15:00+00:00,15.0,,,,,Virgin Atlantic,VS,VIR,8348,VS8348,VIR8348,,indigo,6e,igo,5089,6e5089,igo5089,,,,8014B3,,,,,,,,
2026-06-25,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-06-25T05:30:00+00:00,2026-06-25T05:30:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-25T07:15:00+00:00,15.0,,,,,Qantas,QF,QFA,5061,QF5061,QFA5061,,indigo,6e,igo,5089,6e5089,igo5089,,,,8014B3,,,,,,,,
2026-06-25,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,22,,2026-06-25T05:30:00+00:00,2026-06-25T05:30:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,1,,,2026-06-25T07:15:00+00:00,15.0,,,,,Japan Airlines,JL,JTL,5192,JL5192,JTL5192,,indigo,6e,igo,5089,6e5089,igo5089,,,,8014B3,,,,,,,,
2026-06-25,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,D8,,2026-06-25T05:30:00+00:00,2026-06-25T05:30:00+00:00,,,,Cochin International,Asia/Kolkata,COK,VOCI,1,,,2026-06-25T06:40:00+00:00,,,,,,Air India,AI,AIC,9451,AI9451,AIC9451,,air india express,ix,axb,2678,ix2678,axb2678,,,,80044B,,,,,,,,
