flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared
2026-09-19,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-09-19T07:55:00+00:00,2026-09-19T07:55:00+00:00,,,,Wenzhou,Asia/Shanghai,WNZ,ZSWZ,2,,23,2026-09-19T10:50:00+00:00,,,,,,China Eastern Airlines,MU,CES,8059,MU8059,CES8059,china united airlines,kn,cua,5105,kn5105,cua5105,,,,,
2026-09-19,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,48,0.0,2026-09-19T07:55:00+00:00,2026-09-19T07:55:00+00:00,,2026-09-19T07:55:00+00:00,,Guilin,Asia/Shanghai,KWL,ZGKL,2,,1,2026-09-19T09:45:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4099,ZH4099,CSZ4099,air china,ca,cca,2669,ca2669,cca2669,,,,781B14,
2026-09-19,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-19T07:00:00+00:00,2026-09-19T07:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-19T08:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,9796,SC9796,CDG9796,shenzhen airlines,zh,csz,9896,zh9896,csz9896,,,,7802BE,
2026-09-19,scheduled,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,,2026-09-19T07:00:00+00:00,2026-09-19T07:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-19T08:55:00+00:00,,,,,,Air China,CA,CCA,7926,CA7926,CCA7926,shenzhen airlines,zh,csz,9896,zh9896,csz9896,,,,7802BE,
2026-09-19,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-19T07:00:00+00:00,2026-09-19T07:00:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,2,,,2026-09-19T09:40:00+00:00,,,,,,Shandong Airlines,SC,CDG,9183,SC9183,CDG9183,shenzhen airlines,zh,csz,9211,zh9211,csz9211,,,,780CFB,
2026-09-19,scheduled,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-09-19T07:00:00+00:00,2026-09-19T07:00:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,2,,,2026-09-19T09:40:00+00:00,,,,,,Air China,CA,CCA,3511,CA3511,CCA3511,shenzhen airlines,zh,csz,9211,zh9211,csz9211,,,,780CFB,
2026-09-19,scheduled,,,Nabire,Asia/Jayapura,NBX,WABI,,,,2026-09-19T09:35:00+00:00,2026-09-19T09:35:00+00:00,,,,Pattimura,Asia/Jayapura,AMQ,WAPP,,,,2026-09-19T11:10:00+00:00,,,,,,Batik Air,ID,BTK,6171,ID6171,BTK6171,,,,,,,,,,,
2026-09-19,active,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,A32A,0.0,2026-09-19T01:15:00+00:00,2026-09-19T01:15:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00,Ninoy Aquino International,Asia/Manila,MNL,RPLL,1,,,2026-09-19T05:05:00+00:00,0.0,2026-09-19T04:51:00+00:00,,2026-09-19T04:51:00+00:00,,Philippine Airlines,2P,GAP,2622,2P2622,GAP2622,,,,,,,,,,7583FA,
2026-09-19,scheduled,,,,,LIK,,,,,2026-09-19T08:20:00+00:00,2026-09-19T08:20:00+00:00,,,,Kwajalein,Pacific/Kwajalein,KWA,PKWA,,,,2026-09-19T09:00:00+00:00,,,,,,Air Marshall Islands,CW,CWM,555,CW555,CWM555,,,,,,,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C17,0.0,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,,2026-09-19T03:05:00+00:00,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2C,C17,,2026-09-19T08:25:00+00:00,,,,,,Qantas,QF,QFA,8071,QF8071,QFA8071,emirates,ek,uae,71,ek71,uae71,,,,89618A,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C17,0.0,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,,2026-09-19T03:05:00+00:00,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2C,C17,,2026-09-19T08:25:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8859,GA8859,GIA8859,emirates,ek,uae,71,ek71,uae71,,,,89618A,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C17,0.0,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,,2026-09-19T03:05:00+00:00,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2C,C17,,2026-09-19T08:25:00+00:00,,,,,,Icelandair,FI,ICE,6011,FI6011,ICE6011,emirates,ek,uae,71,ek71,uae71,,,,89618A,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,B15,0.0,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,,2026-09-19T03:05:00+00:00,,Manchester Airport,Europe/London,MAN,EGCC,2,,,2026-09-19T07:50:00+00:00,,,,,,Qantas,QF,QFA,8021,QF8021,QFA8021,emirates,ek,uae,21,ek21,uae21,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,B15,0.0,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,,2026-09-19T03:05:00+00:00,,Manchester Airport,Europe/London,MAN,EGCC,2,,,2026-09-19T07:50:00+00:00,,,,,,Garuda Indonesia,GA,GIA,8871,GA8871,GIA8871,emirates,ek,uae,21,ek21,uae21,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C4,0.0,2026-09-19T03:00:00+00:00,2026-09-19T03:00:00+00:00,,2026-09-19T03:00:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-19T15:00:00+00:00,,,,,,TAP Air Portugal,TP,TAP,6368,TP6368,TAP6368,emirates,ek,uae,354,ek354,uae354,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C4,0.0,2026-09-19T03:00:00+00:00,2026-09-19T03:00:00+00:00,,2026-09-19T03:00:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-19T15:00:00+00:00,,,,,,Qantas,QF,QFA,8354,QF8354,QFA8354,emirates,ek,uae,354,ek354,uae354,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,C4,0.0,2026-09-19T03:00:00+00:00,2026-09-19T03:00:00+00:00,,2026-09-19T03:00:00+00:00,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2026-09-19T15:00:00+00:00,,,,,,Condor,DE,CFG,5930,DE5930,CFG5930,emirates,ek,uae,354,ek354,uae354,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A22,0.0,2026-09-19T03:00:00+00:00,2026-09-19T03:00:00+00:00,,2026-09-19T03:00:00+00:00,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,,2026-09-19T17:15:00+00:00,,,,,,Japan Airlines,JL,JTL,5090,JL5090,JTL5090,emirates,ek,uae,316,ek316,uae316,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,B30,0.0,2026-09-19T02:55:00+00:00,2026-09-19T02:55:00+00:00,,2026-09-19T02:55:00+00:00,,Mactan-Cebu International,Asia/Manila,CEB,RPVM,I,,,2026-09-19T16:20:00+00:00,,,,,,flydubai,FZ,FDB,6338,FZ6338,FDB6338,emirates,ek,uae,338,ek338,uae338,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A13,0.0,2026-09-19T02:50:00+00:00,2026-09-19T02:50:00+00:00,,2026-09-19T02:50:00+00:00,,Sir Seewoosagur Ramgoolam International,Indian/Mauritius,MRU,FIMP,MAIN,,,2026-09-19T09:25:00+00:00,,,,,,Air Mauritius,MK,MAU,911,MK911,MAU911,emirates,ek,uae,701,ek701,uae701,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A13,0.0,2026-09-19T02:50:00+00:00,2026-09-19T02:50:00+00:00,,2026-09-19T02:50:00+00:00,,Sir Seewoosagur Ramgoolam International,Indian/Mauritius,MRU,FIMP,MAIN,,,2026-09-19T09:25:00+00:00,,,,,,Air Canada,AC,ACA,7596,AC7596,ACA7596,emirates,ek,uae,701,ek701,uae701,,,,,
2026-09-19,scheduled,,,Dubai,Asia/Dubai,DXB,OMDB,3,A24,0.0,2026-09-19T02:50:00+00:00,2026-09-19T02:50:00+00:00,,2026-09-19T02:50:00+00:00,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,,23,2026-09-19T12:30:00+00:00,,,,,,TAP Air Portugal,TP,TAP,6372,TP6372,TAP6372,emirates,ek,uae,384,ek384,uae384,,,,8960F2,
