flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-26,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,,2026-09-26T07:05:00+00:00,2026-09-26T07:05:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-26T10:15:00+00:00,,,,,,Shandong Airlines,SC,CDG,9163,SC9163,CDG9163,shenzhen airlines,zh,csz,9147,zh9147,csz9147,,,,,
2026-09-26,scheduled,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,,2026-09-26T07:05:00+00:00,2026-09-26T07:05:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-26T10:15:00+00:00,,,,,,Air China,CA,CCA,3559,CA3559,CCA3559,shenzhen airlines,zh,csz,9147,zh9147,csz9147,,,,,
2026-09-26,scheduled,,,Cairo International Airport,Africa/Cairo,CAI,HECA,3,,0.0,2026-09-26T04:45:00+00:00,2026-09-26T04:45:00+00:00,,2026-09-26T04:45:00+00:00,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,3,,8,2026-09-26T07:10:00+00:00,,,,,,Saudia,SV,SVA,6317,SV6317,SVA6317,ita airways,az,ity,895,az895,ity895,,,,,
2026-09-26,scheduled,,,Cairo International Airport,Africa/Cairo,CAI,HECA,,,,2026-09-26T03:20:00+00:00,2026-09-26T03:20:00+00:00,,,,King Abdulaziz International,Asia/Riyadh,JED,OEJN,,,,2026-09-26T05:40:00+00:00,,,,,,AlMasria Universal Airlines,UJ,LMU,905,UJ905,LMU905,,,,,,,,,,,
2026-09-26,scheduled,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C28,23.0,2026-09-26T02:55:00+00:00,2026-09-26T02:55:00+00:00,,2026-09-26T03:18:00+00:00,,Cairo International Airport,Africa/Cairo,CAI,HECA,2,,,2026-09-26T06:00:00+00:00,,,,,,All Nippon Airways,NH,ANA,6364,NH6364,ANA6364,etihad airways,ey,etd,711,ey711,etd711,,,,,8966BB
2026-09-26,scheduled,,,Abu Dhabi International,Asia/Dubai,AUH,OMAA,A,C28,23.0,2026-09-26T02:55:00+00:00,2026-09-26T02:55:00+00:00,,2026-09-26T03:18:00+00:00,,Cairo International Airport,Africa/Cairo,CAI,HECA,2,,,2026-09-26T06:00:00+00:00,,,,,,Egyptair,MS,MSR,8073,MS8073,MSR8073,etihad airways,ey,etd,711,ey711,etd711,,,,,8966BB
2026-09-26,scheduled,,,Sardar Vallabhbhai Patel International Airport,Asia/Kolkata,AMD,VAAH,,,,2026-09-26T03:25:00+00:00,2026-09-26T03:25:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T04:45:00+00:00,,,,,,Bluebird Airways,BZ,BBG,481,BZ481,BBG481,,,,,,,,,,,
2026-09-26,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,,,,2026-09-26T02:20:00+00:00,2026-09-26T02:20:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T04:40:00+00:00,,,,,,Bluebird Airways,BZ,BBG,803,BZ803,BBG803,,,,,,,,,,,
2026-09-26,scheduled,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,,,,2026-09-26T01:55:00+00:00,2026-09-26T01:55:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T04:15:00+00:00,,,,,,Bluebird Airways,BZ,BBG,201,BZ201,BBG201,,,,,,,,,,,
2026-09-26,scheduled,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,,,,2026-09-26T01:25:00+00:00,2026-09-26T01:25:00+00:00,,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T03:05:00+00:00,,,,,,Bluebird Airways,BZ,BBG,308,BZ308,BBG308,,,,,,,,,,,
2026-09-26,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T05:30:00+00:00,2026-09-26T05:30:00+00:00,,,,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,,,,2026-09-26T06:55:00+00:00,,,,,,Bluebird Airways,BZ,BBG,481,BZ481,BBG481,,,,,,,,,,,
2026-09-26,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T05:05:00+00:00,2026-09-26T05:05:00+00:00,,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,,,,2026-09-26T07:10:00+00:00,,,,,,Bluebird Airways,BZ,BBG,803,BZ803,BBG803,,,,,,,,,,,
2026-09-26,scheduled,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,,,,2026-09-26T04:05:00+00:00,2026-09-26T04:05:00+00:00,,,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,,2026-09-26T06:45:00+00:00,,,,,,Bluebird Airways,BZ,BBG,308,BZ308,BBG308,,,,,,,,,,,
2026-09-26,scheduled,,,Kubin Island,Australia/Brisbane,KUG,YKUB,,,0.0,2026-09-26T08:35:00+00:00,2026-09-26T08:35:00+00:00,,2026-09-26T08:35:00+00:00,,Badu Island,Australia/Brisbane,BDD,YBAU,,,,2026-09-26T08:37:00+00:00,,,,,,Hinterland Aviation,OI,HND,422,OI422,HND422,,,,,,,,,,,7C448C
